Weight_Kilograms_Clean,Line_Item_Quantity,Line_Item_Value,Fulfill_Via,Shipment_Mode,Country,Dosage_Form,Sub_Classification,Brand,Freight_Cost_USD_Clean
64.0,285,22797.15,0,0,2,0,0,2,1629.0
260.0,271,20325.0,0,0,10,0,0,0,1496.76
82.0,400,2800.0,0,0,1,2,1,0,2211.05
48.0,630,3458.7,0,0,1,3,1,1,2729.91
500.0,500,16000.0,0,0,11,0,0,3,2442.32
500.0,500,16000.0,0,0,11,0,0,3,2442.32
889.0,672,9179.52,0,0,1,2,2,1,7884.8
1537.0,648,4860.0,0,0,1,2,2,1,13507.92
432.0,9275,13448.75,0,0,1,3,2,1,7444.35
1920.0,20,527.0,0,0,2,2,5,1,20134.43
1131.0,3400,108800.0,0,0,5,0,0,3,22370.64
2130.0,6180,101970.0,0,0,5,0,0,0,17331.66
2450.0,7864,157280.0,0,0,9,0,0,6,18087.86
3953.0,45168,414642.24,0,0,5,2,2,1,23071.26
2719.0,4200,12180.0,0,0,1,2,2,1,18614.72
14.0,213,2.13,0,0,8,0,3,1,180.0
1413.0,4200,134400.0,0,0,7,0,0,3,18180.65
2278.0,7690,45796.8,0,0,12,0,0,2,23743.01
634.0,25000,17500.0,0,0,0,2,4,1,8530.29
679.0,603,45828.0,0,0,0,0,0,0,9698.22
3.0,7,525.0,0,0,10,0,0,0,85.27
1068.0,7800,22620.0,0,0,1,2,2,1,3894.21
2535.0,3510,80730.0,0,0,7,0,0,9,20083.74
2535.0,3510,80730.0,0,0,7,0,0,9,23035.69
2535.0,3510,80730.0,0,0,7,0,0,9,23035.69
2228.0,4032,34715.52,0,0,1,2,2,1,9809.7
3073.0,12560,45796.8,0,0,3,2,2,5,12815.42
453.0,2000,140000.0,0,0,0,0,0,2,8603.58
187.0,40,620.0,0,0,6,2,1,1,1903.54
96.0,1242,2782.08,0,0,6,3,1,1,1448.55
78.0,110,15290.0,0,0,6,0,0,0,1953.6
468.0,1371,43872.0,0,0,8,0,0,3,5733.61
1804.0,18000,43200.0,0,0,1,2,2,1,6341.88
251.0,1812,4348.8,0,0,10,2,1,1,1484.75
4.0,84,1540.56,0,0,14,3,2,0,390.81
4.0,15,1050.0,0,0,11,0,0,2,383.65
2666.0,5178,461436.41,0,0,3,3,2,0,16751.58
6.0,24,1680.0,0,0,10,0,0,2,868.31
254.0,1000,164620.0,0,0,1,2,2,0,7828.28
171.0,500,40000.0,0,0,0,0,0,2,1275.12
343.0,1000,80000.0,0,0,4,0,0,2,2373.73
1313.0,850,68000.0,0,0,0,0,0,2,156.97
426.0,1250,100000.0,0,0,4,0,0,2,2487.58
4300.0,100,1084.0,0,0,1,2,2,1,27923.26
201.0,1270,26670.0,0,0,14,2,2,1,1262.91
40.0,60,10500.0,0,0,6,0,0,0,749.96
702.0,2496,67392.0,0,0,2,0,0,4,4474.15
1531.0,5004,135108.0,0,0,2,0,0,4,11731.15
18.0,50,1350.0,0,0,8,0,0,4,378.6
