Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight_Kilograms_Clean,shipment_mode_encoded,manufacturing_site_encoded,country_encoded,Dosage_Form_encoded,First_Line_Designation_encoded,fulfill_via_encoded,Sub_Classification_encoded,brand_encoded
307.501710918752,8.0,613.76,76.72,0.23,48.0,1,10,11,4,1,1,1,9
60.0,300.0,2850.0,9.5,0.16,43.0,1,21,10,1,0,1,2,1
100.0,1200.0,96000.0,80.0,0.8,577.0,1,6,22,5,1,1,3,3
60.0,28755.0,74763.0,2.6,0.04,3392.0,1,1,5,1,1,1,1,2
60.0,1302.0,5403.3,4.15,0.07,4587.0,1,2,11,1,1,1,2,2
30.0,145784.18484021962,1302250.6478105593,11.15,0.37,38142.0,3,2,4,1,0,0,1,2
30.0,42836.0,184194.8,4.3,0.14,3494.0,1,2,11,1,1,1,1,2
30.0,1860.0,23101.2,12.42,0.41,4091.0,1,4,7,1,0,0,1,2
120.0,964.0,19318.56,20.04,0.17,6705.0,2,2,1,1,1,0,1,2
120.0,9000.0,547200.0,60.8,0.51,2235.0,1,8,11,1,1,1,1,6
60.0,145784.18484021962,1302250.6478105593,11.0,0.18,46522.0,3,2,4,1,1,0,1,2
60.0,894.0,2994.9,3.35,0.06,479.0,1,1,4,1,1,1,1,2
100.0,1.0,8.0,8.0,0.08,2.0,1,6,18,5,1,1,4,3
30.0,6100.0,7625.0,1.25,0.04,353.0,1,1,10,1,1,1,2,2
30.0,145784.18484021962,768400.0,4.52,0.15,20752.0,2,2,2,1,0,0,1,2
30.0,1900.0,9747.0,5.13,0.17,4000.0,1,1,7,1,1,0,1,2
60.0,5836.0,160665.08,27.53,0.46,2093.0,1,1,1,1,0,0,1,2
60.0,38640.0,92736.0,2.4,0.04,2719.0,1,1,11,1,1,1,1,2
120.0,42.0,1726.2,41.1,0.34,123.0,1,8,12,1,1,0,1,6
60.0,19320.0,47140.8,2.44,0.04,8085.0,1,3,10,1,0,0,1,2
60.0,92045.0,358055.05,3.89,0.06,5103.0,2,5,7,1,1,0,2,2
100.0,6152.0,547528.0,89.0,0.89,1059.0,1,6,16,5,1,1,3,3
60.0,17500.0,68250.0,3.9,0.06,1292.0,2,2,6,1,1,0,1,2
20.0,10000.0,270000.0,27.0,1.35,3265.0,1,12,4,5,1,1,3,5
60.0,52752.0,451029.6,8.55,0.14,8085.0,1,3,10,1,0,0,1,2
100.0,400.0,1800.0,4.5,0.04,482.0,1,1,1,4,0,1,2,2
60.0,23.0,336.49,14.63,0.24,55.0,1,2,13,1,0,0,1,2
30.0,677.0,8801.0,13.0,0.43,46.0,1,1,12,4,1,1,1,2
20.0,1062.0,33984.0,32.0,1.6,362.0,1,7,19,5,1,1,3,4
60.0,29.0,325.38,11.22,0.19,5134.0,2,1,12,1,1,0,1,2
60.0,2004.0,5070.12,2.53,0.04,3.0,1,1,8,1,1,1,1,2
60.0,10817.0,29422.24,2.72,0.05,1172.0,4,4,8,1,1,1,1,2
20.0,2453.0,78496.0,32.0,1.6,821.0,1,7,2,5,1,0,3,4
30.0,5580.0,26839.8,4.81,0.16,1187.0,1,19,12,1,1,0,1,2
30.0,21000.0,252210.0,12.01,0.4,1815.0,1,1,23,1,1,0,1,2
100.0,2863.0,229040.0,80.0,0.8,1159.0,1,6,2,5,1,1,3,3
307.501710918752,1000.0,39000.0,39.0,0.05,711.0,1,10,4,1,1,1,6,1
270.0,448.0,46377.58,103.52,0.38,446.0,1,28,6,4,0,1,1,1
100.0,39.0,3120.0,80.0,0.8,17.0,1,6,3,5,1,1,3,3
60.0,32129.0,97672.16,3.04,0.05,2584.0,1,22,10,1,0,0,1,2
30.0,29993.0,140967.1,4.7,0.16,4883.0,2,14,9,1,1,0,1,2
60.0,168.0,1150.8,6.85,0.11,23.0,1,8,6,1,1,1,1,9
90.0,672.0,10752.0,16.0,0.18,128.0,1,1,2,4,1,0,2,2
100.0,150.0,10800.0,72.0,0.72,47.0,1,9,23,5,1,1,3,3
60.0,12000.0,105120.0,8.76,0.15,1077.0,1,1,10,1,1,0,1,2
200.0,1200.0,1680.0,1.4,0.01,115.0,1,1,1,3,1,0,2,2
60.0,145784.18484021962,1302250.6478105593,8.76,0.15,15200.0,1,3,4,1,1,0,1,2
60.0,29402.0,218456.86,7.43,0.12,1577.0,1,1,8,1,1,1,1,2
30.0,75000.0,900750.0,12.01,0.4,15566.0,2,1,5,1,1,0,1,2
120.0,2245.0,184539.0,82.2,0.68,598.0,1,8,19,1,1,1,1,6
30.0,50000.0,543500.0,10.87,0.36,22442.0,2,14,9,1,1,0,1,2
30.0,45000.0,194400.0,4.32,0.14,5075.0,2,2,12,1,1,0,1,2
60.0,16610.0,224235.0,13.5,0.22,2298.0,2,4,6,1,1,0,1,2
60.0,1061.0,3607.4,3.4,0.06,106.0,1,1,12,1,1,0,1,2
30.0,27574.0,167649.92,6.08,0.2,2376.0,3,2,4,1,1,0,1,2
60.0,58074.0,140539.08,2.42,0.04,4687.0,2,3,7,1,1,0,1,2
30.0,5547.0,94299.0,17.0,0.57,333.0,1,2,1,1,1,0,1,2
60.0,14081.0,116309.06,8.26,0.14,6410.0,3,1,1,1,1,0,1,2
60.0,66268.0,490383.2,7.4,0.12,6606.0,2,4,7,1,1,0,1,2
30.0,18880.0,198240.0,10.5,0.35,2452.0,1,3,11,1,1,1,1,2
20.0,9.0,288.0,32.0,1.6,509.0,1,7,13,5,0,1,3,4
60.0,22623.0,56783.73,2.51,0.04,2809.0,3,1,4,1,1,0,1,2
30.0,24269.0,637061.25,26.25,0.88,2094.0,3,15,4,1,1,0,1,11
30.0,49425.0,208573.5,4.22,0.14,4235.0,1,1,10,1,1,0,1,2
60.0,58680.0,199512.0,3.4,0.06,5557.0,1,1,2,1,1,0,1,2
120.0,18960.0,358344.0,18.9,0.16,4227.0,2,8,6,1,1,0,1,6
120.0,454.0,30236.4,66.6,0.55,79.0,1,15,12,1,1,1,1,1
100.0,2744.0,244216.0,89.0,0.89,1303.0,1,6,4,5,1,1,3,3
100.0,3056.0,271984.0,89.0,0.89,1248.0,1,6,4,5,1,1,3,3
30.0,41296.0,185419.04,4.49,0.15,4587.0,1,2,11,1,0,1,1,2
60.0,38040.0,95480.4,2.51,0.04,2269.0,1,5,14,1,1,0,1,2
30.0,14000.0,203000.0,14.5,0.48,1428.0,1,1,9,1,1,1,1,2
100.0,1800.0,144000.0,80.0,0.8,885.0,1,6,7,5,1,1,3,3
60.0,38000.0,589000.0,15.5,0.26,10847.0,2,2,2,1,1,0,1,2
30.0,2684.0,45628.0,17.0,0.57,3946.0,1,29,6,1,0,0,1,1
20.0,11.0,352.0,32.0,1.6,4.0,1,7,15,5,1,1,3,4
30.0,240.0,4800.0,20.0,0.67,19.0,1,1,10,4,1,1,1,2
90.0,525.0,6683.25,12.73,0.14,78.0,1,1,10,4,0,0,2,2
60.0,1680.0,12600.0,7.5,0.12,389.0,1,2,11,1,1,1,1,2
100.0,6137.0,490960.0,80.0,0.8,2492.0,1,6,2,5,1,1,3,3
60.0,1672.0,5684.8,3.4,0.06,251.0,1,1,4,1,0,0,1,2
60.0,5513.0,32747.22,5.94,0.1,640.0,1,8,4,1,1,1,2,2
25.0,2700.0,55350.0,20.5,0.82,900.0,1,13,1,5,1,1,3,7
1.0,22497.0,551176.5,24.5,11.761991170924096,13749.0,1,17,15,5,1,1,3,10
60.0,8670.0,29478.0,3.4,0.06,1866.0,2,4,6,1,0,0,1,2
60.0,6000.0,67320.0,11.22,0.19,789.0,3,1,4,1,1,0,1,2
120.0,2000.0,40960.0,20.48,0.17,6528.0,1,2,10,1,0,0,1,2
30.0,12783.0,151989.87,11.89,0.4,1371.0,2,2,5,1,1,0,1,2
307.501710918752,2500.0,132000.0,52.8,0.07,1746.0,1,10,4,1,1,1,6,1
300.0,40.0,1644.0,41.1,0.14,52.0,1,11,6,3,1,0,2,8
60.0,11608.0,82648.96,7.12,0.12,1871.0,3,4,4,1,1,0,1,2
20.0,520.0,16640.0,32.0,1.6,177.0,1,7,23,5,1,1,3,4
60.0,34000.0,181220.0,5.33,0.09,2300.0,3,3,4,1,1,0,1,2
100.0,386.0,27020.0,70.0,0.7,88.0,1,9,9,5,1,1,3,3
20.0,7280.0,232960.0,32.0,1.6,2391.0,1,7,2,5,1,1,3,4
30.0,1680.0,13860.0,8.25,0.28,110.0,1,2,11,1,1,1,1,2
100.0,1116.0,78120.0,70.0,0.7,256.0,1,9,1,5,1,1,3,3
60.0,42000.0,340620.0,8.11,0.14,46946.48571682304,2,5,6,1,0,0,1,2
120.0,10020.0,205410.0,20.5,0.17,1656.0,1,15,4,1,0,0,1,2
60.0,2723.0,18325.79,6.73,0.11,2045.0,1,2,13,1,0,0,1,2
60.0,22500.0,166500.0,7.4,0.12,10877.0,1,4,1,1,0,0,1,2
30.0,50000.0,1302250.6478105593,50.4,1.68,4093.0,1,16,5,1,1,1,1,1
30.0,6750.0,31185.0,4.62,0.15,4426.0,2,23,1,1,1,0,1,2
60.0,1224.0,9449.28,7.72,0.13,3637.0,1,2,13,1,1,0,1,2
180.0,28.0,1400.0,50.0,0.28,7.0,1,16,10,4,1,1,1,1
60.0,166.0,356.9,2.15,0.04,479.0,1,1,4,4,0,1,1,2
30.0,1309.0,29452.5,22.5,0.75,12232.0,1,2,1,1,0,0,1,2
100.0,2938.0,235040.0,80.0,0.8,1329.0,1,6,6,5,1,1,3,3
60.0,4200.0,12180.0,2.9,0.05,1044.0,1,1,11,1,0,1,1,2
100.0,3053.0,0.0,0.0,0.0,1265.0,1,6,5,5,1,1,3,3
30.0,1201.0,31526.25,26.25,0.88,327.0,1,15,12,1,1,0,1,11
60.0,821.0,57470.0,70.0,1.17,186.0,1,10,6,1,1,0,1,1
60.0,7000.0,17010.0,2.43,0.04,512.0,1,3,11,1,1,1,1,2
30.0,2500.0,18250.0,7.3,0.24,16417.0,1,2,4,1,0,0,1,2
100.0,336.0,26880.0,80.0,0.8,139.0,1,6,5,5,1,1,3,3
30.0,23705.0,86286.2,3.64,0.12,6242.0,2,5,1,1,0,0,1,2
60.0,4226.0,34906.76,8.26,0.14,8.0,2,1,12,1,1,0,1,2
60.0,36451.0,297075.65,8.15,0.14,4611.0,1,1,5,1,1,1,1,2
30.0,29804.0,95670.84,3.21,0.11,1766.0,2,5,1,1,1,0,1,2
60.0,76000.0,562400.0,7.4,0.12,8523.0,2,4,7,1,0,0,1,2
30.0,2000.0,15160.0,7.58,0.25,150.0,1,1,1,4,1,1,1,2
30.0,48348.0,786138.48,16.26,0.54,9182.0,1,1,2,1,0,0,1,2
60.0,17980.0,38657.0,2.15,0.04,2152.0,2,4,5,1,1,0,2,2
30.0,28869.0,577380.0,20.0,0.67,3865.0,4,2,9,1,1,1,1,2
60.0,22372.0,65326.24,2.92,0.05,2655.0,1,1,8,1,1,1,1,2
60.0,1592.0,12799.68,8.04,0.13,167.0,1,1,9,1,1,1,2,2
60.0,20000.0,219000.0,10.95,0.18,2675.0,1,1,11,1,1,1,1,2
30.0,1000.0,18000.0,18.0,0.6,132.0,1,20,12,1,1,1,1,2
90.0,10743.0,78423.9,7.3,0.08,748.0,3,5,4,1,1,0,2,2
30.0,400.0,500.0,1.25,0.04,346.0,1,1,10,1,0,1,2,2
60.0,64.0,156.16,2.44,0.04,4.0,3,1,4,1,1,0,1,2
100.0,180.0,12600.0,70.0,0.7,42.0,1,9,23,5,1,1,3,3
60.0,22566.0,67698.0,3.0,0.05,2113.0,1,1,1,1,1,0,1,2
307.501710918752,40.0,3068.8,76.72,0.23,114.0,1,11,11,4,1,1,1,9
30.0,45000.0,1181250.0,26.25,0.88,6124.0,1,15,4,1,0,0,1,11
30.0,1500.0,3360.0,2.24,0.07,235.0,1,1,10,4,0,0,2,2
100.0,115.0,10235.0,89.0,0.89,53.0,1,6,18,5,1,1,3,3
60.0,14277.0,134917.65,9.45,0.16,2033.0,1,1,4,1,1,0,1,2
60.0,78000.0,170040.0,2.18,0.04,5163.0,3,3,7,1,1,1,1,2
60.0,15153.0,35609.55,2.35,0.04,3595.0,1,5,11,1,1,1,1,2
60.0,11538.0,22960.62,1.99,0.03,1976.0,1,10,14,1,0,1,2,2
300.0,2346.0,72303.72,30.82,0.1,2172.0,1,11,7,3,1,1,2,8
30.0,2000.0,20000.0,10.0,0.33,168.0,1,2,12,1,1,0,1,2
60.0,7876.0,12207.8,1.55,0.03,521.0,1,1,4,4,1,0,1,2
90.0,1152.0,11185.92,9.71,0.11,1671.0,2,1,7,4,0,0,2,2
60.0,15299.0,40695.34,2.66,0.04,1792.0,3,1,4,1,1,0,1,2
60.0,7452.0,97993.8,13.15,0.22,737.0,2,1,2,1,1,0,1,2
100.0,725.0,58000.0,80.0,0.8,225.0,1,6,13,5,1,0,3,3
30.0,42812.0,410995.2,9.6,0.32,4875.0,2,2,2,1,1,0,1,2
30.0,30000.0,264600.0,8.82,0.29,2641.0,2,2,12,1,1,0,1,2
30.0,118537.0,534601.87,4.51,0.15,10373.0,4,1,8,1,1,1,1,2
120.0,320.0,26304.0,82.2,0.68,88.0,1,8,11,1,1,1,1,6
100.0,3076.0,273764.0,89.0,0.89,1249.0,1,6,4,5,1,1,3,3
100.0,1775.0,163300.0,92.0,0.92,791.0,1,6,21,5,1,1,3,3
30.0,100000.0,624000.0,6.24,0.21,9565.0,1,2,15,1,1,1,1,2
60.0,900.0,2097.0,2.33,0.04,895.0,1,10,13,1,0,0,1,2
60.0,121307.0,266875.4,2.2,0.04,7912.0,1,3,20,1,1,1,1,2
100.0,2229.0,178320.0,80.0,0.8,981.0,1,6,13,5,0,1,3,3
270.0,820.0,73074.13,89.11,0.33,424.0,1,28,5,4,1,1,1,1
20.0,7500.0,240000.0,32.0,1.6,2440.0,1,7,6,5,1,1,3,4
240.0,3652.0,7304.0,2.0,0.01,1575.0,1,1,14,3,1,1,2,2
60.0,145784.18484021962,1287000.0,8.58,0.14,22942.0,3,4,4,1,1,0,1,2
30.0,80.0,302.4,3.78,0.13,10191.0,2,3,6,1,0,0,1,2
30.0,576.0,6768.0,11.75,0.39,47.0,1,2,1,1,1,0,1,2
60.0,223.0,20404.5,91.5,1.52,21.0,1,16,12,1,1,1,1,1
30.0,20142.0,99702.9,4.95,0.16,6142.0,1,2,11,1,1,1,1,2
240.0,263.0,486.55,1.85,0.01,182.0,1,1,11,3,1,1,2,2
30.0,63652.0,203049.88,3.19,0.11,3914.0,4,5,12,1,1,1,1,2
30.0,44293.0,303849.98,6.86,0.23,2951.0,4,4,8,1,1,1,1,2
30.0,5403.0,73048.56,13.52,0.45,490.0,2,2,12,1,1,0,1,2
100.0,9241.0,822449.0,89.0,0.89,3744.0,1,6,4,5,1,1,3,3
60.0,6.0,48.66,8.11,0.14,6589.0,3,1,4,1,1,0,1,2
60.0,71422.0,814210.8,11.4,0.19,8016.0,3,1,4,1,1,0,1,2
30.0,145784.18484021962,1302250.6478105593,11.49,0.38,21463.0,4,2,3,1,1,1,1,2
30.0,40800.0,191760.0,4.7,0.16,4187.0,2,3,12,1,1,0,1,2
60.0,23040.0,146995.2,6.38,0.11,9.0,1,4,11,1,1,1,1,2
240.0,628.0,1224.6,1.95,0.01,232.0,1,1,1,3,1,0,2,2
240.0,54128.0,105549.6,1.95,0.01,22479.0,2,1,6,3,0,0,2,2
100.0,595.0,42834.05,71.99,0.72,200.0,1,9,1,5,1,0,3,3
60.0,4095.0,16380.0,4.0,0.07,176.0,1,5,10,1,1,1,2,2
60.0,15639.0,31121.61,1.99,0.03,590.0,2,2,5,1,1,0,2,2
100.0,20.0,7000.0,129.58352457209097,3.5,48.0,1,27,24,5,1,1,3,1
60.0,400.0,2800.0,7.0,0.12,81.0,1,21,11,1,1,1,2,1
100.0,20000.0,26000.0,1.3,0.01,3920.0,2,1,5,3,1,0,2,2
100.0,7500.0,600000.0,80.0,0.8,2215.0,1,9,16,5,1,1,3,3
20.0,2068.0,55836.0,27.0,1.35,685.0,1,12,1,5,1,1,3,5
240.0,2005.0,3809.5,1.9,0.01,692.0,1,1,15,3,1,0,2,2
20.0,6760.0,216320.0,32.0,1.6,2261.0,1,7,23,5,1,1,3,4
60.0,12000.0,87000.0,7.25,0.12,664.0,1,2,11,1,1,1,1,2
60.0,70000.0,525000.0,7.5,0.12,6813.0,1,4,11,1,1,1,1,2
240.0,5581.0,10715.52,1.92,0.01,1988.0,1,1,1,3,1,0,2,2
30.0,130437.0,1302250.6478105593,11.15,0.37,18633.0,3,3,4,1,1,0,1,2
30.0,9683.0,34374.65,3.55,0.12,1953.0,1,3,11,1,0,1,1,2
100.0,4750.0,380000.0,80.0,0.8,1930.0,1,6,1,5,1,1,3,3
100.0,6000.0,466200.0,77.7,0.78,1362.0,1,9,9,5,1,1,3,3
30.0,58.0,232.0,4.0,0.13,19.0,1,2,10,1,1,1,1,2
30.0,5760.0,80409.6,13.96,0.47,610.0,2,2,12,1,1,0,1,2
30.0,20.0,121.6,6.08,0.2,70.0,1,2,13,1,1,0,1,2
30.0,36007.0,119903.31,3.33,0.11,19158.0,1,1,12,1,1,0,1,2
300.0,1500.0,46230.0,30.82,0.1,1374.0,1,11,7,3,1,1,2,8
60.0,1217.0,8239.09,6.77,0.11,124.0,1,1,10,1,1,1,1,2
60.0,92.0,709.32,7.71,0.13,363.0,1,1,6,1,1,0,1,2
30.0,100000.0,960000.0,9.6,0.32,33428.0,2,3,1,1,0,0,1,2
60.0,50000.0,286500.0,5.73,0.1,18105.0,2,4,7,1,0,0,1,2
100.0,150.0,11655.0,77.7,0.78,36.0,1,9,23,5,1,1,3,3
60.0,26512.0,172858.24,6.52,0.11,2381.0,2,1,6,1,1,0,1,2
60.0,9600.0,71040.0,7.4,0.12,920.0,1,4,11,1,1,1,1,2
60.0,11000.0,61930.0,5.63,0.09,9080.0,2,26,1,1,0,0,2,2
30.0,72558.0,567403.56,7.82,0.26,4942.0,1,4,8,1,1,1,1,2
100.0,695.0,61855.0,89.0,0.89,351.0,1,6,17,5,1,1,3,3
30.0,100986.0,343352.4,3.4,0.11,10579.0,1,3,5,1,1,1,1,2
20.0,15.0,480.0,32.0,1.6,5.0,1,7,3,5,1,1,3,4
60.0,9000.0,67500.0,7.5,0.12,969.0,1,4,1,1,1,0,1,2
60.0,8500.0,94775.0,11.15,0.19,3099.0,1,1,11,1,1,1,1,2
60.0,500.0,1835.0,3.67,0.06,47.0,1,1,7,1,1,0,1,2
30.0,10065.0,97831.8,9.72,0.32,2034.0,1,1,10,1,0,0,1,2
100.0,250.0,17997.5,71.99,0.72,61.0,1,9,1,5,0,0,3,3
30.0,2615.0,18383.45,7.03,0.23,1787.0,1,2,21,1,0,0,1,2
20.0,1515.0,48480.0,32.0,1.6,518.0,1,7,16,5,1,1,3,4
30.0,1185.0,15405.0,13.0,0.43,197.0,1,1,9,4,0,1,1,2
1.0,175.0,4287.5,24.5,11.761991170924096,125.0,1,17,15,5,1,1,3,10
60.0,7325.0,36625.0,5.0,0.08,455.0,1,26,4,1,1,1,2,2
60.0,85000.0,702100.0,8.26,0.14,8296.0,2,14,2,1,1,0,1,2
60.0,53922.0,130491.24,2.42,0.04,9697.0,1,5,4,1,1,0,1,2
60.0,140000.0,1080800.0,7.72,0.13,42830.0,3,4,4,1,1,0,1,2
90.0,20000.0,272000.0,13.6,0.15,3295.0,1,1,3,1,1,1,1,2
60.0,213.0,14910.0,70.0,1.17,4230.0,1,10,6,1,0,0,1,1
240.0,5527.0,11606.7,2.1,0.01,5317.0,1,1,1,3,1,0,2,2
60.0,21858.0,184044.36,8.42,0.14,2777.0,1,5,11,1,1,1,1,2
30.0,32080.0,76671.2,2.39,0.08,2666.0,4,1,8,4,1,1,2,2
30.0,44000.0,88000.0,2.0,0.07,7191.0,1,4,1,1,0,0,1,2
60.0,350.0,903.0,2.58,0.04,40.0,3,1,4,1,1,0,1,2
100.0,1250.0,89987.5,71.99,0.72,296.0,1,9,1,5,1,0,3,3
30.0,13000.0,126880.0,9.76,0.33,41041.0,2,2,12,1,0,0,1,2
60.0,300.0,3345.0,11.15,0.19,2228.0,1,1,11,1,0,1,1,2
100.0,5361.0,428880.0,80.0,0.8,1098.0,1,9,16,5,1,1,3,3
60.0,45000.0,420750.0,9.35,0.16,3657.0,1,2,4,1,1,0,1,2
120.0,80.0,3288.0,41.1,0.34,18.0,1,8,12,1,1,0,1,6
30.0,145784.18484021962,1008757.36,5.36,0.18,23127.0,2,3,7,1,1,0,1,2
30.0,5905.0,21376.1,3.62,0.12,599.0,2,3,1,1,1,0,1,2
60.0,648.0,10044.0,15.5,0.26,138.0,1,1,1,1,1,0,2,2
60.0,1000.0,5940.0,5.94,0.1,116.0,1,8,12,1,1,1,2,2
60.0,5000.0,43800.0,8.76,0.15,403.0,1,2,15,1,1,0,1,2
30.0,59.0,243.08,4.12,0.14,308.0,1,5,13,1,0,0,1,2
100.0,1116.0,78120.0,70.0,0.7,255.0,1,9,1,5,1,1,3,3
18.0,9.0,2773.53,129.58352457209097,11.761991170924096,13.0,1,24,1,5,1,0,3,1
60.0,76000.0,506160.0,6.66,0.11,8280.0,2,4,7,1,1,0,1,2
120.0,2580.0,106038.0,41.1,0.34,587.0,2,8,5,1,1,0,1,6
30.0,43772.0,166771.32,3.81,0.13,4026.0,2,1,1,1,0,0,1,2
60.0,76000.0,562400.0,7.4,0.12,8848.0,2,4,7,1,1,0,1,2
60.0,84875.0,816497.5,9.62,0.16,18031.0,2,4,6,1,1,0,1,2
60.0,35820.0,256113.0,7.15,0.12,3114.0,1,1,9,1,1,1,1,2
30.0,15027.0,91213.89,6.07,0.2,1248.0,2,2,5,1,1,0,1,2
60.0,15650.0,112836.5,7.21,0.12,16417.0,1,1,4,1,1,0,1,2
30.0,56404.0,748481.08,13.27,0.44,6886.0,1,2,4,1,1,0,1,2
30.0,74064.0,269592.96,3.64,0.12,10611.0,2,5,1,1,0,0,1,2
20.0,4500.0,144000.0,32.0,1.6,1353.0,1,7,2,5,1,1,3,4
100.0,595.0,5.95,0.01,0.0,200.0,1,9,1,5,0,0,4,2
100.0,20.0,7000.0,129.58352457209097,3.5,48.0,1,27,24,5,1,1,3,1
20.0,450.0,14400.0,32.0,1.6,154.0,1,7,24,5,1,1,3,4
300.0,6914.0,213089.48,30.82,0.1,6090.0,1,11,7,3,1,1,2,8
120.0,5410.0,181776.0,33.6,0.28,4502.0,1,1,3,1,0,0,1,2
100.0,7500.0,600000.0,80.0,0.8,2215.0,1,9,16,5,1,1,3,3
60.0,120000.0,926400.0,7.72,0.13,24636.0,2,3,1,1,0,0,1,2
30.0,35000.0,434700.0,12.42,0.41,2153.0,1,5,10,1,1,0,1,2
60.0,40900.0,134152.0,3.28,0.05,3127.0,2,4,2,1,1,0,1,2
30.0,79075.0,709302.75,8.97,0.3,10381.0,2,2,2,1,0,0,1,2
60.0,2200.0,8800.0,4.0,0.07,105.0,2,1,1,1,1,0,2,2
100.0,5102.0,408160.0,80.0,0.8,3543.0,1,6,6,5,1,1,3,3
60.0,44400.0,328560.0,7.4,0.12,4689.0,1,4,1,1,0,0,1,2
60.0,93.0,688.2,7.4,0.12,311.0,1,4,12,1,1,0,1,2
30.0,4913.0,117912.0,24.0,0.8,1639.0,1,13,5,5,1,1,3,7
60.0,1827.0,13172.67,7.21,0.12,143.0,1,1,19,1,0,0,1,2
200.0,3250.0,4550.0,1.4,0.01,315.0,1,1,1,3,1,0,2,2
60.0,1956.0,11618.64,5.94,0.1,230.0,1,8,5,1,1,1,2,2
60.0,28.0,210.84,7.53,0.13,2.0,1,3,4,1,1,0,1,2
100.0,2352.0,188160.0,80.0,0.8,1117.0,1,6,3,5,1,1,3,3
90.0,21596.0,200842.8,9.3,0.1,1336.0,2,5,5,1,1,0,2,2
60.0,3000.0,40500.0,13.5,0.22,332.0,1,1,11,1,1,1,1,2
100.0,6010.0,534890.0,89.0,0.89,6010.0,1,6,4,5,1,1,3,3
60.0,75000.0,641250.0,8.55,0.14,15358.0,2,1,2,1,0,0,1,2
60.0,1860.0,13764.0,7.4,0.12,192.0,1,4,12,1,1,0,1,2
60.0,145784.18484021962,443610.0,2.79,0.05,16729.0,4,4,8,1,1,1,1,2
60.0,8201.0,30753.75,3.75,0.06,2699.0,1,5,1,1,0,0,2,2
25.0,4.0,300.0,75.0,3.0,4.0,1,12,23,5,1,1,3,1
60.0,1296.0,9421.92,7.27,0.12,112.0,1,2,13,1,0,0,1,2
60.0,24765.0,200844.15,8.11,0.14,2666.0,1,5,1,1,1,0,1,2
100.0,5084.0,355880.0,70.0,0.7,1153.0,1,9,9,5,1,1,3,3
240.0,4928.0,61600.0,12.5,0.05,1800.0,1,1,9,3,1,0,2,2
60.0,13000.0,113880.0,8.76,0.15,1051.0,1,2,12,1,1,0,1,2
30.0,8388.0,54522.0,6.5,0.22,544.0,1,2,11,1,1,1,1,2
120.0,10724.0,202683.6,18.9,0.16,2209.0,2,8,5,1,1,0,1,6
30.0,263.0,5260.0,20.0,0.67,21.0,2,1,9,4,1,0,1,2
60.0,4000.0,26400.0,6.6,0.11,305.0,1,2,10,1,1,0,1,2
60.0,744.0,5602.32,7.53,0.13,41.0,1,1,12,1,1,0,1,2
30.0,30196.0,96929.16,3.21,0.11,3591.0,2,5,1,1,1,0,1,2
240.0,30.0,251.4,8.38,0.03,11.0,1,1,19,3,1,0,2,2
120.0,7634.0,261846.2,34.3,0.29,2386.0,1,10,9,1,1,1,1,2
300.0,300.0,18246.0,60.82,0.2,275.0,1,11,11,3,1,1,2,8
120.0,501.0,18036.0,36.0,0.3,151.0,1,10,12,1,1,1,1,1
60.0,3753.0,9532.62,2.54,0.04,216.0,1,5,11,1,1,1,1,2
240.0,179.0,375.9,2.1,0.01,182.0,1,1,11,3,0,1,2,2
30.0,18216.0,110571.12,6.07,0.2,1500.0,1,2,2,1,1,0,1,2
30.0,2100.0,25221.0,12.01,0.4,181.0,1,1,23,1,1,0,1,2
30.0,8917.0,29693.61,3.33,0.11,857.0,3,1,4,1,1,0,1,2
30.0,3528.0,27342.0,7.75,0.26,395.0,1,1,11,1,1,1,1,2
100.0,156.0,780.0,5.0,0.05,56.0,1,10,3,5,1,1,4,2
100.0,100.0,8000.0,80.0,0.8,32.0,1,25,19,5,1,0,3,3
60.0,44163.0,318415.23,7.21,0.12,2629.0,2,3,2,1,0,0,1,2
60.0,3000.0,76740.0,25.58,0.43,187.0,1,2,1,1,1,0,1,2
60.0,16245.0,131584.5,8.1,0.13,2368.0,1,4,5,1,1,1,1,2
60.0,1769.0,3714.9,2.1,0.04,1961.0,1,2,11,1,1,1,2,2
120.0,9007.0,325693.12,36.16,0.3,2020.0,1,8,5,1,1,1,1,6
60.0,2100.0,12033.0,5.73,0.1,7268.0,1,5,7,1,0,0,1,2
60.0,520.0,3088.8,5.94,0.1,65.0,1,8,10,1,1,1,2,2
100.0,2744.0,219520.0,80.0,0.8,1303.0,1,6,5,5,1,1,3,3
60.0,2339.0,21869.65,9.35,0.16,451.0,1,2,4,1,0,0,1,2
60.0,15653.0,129293.78,8.26,0.14,11636.0,3,4,4,1,0,0,1,2
60.0,5861.0,24323.15,4.15,0.07,345.0,2,2,12,1,1,0,2,2
30.0,43512.0,206682.0,4.75,0.16,3609.0,1,2,10,1,1,0,1,2
60.0,28800.0,74880.0,2.6,0.04,3396.0,1,1,5,1,1,1,1,2
1.0,20000.0,600000.0,30.0,11.761991170924096,18580.0,1,17,16,5,1,1,3,10
20.0,3962.0,126784.0,32.0,1.6,1153.0,1,7,6,5,1,1,3,4
60.0,145784.18484021962,599655.6,3.6,0.06,25880.0,2,10,7,1,0,0,2,2
30.0,14880.0,223795.2,15.04,0.5,1674.0,1,2,1,1,1,0,1,2
