Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight_Kilograms_Clean,shipment_mode_encoded,manufacturing_site_encoded,country_encoded,Dosage_Form_encoded,First_Line_Designation_encoded,fulfill_via_encoded,Sub_Classification_encoded,brand_encoded
60.0,32000.0,264320.0,8.26,0.14,3026.0,2,1,12,1,1,0,1,2
60.0,56054.0,327915.9,5.85,0.1,15140.0,1,5,2,1,1,0,1,2
60.0,19100.0,214302.0,11.22,0.19,2237.0,1,14,3,1,1,0,1,2
20.0,292.0,9344.0,32.0,1.6,99.0,1,7,13,5,1,1,3,4
60.0,1742.0,10347.48,5.94,0.1,208.0,1,8,5,1,1,1,2,2
60.0,800.0,13152.0,16.44,0.27,364.0,1,1,1,1,1,0,1,2
30.0,425.0,3021.75,7.11,0.24,33909.0,2,2,2,1,0,0,1,2
30.0,52000.0,1035840.0,19.92,0.66,5701.0,3,2,4,1,1,0,1,2
60.0,20000.0,85000.0,4.25,0.07,1671.0,2,2,7,1,0,0,2,2
240.0,416.0,1809.6,4.35,0.02,504.0,1,1,4,3,0,1,2,2
30.0,35000.0,410900.0,11.74,0.39,10504.0,4,2,5,1,0,1,1,2
60.0,293.0,3779.7,12.9,0.22,2228.0,1,3,11,1,0,1,1,2
60.0,34080.0,318648.0,9.35,0.16,4726.0,4,2,10,1,1,1,1,2
120.0,20280.0,733324.8,36.16,0.3,5089.0,1,8,1,1,1,1,1,6
60.0,200.0,516.0,2.58,0.04,2652.0,1,5,17,1,0,0,1,2
60.0,36852.0,240275.04,6.52,0.11,3324.0,2,4,2,1,1,0,1,2
30.0,37732.0,420711.8,11.15,0.37,4962.0,1,14,20,1,1,1,1,2
100.0,2744.0,244216.0,89.0,0.89,1235.0,1,6,4,5,1,1,3,3
240.0,5625.0,11362.5,2.02,0.01,2157.0,2,1,6,3,1,0,2,2
90.0,98.0,911.4,9.3,0.1,7.0,1,5,19,1,1,0,2,2
240.0,369.0,774.9,2.1,0.01,103.0,1,1,19,3,1,0,2,2
60.0,70647.0,156836.34,2.22,0.04,4067.0,2,3,2,1,1,0,1,2
60.0,1821.0,3168.54,1.74,0.03,157.0,2,18,1,1,0,0,1,2
20.0,369.0,11808.0,32.0,1.6,113.0,1,7,5,5,1,1,3,4
30.0,20370.0,72720.9,3.57,0.12,1619.0,4,3,9,1,1,1,1,2
120.0,83.0,6811.81,82.07,0.68,16.0,1,10,12,1,1,1,1,1
1.0,400.0,9800.0,24.5,11.761991170924096,253.0,1,17,10,5,1,1,3,10
1.0,400.0,9800.0,24.5,11.761991170924096,253.0,1,17,10,5,1,1,3,10
120.0,10000.0,369100.0,36.91,0.31,2294.0,1,8,2,1,1,1,1,6
60.0,2000.0,14420.0,7.21,0.12,88.0,1,1,15,1,1,0,1,2
60.0,19501.0,45437.33,2.33,0.04,2046.0,3,3,4,1,1,0,1,2
20.0,450.0,14400.0,32.0,1.6,175.0,1,7,17,5,0,1,3,4
30.0,32760.0,152334.0,4.65,0.16,3155.0,1,14,7,1,1,1,1,2
30.0,260.0,6825.0,26.25,0.88,28.0,1,15,12,1,1,0,1,11
100.0,100.0,35000.0,129.58352457209097,3.5,240.0,1,10,10,5,1,1,3,1
20.0,39.0,1248.0,32.0,1.6,509.0,1,7,13,5,0,1,3,4
60.0,55800.0,140058.0,2.51,0.04,5598.0,2,2,7,1,1,0,1,2
120.0,49000.0,926100.0,18.9,0.16,11107.0,2,8,6,1,1,0,1,6
60.0,1541.0,9970.27,6.47,0.11,19451.0,2,5,2,1,0,0,1,2
100.0,140.0,2731.4,19.51,0.2,5209.0,1,10,1,6,1,1,5,2
60.0,74469.0,180214.98,2.42,0.04,4282.0,2,3,7,1,1,0,1,2
60.0,24377.0,170639.0,7.0,0.12,2228.0,1,3,11,1,0,1,1,2
30.0,137130.0,911914.5,6.65,0.22,45800.0,4,1,8,1,1,1,1,2
100.0,204.0,18156.0,89.0,0.89,97.0,1,6,17,5,0,1,3,3
30.0,3040.0,25931.2,8.53,0.28,163.0,2,2,6,1,1,0,1,2
60.0,18750.0,56250.0,3.0,0.05,111.0,1,3,10,1,1,0,1,2
60.0,100.0,146.0,1.46,0.02,7.0,1,1,12,4,1,0,1,2
30.0,3360.0,66931.2,19.92,0.66,617.0,2,2,12,1,1,0,1,2
60.0,13535.0,88248.2,6.52,0.11,3704.0,2,1,2,1,1,0,1,2
60.0,1080.0,4266.0,3.95,0.07,94.0,4,2,10,1,0,1,2,2
30.0,25338.0,314697.96,12.42,0.41,1974.0,1,2,2,1,1,0,1,2
30.0,33162.0,660587.04,19.92,0.66,16417.0,1,2,4,1,0,0,1,2
20.0,450.0,14400.0,32.0,1.6,159.0,1,7,17,5,0,1,3,4
60.0,77000.0,863940.0,11.22,0.19,12980.0,2,2,6,1,1,0,1,2
120.0,100.0,3616.0,36.16,0.3,36.0,1,8,12,1,1,1,1,6
30.0,45000.0,473400.0,10.52,0.35,18808.0,3,3,20,1,0,0,1,2
100.0,250.0,22250.0,89.0,0.89,115.0,1,6,17,5,0,1,3,3
120.0,16000.0,336000.0,21.0,0.18,3893.0,2,1,1,1,1,0,1,2
60.0,26991.0,230773.05,8.55,0.14,7187.0,1,1,12,1,0,0,1,2
60.0,791.0,4303.04,5.44,0.09,516.0,1,1,19,1,0,0,1,2
60.0,192.0,2976.0,15.5,0.26,8085.0,1,1,10,1,1,0,2,2
60.0,145784.18484021962,484000.0,2.42,0.04,12028.0,1,5,4,1,1,0,1,2
60.0,50000.0,170000.0,3.4,0.06,2809.0,2,3,2,1,1,0,1,2
30.0,2910.0,13444.2,4.62,0.15,352.0,1,3,23,1,1,1,1,2
270.0,400.0,38920.0,97.3,0.36,108.0,1,10,9,1,1,0,1,1
90.0,2150.0,20876.5,9.71,0.11,16417.0,1,1,4,4,0,0,2,2
100.0,150.0,10500.0,70.0,0.7,37.0,1,9,23,5,1,1,3,3
60.0,961.0,8245.38,8.58,0.14,22942.0,3,1,4,1,0,0,1,2
240.0,13850.0,29777.5,2.15,0.01,35216.0,1,1,15,3,1,0,2,2
60.0,1700.0,3791.0,2.23,0.04,75.0,2,5,1,1,1,0,1,2
30.0,20000.0,110800.0,5.54,0.18,8996.0,1,14,12,1,1,0,1,2
30.0,1800.0,43200.0,24.0,0.8,560.0,1,13,1,5,1,1,3,7
20.0,2120.0,65720.0,31.0,1.55,610.0,1,12,1,5,1,1,3,5
60.0,50000.0,122000.0,2.44,0.04,7567.0,2,2,2,1,1,0,1,2
20.0,35.0,1120.0,32.0,1.6,177.0,1,7,17,5,0,1,3,4
60.0,4685.0,34669.0,7.4,0.12,555.0,1,4,4,1,0,0,1,2
60.0,420.0,588.0,1.4,0.02,36.0,2,1,6,4,1,0,1,2
100.0,4300.0,309557.0,71.99,0.72,1017.0,1,9,6,5,1,0,3,3
60.0,19767.0,52580.22,2.66,0.04,1161.0,1,3,1,1,0,0,1,2
60.0,45116.0,506201.52,11.22,0.19,5285.0,2,1,12,1,1,0,1,2
20.0,220.0,5940.0,27.0,1.35,115.0,1,12,1,5,1,1,3,5
100.0,100.0,8000.0,80.0,0.8,39.0,1,6,5,5,1,1,3,3
30.0,53957.0,251979.19,4.67,0.16,4565.0,1,1,8,1,1,1,1,2
240.0,15000.0,29250.0,1.95,0.01,5641.0,2,1,5,3,1,0,2,2
60.0,24940.0,105995.0,4.25,0.07,1456.0,2,2,7,1,1,0,2,2
60.0,2000.0,11120.0,5.56,0.09,209.0,3,4,4,1,1,0,1,2
60.0,45950.0,372654.5,8.11,0.14,6061.0,2,3,12,1,1,0,1,2
60.0,145784.18484021962,1302250.6478105593,11.22,0.19,26409.0,1,2,1,1,1,0,1,2
60.0,9780.0,73643.4,7.53,0.13,550.0,1,1,1,1,1,0,1,2
30.0,96764.0,438340.92,4.53,0.15,8468.0,4,1,8,1,1,1,1,2
30.0,2158.0,12386.92,5.74,0.19,196.0,1,1,19,1,1,0,1,2
180.0,400.0,20000.0,50.0,0.28,89.0,3,16,4,4,1,0,1,1
60.0,3000.0,26280.0,8.76,0.15,1642.0,1,1,12,1,0,0,1,2
20.0,30.0,960.0,32.0,1.6,112.0,1,7,13,5,0,1,3,4
100.0,200.0,2.0,0.01,0.0,1693.0,2,9,24,5,0,0,4,2
30.0,3866.0,45966.74,11.89,0.4,638.0,2,23,2,1,1,0,1,2
60.0,5000.0,56100.0,11.22,0.19,608.0,1,1,4,1,1,0,1,2
60.0,20651.0,227161.0,11.0,0.18,2367.0,1,5,11,1,1,1,1,2
30.0,16611.0,190860.39,11.49,0.38,1961.0,1,2,11,1,0,1,1,2
30.0,125014.0,1302250.6478105593,13.27,0.44,14275.0,2,2,12,1,1,0,1,2
120.0,4.0,164.4,41.1,0.34,217.0,1,11,1,1,0,0,1,6
300.0,141.0,11590.2,82.2,0.27,225.0,1,11,19,3,1,1,2,8
60.0,396.0,6023.16,15.21,0.25,53.0,1,8,11,1,1,1,2,2
100.0,5.0,2000.0,129.58352457209097,4.0,12.0,1,27,3,5,1,1,3,1
240.0,3000.0,6300.0,2.1,0.01,1151.0,1,1,9,3,1,0,2,2
20.0,2000.0,64000.0,32.0,1.6,793.0,1,7,4,5,1,1,3,4
30.0,28080.0,89575.2,3.19,0.11,1772.0,1,5,10,1,1,1,1,2
60.0,6384.0,55923.84,8.76,0.15,579.0,1,1,11,1,1,0,1,2
300.0,50.0,2055.0,41.1,0.14,50.0,1,11,9,3,1,0,2,8
240.0,6816.0,58004.16,8.51,0.04,9404.0,2,1,9,3,0,0,2,2
60.0,8940.0,120690.0,13.5,0.22,1054.0,1,4,4,1,0,0,1,2
30.0,48.0,960.0,20.0,0.67,4.0,1,1,10,4,1,1,1,2
60.0,9072.0,77565.6,8.55,0.14,902.0,1,1,11,1,1,1,1,2
60.0,5131.0,60545.8,11.8,0.2,691.0,1,1,12,1,1,0,1,2
30.0,1082.0,2164.0,2.0,0.07,691.0,1,4,12,1,0,0,1,2
30.0,76134.0,905233.26,11.89,0.4,9400.0,2,23,5,1,1,0,1,2
36.0,58.0,4930.0,85.0,2.36,23.0,1,6,3,5,1,1,3,1
30.0,42.0,462.0,11.0,0.37,112.0,1,1,13,4,0,0,2,2
60.0,145784.18484021962,388550.5,2.26,0.04,15683.0,4,18,9,1,1,1,1,2
120.0,3393.0,73967.4,21.8,0.18,915.0,1,1,14,1,1,1,1,2
30.0,88000.0,968000.0,11.0,0.37,7579.0,2,1,2,1,1,0,1,2
60.0,70000.0,272300.0,3.89,0.06,3922.0,3,2,4,1,1,0,2,2
270.0,168.0,15864.66,94.43,0.35,86.0,1,28,6,4,1,1,1,1
60.0,5964.0,51350.04,8.61,0.14,3509.0,1,1,11,1,1,1,1,2
60.0,14404.0,56031.56,3.89,0.06,3832.0,2,5,2,1,0,0,2,2
30.0,8000.0,180000.0,22.5,0.75,2460.0,1,10,7,5,1,1,3,1
60.0,1080.0,43869.6,40.62,0.68,282.0,1,10,9,4,1,1,2,1
20.0,240.0,7680.0,32.0,1.6,83.0,1,7,9,5,1,1,3,4
30.0,50.0,1170.0,23.4,0.78,18.0,1,10,16,5,1,1,3,1
60.0,49999.0,490490.19,9.81,0.16,9370.0,2,3,6,1,0,0,1,2
20.0,500.0,16000.0,32.0,1.6,260.0,1,7,3,5,1,1,3,4
120.0,10280.0,371724.8,36.16,0.3,2573.0,1,8,1,1,1,1,1,6
30.0,5000.0,55000.0,11.0,0.37,3427.0,1,1,6,1,0,0,1,2
20.0,3640.0,116480.0,32.0,1.6,1213.0,1,7,2,5,1,1,3,4
240.0,12512.0,77574.4,6.2,0.03,35216.0,1,1,15,3,0,0,2,2
60.0,35000.0,148750.0,4.25,0.07,2032.0,2,2,7,1,1,0,2,2
60.0,980.0,7947.8,8.11,0.14,116.0,1,5,13,1,1,1,1,2
100.0,1500.0,150000.0,100.0,1.0,714.0,1,6,10,5,1,1,3,3
30.0,54392.0,207233.52,3.81,0.13,4883.0,2,3,1,1,1,0,1,2
30.0,11811.0,69684.9,5.9,0.2,1184.0,1,1,2,1,1,1,1,2
60.0,53051.0,379314.65,7.15,0.12,4611.0,1,1,5,1,1,1,1,2
240.0,592.0,8051.2,13.6,0.06,195.0,2,4,7,3,1,0,2,2
25.0,10000.0,200000.0,20.0,0.8,3334.0,1,13,5,5,1,1,3,7
30.0,17422.0,68120.02,3.91,0.13,14314.0,2,5,7,1,0,0,1,2
60.0,4669.0,13773.55,2.95,0.05,8578.0,2,5,7,1,0,0,1,2
30.0,30000.0,597600.0,19.92,0.66,3289.0,3,2,4,1,1,0,1,2
120.0,12837.0,317844.12,24.76,0.21,4613.0,2,1,5,1,1,0,1,2
100.0,3040.0,270560.0,89.0,0.89,1235.0,1,6,4,5,1,1,3,3
30.0,31579.0,135789.7,4.3,0.14,2585.0,1,2,11,1,1,1,1,2
30.0,4200.0,49224.0,11.72,0.39,621.0,1,1,4,1,1,0,1,2
100.0,55.0,19250.0,129.58352457209097,3.5,132.0,1,27,10,5,1,1,3,1
60.0,7854.0,51757.86,6.59,0.11,803.0,1,4,20,1,1,1,1,2
60.0,17820.0,41520.6,2.33,0.04,955.0,1,3,1,1,1,0,1,2
30.0,59989.0,796054.03,13.27,0.44,7242.0,1,2,9,1,1,0,1,2
100.0,5500.0,395945.0,71.99,0.72,1624.0,1,9,2,5,1,1,3,3
30.0,43000.0,143190.0,3.33,0.11,28696.0,2,4,6,1,0,0,1,2
30.0,86843.0,577505.95,6.65,0.22,8106.0,4,1,8,1,1,1,1,2
60.0,200.0,1170.0,5.85,0.1,21.0,1,4,12,1,1,0,1,2
30.0,525.0,2000.25,3.81,0.13,3637.0,1,3,13,1,0,0,1,2
20.0,35.0,1120.0,32.0,1.6,176.0,1,7,17,5,1,1,3,4
100.0,350.0,25200.0,72.0,0.72,476.0,1,9,1,5,0,0,3,3
307.501710918752,1455.0,55813.8,38.36,0.11,3023.0,1,10,1,4,0,0,1,9
30.0,9744.0,45796.8,4.7,0.16,989.0,1,19,1,1,1,0,1,2
60.0,1200.0,36000.0,30.0,0.5,464.0,1,2,1,1,1,0,1,2
100.0,1500.0,7140.0,4.76,0.05,1055.0,1,1,10,4,0,0,2,2
30.0,53149.0,1057665.1,19.9,0.66,5808.0,1,2,5,1,1,1,1,2
60.0,4.0,105.2,26.3,0.44,1.0,1,1,4,1,1,0,1,2
100.0,1505.0,108344.95,71.99,0.72,440.0,1,9,1,5,0,0,3,3
120.0,175.0,15750.0,90.0,0.75,37.0,1,15,12,1,1,1,1,1
60.0,372.0,2604.0,7.0,0.12,95.0,1,10,7,1,1,1,2,1
60.0,37350.0,438862.5,11.75,0.2,3860.0,4,2,9,1,1,1,1,2
30.0,145784.18484021962,803742.72,5.36,0.18,25523.0,1,3,4,1,0,0,1,2
60.0,9670.0,57439.8,5.94,0.1,1128.0,1,8,7,1,1,1,2,2
20.0,47.0,1504.0,32.0,1.6,509.0,1,7,13,5,0,1,3,4
30.0,6872.0,89336.0,13.0,0.43,577.0,1,1,15,4,1,0,1,2
60.0,374.0,10296.22,27.53,0.46,1118.0,1,1,1,1,1,0,1,2
30.0,78082.0,474738.56,6.08,0.2,21063.0,2,2,7,1,0,0,1,2
180.0,270.0,4579.2,16.96,0.09,76.0,1,10,10,3,1,1,2,1
240.0,2280.0,4446.0,1.95,0.01,845.0,1,1,22,3,1,0,2,2
60.0,7150.0,21092.5,2.95,0.05,21063.0,2,5,7,1,0,0,1,2
60.0,6016.0,93248.0,15.5,0.26,6587.0,1,1,1,1,0,0,2,2
60.0,4000.0,85680.0,21.42,0.36,3189.0,1,2,1,1,0,0,1,2
60.0,4730.0,35616.9,7.53,0.13,260.0,1,1,12,1,1,0,1,2
30.0,621.0,10557.0,17.0,0.57,40.0,1,29,1,1,1,0,1,1
60.0,67334.0,577725.72,8.58,0.14,8716.0,3,1,4,1,1,0,1,2
30.0,42032.0,194187.84,4.62,0.15,4559.0,3,3,7,1,1,1,1,2
60.0,45307.0,367439.77,8.11,0.14,20329.0,3,2,4,1,1,0,1,2
60.0,408.0,5911.92,14.49,0.24,42.0,1,2,11,1,1,1,1,2
30.0,113000.0,731110.0,6.47,0.22,7663.0,4,4,8,1,1,1,1,2
60.0,145784.18484021962,1302250.6478105593,8.58,0.14,19164.0,2,5,6,1,1,0,1,2
30.0,9852.0,98520.0,10.0,0.33,1078.0,3,2,4,1,1,0,1,2
60.0,426.0,11114.34,26.09,0.43,45.0,1,20,5,4,1,1,2,2
60.0,29500.0,89680.0,3.04,0.05,1650.0,1,22,15,1,1,0,1,2
100.0,1993.0,143496.0,72.0,0.72,967.0,1,9,2,5,1,1,3,3
120.0,378.0,8232.84,21.78,0.18,5426.0,1,2,13,1,0,0,1,2
60.0,540.0,772.2,1.43,0.02,6587.0,1,1,1,4,0,0,1,2
30.0,63652.0,203049.88,3.19,0.11,3963.0,4,5,12,1,1,1,1,2
100.0,3250.0,260000.0,80.0,0.8,979.0,1,9,16,5,1,1,3,3
90.0,2520.0,32079.6,12.73,0.14,1582.0,1,1,1,4,0,0,2,2
30.0,1444.0,15884.0,11.0,0.37,822.0,1,1,12,1,0,0,1,2
100.0,7233.0,578640.0,80.0,0.8,2933.0,1,6,7,5,1,1,3,3
60.0,62410.0,700240.2,11.22,0.19,7701.0,1,1,1,1,1,0,1,2
60.0,2880.0,33004.8,11.46,0.19,703.0,2,1,12,1,0,0,1,2
30.0,11994.0,64287.84,5.36,0.18,1199.0,1,19,12,1,1,0,1,2
30.0,662.0,17377.5,26.25,0.88,58.0,3,15,4,1,1,0,1,11
30.0,4000.0,48040.0,12.01,0.4,6606.0,2,1,7,1,0,0,1,2
20.0,5958.0,160866.0,27.0,1.35,2147.0,1,12,15,5,1,1,3,5
60.0,66645.0,370546.2,5.56,0.09,14340.0,2,5,7,1,0,0,1,2
60.0,115745.0,1298658.9,11.22,0.19,15500.0,1,2,12,1,1,0,1,2
60.0,1514.0,10370.9,6.85,0.11,204.0,1,8,9,1,1,1,1,9
30.0,20617.0,70097.8,3.4,0.11,1770.0,1,1,12,1,1,1,1,2
60.0,1939.0,4731.16,2.44,0.04,2156.0,1,1,6,1,0,0,1,2
240.0,394.0,732.84,1.86,0.01,615.0,1,1,19,3,0,0,2,2
60.0,216.0,1596.24,7.39,0.12,24.0,1,8,10,1,1,1,2,2
60.0,32040.0,359488.8,11.22,0.19,4212.0,3,1,4,1,1,0,1,2
30.0,6500.0,8125.0,1.25,0.04,406.0,1,1,1,1,1,1,2,2
100.0,25.0,8750.0,129.58352457209097,3.5,60.0,1,27,10,5,1,1,3,1
100.0,115.0,920.0,8.0,0.08,173.0,1,6,17,5,1,1,4,3
30.0,20000.0,525000.0,26.25,0.88,1741.0,1,15,4,1,1,0,1,11
60.0,89674.0,243913.28,2.72,0.05,9667.0,4,4,8,1,1,1,1,2
25.0,100.0,2000.0,20.0,0.8,34.0,1,13,3,5,1,1,3,7
30.0,34553.0,149268.96,4.32,0.14,2634.0,1,20,3,1,0,0,1,2
60.0,1144.0,10696.4,9.35,0.16,123.0,1,1,12,1,0,0,1,2
30.0,5000.0,41150.0,8.23,0.27,607.0,2,2,12,1,1,0,1,2
60.0,40080.0,454908.0,11.35,0.19,4498.0,1,1,4,1,1,0,1,2
30.0,688.0,1541.12,2.24,0.07,465.0,1,1,10,4,1,0,2,2
60.0,7760.0,59364.0,7.65,0.13,675.0,1,3,11,1,1,1,1,2
100.0,7409.0,575679.3,77.7,0.78,1275.0,1,9,6,5,1,1,3,3
60.0,1176.0,10125.36,8.61,0.14,105.0,1,1,11,1,1,1,1,2
60.0,9310.0,29792.0,3.2,0.05,376.0,1,3,6,1,1,0,1,2
30.0,10000.0,162500.0,16.25,0.54,910.0,1,1,1,1,1,0,1,2
60.0,5432.0,61001.36,11.23,0.19,506.0,2,2,2,1,1,0,1,2
60.0,23787.0,63273.42,2.66,0.04,1378.0,2,3,12,1,1,0,1,2
240.0,186.0,362.7,1.95,0.01,81.0,1,1,13,3,1,0,2,2
30.0,2660.0,8352.4,3.14,0.1,2187.0,1,18,13,1,0,0,1,2
60.0,520.0,3640.0,7.0,0.12,104.0,1,21,11,1,1,1,2,1
40.0,18.0,1980.0,110.0,2.75,20.0,1,24,1,5,1,1,3,1
240.0,4320.0,8424.0,1.95,0.01,1624.0,1,1,17,3,1,0,2,2
60.0,439.0,1022.87,2.33,0.04,1787.0,1,5,21,1,0,0,1,2
60.0,145784.18484021962,1302250.6478105593,8.26,0.14,17967.0,2,14,2,1,1,0,1,2
200.0,5900.0,8260.0,1.4,0.01,2093.0,1,1,1,3,1,0,2,2
180.0,48.0,2400.0,50.0,0.28,11.0,1,16,12,4,1,1,1,1
60.0,145784.18484021962,1302250.6478105593,8.26,0.14,21394.0,2,1,5,1,1,0,1,2
60.0,6384.0,22982.4,3.6,0.06,382.0,2,2,12,1,1,0,2,2
30.0,137269.0,579275.18,4.22,0.14,8474.0,2,5,5,1,1,0,1,2
60.0,8366.0,62159.38,7.43,0.12,458.0,1,1,8,1,1,1,1,2
60.0,57925.0,157556.0,2.72,0.05,6220.0,4,4,8,1,1,1,1,2
60.0,53733.0,148303.08,2.76,0.05,2232.0,2,2,7,1,1,0,2,2
60.0,33516.0,277847.64,8.29,0.14,4237.0,1,23,23,1,1,1,1,2
30.0,6667.0,146674.0,22.0,0.73,2020.0,1,10,16,5,1,1,3,1
60.0,145235.0,1177855.85,8.11,0.14,46946.48571682304,3,5,4,1,0,0,1,2
100.0,2000.0,195360.0,97.68,0.98,453.0,1,9,10,5,1,1,3,3
240.0,2966.0,20257.78,6.83,0.03,1067.0,2,1,9,3,1,0,2,2
60.0,15000.0,97800.0,6.52,0.11,1547.0,3,1,4,1,1,0,1,2
240.0,2976.0,5713.92,1.92,0.01,209.0,1,1,1,3,1,0,2,2
30.0,1461.0,33603.0,23.0,0.77,154.0,1,1,1,1,1,1,1,2
30.0,25511.0,303325.79,11.89,0.4,3041.0,2,4,2,1,1,0,1,2
100.0,3622.0,289760.0,80.0,0.8,1091.0,1,9,4,5,1,1,3,3
100.0,8787.0,702960.0,80.0,0.8,3567.0,1,6,7,5,1,1,3,3
240.0,11326.0,22085.7,1.95,0.01,4274.0,1,1,12,3,1,0,2,2
30.0,6180.0,101970.0,16.5,0.55,2130.0,1,10,9,5,1,1,3,1
30.0,49467.0,232494.9,4.7,0.16,8615.0,2,3,7,1,1,0,1,2
180.0,75.0,3750.0,50.0,0.28,19.0,1,16,12,4,1,1,1,1
60.0,16610.0,220580.8,13.28,0.22,2095.0,1,4,4,1,0,0,1,2
60.0,38939.0,87612.75,2.25,0.04,3962.0,1,1,2,1,1,1,1,2
30.0,1000.0,17000.0,17.0,0.57,76.0,1,29,11,1,1,1,1,1
60.0,30060.0,127755.0,4.25,0.07,1754.0,2,2,7,1,1,0,2,2
30.0,56228.0,204669.92,3.64,0.12,6242.0,2,1,1,1,1,0,1,2
30.0,48072.0,171136.32,3.56,0.12,5754.0,2,2,7,1,0,0,1,2
30.0,21146.0,86698.6,4.1,0.14,1301.0,1,5,11,1,1,1,1,2
30.0,1542.0,8851.08,5.74,0.19,9400.0,2,1,5,1,1,0,1,2
20.0,2400.0,76800.0,32.0,1.6,1636.0,1,7,6,5,0,1,3,4
30.0,20000.0,248400.0,12.42,0.41,2749.0,1,1,5,1,0,0,1,2
60.0,87500.0,641375.0,7.33,0.12,4416.0,4,1,8,1,1,1,1,2
60.0,5641.0,45974.15,8.15,0.14,5588.0,1,1,4,1,0,0,1,2
25.0,10000.0,200000.0,20.0,0.8,3334.0,1,13,5,5,1,1,3,7
30.0,14440.0,157684.8,10.92,0.36,12232.0,1,2,1,1,0,0,1,2
30.0,24556.0,257838.0,10.5,0.35,3443.0,1,3,11,1,1,1,1,2
60.0,1344.0,11101.44,8.26,0.14,741.0,1,3,22,1,0,0,1,2
60.0,16971.0,131016.12,7.72,0.13,1464.0,2,3,7,1,1,0,1,2
30.0,34224.0,160852.8,4.7,0.16,5447.0,1,3,14,1,0,0,1,2
60.0,2800.0,7224.0,2.58,0.04,161.0,2,3,6,1,1,0,1,2
25.0,17.0,340.0,20.0,0.8,244.0,1,13,18,5,1,1,3,7
20.0,8460.0,270720.0,32.0,1.6,2753.0,1,7,5,5,1,1,3,4
30.0,252.0,2142.0,8.5,0.28,16.0,1,1,10,4,1,1,2,2
120.0,120.0,10800.0,90.0,0.75,18.0,1,15,12,1,1,1,1,1
60.0,8400.0,17472.0,2.08,0.03,3244.0,1,18,11,1,0,1,1,2
120.0,165.0,15140.4,91.76,0.76,24.0,1,15,12,1,1,1,1,1
60.0,4234.0,10330.96,2.44,0.04,212.0,1,1,15,1,1,0,1,2
60.0,21765.0,154966.8,7.12,0.12,1984.0,3,5,4,1,1,0,1,2
60.0,145784.18484021962,524650.23,2.47,0.04,10302.0,4,5,8,1,1,1,1,2
240.0,502.0,1054.2,2.1,0.01,758.0,1,1,13,3,0,0,2,2
90.0,1016.0,9448.8,9.3,0.1,410.0,1,5,17,1,0,0,2,2
60.0,7800.0,47658.0,6.11,0.1,580.0,1,5,12,1,1,0,1,2
20.0,84.0,2688.0,32.0,1.6,33.0,1,7,5,5,1,1,3,4
60.0,2610.0,3680.1,1.41,0.02,746.0,1,1,10,4,0,0,1,2
60.0,120.0,408.0,3.4,0.06,6.0,1,5,12,1,1,0,1,2
60.0,1864.0,7456.0,4.0,0.07,89.0,1,1,12,1,1,0,2,2
120.0,1000.0,82190.0,82.19,0.68,226.0,1,8,11,1,1,1,1,6
30.0,49000.0,206780.0,4.22,0.14,4030.0,1,2,5,1,1,0,1,2
60.0,16870.0,40825.4,2.42,0.04,7973.0,1,5,4,1,1,0,1,2
30.0,22752.0,238896.0,10.5,0.35,3195.0,1,3,11,1,1,1,1,2
60.0,10406.0,264832.7,25.45,0.42,10865.0,2,2,2,1,0,0,1,2
60.0,2596.0,6048.68,2.33,0.04,125.0,2,1,12,1,1,0,1,2
60.0,1702.0,12373.54,7.27,0.12,1309.0,1,4,17,1,0,0,1,2
30.0,4641.0,18749.64,4.04,0.13,285.0,1,2,1,1,1,0,1,2
300.0,56.0,2301.6,41.1,0.14,206.0,1,11,1,3,0,0,2,8
30.0,30000.0,246900.0,8.23,0.27,2641.0,1,2,3,1,1,0,1,2
60.0,70000.0,212800.0,3.04,0.05,3681.0,1,1,1,1,1,0,1,2
100.0,422.0,58658.0,129.58352457209097,1.39,3093.0,1,7,5,5,1,0,3,1
30.0,41258.0,190611.96,4.62,0.15,4964.0,2,3,12,1,1,0,1,2
30.0,4000.0,48040.0,12.01,0.4,8481.0,2,1,7,1,1,0,1,2
240.0,4448.0,8673.6,1.95,0.01,1663.0,2,1,1,3,1,0,2,2
30.0,145784.18484021962,1302250.6478105593,10.52,0.35,26361.0,3,3,4,1,1,0,1,2
120.0,288.0,19180.8,66.6,0.55,94.0,1,15,12,1,1,1,1,1
30.0,17310.0,182101.2,10.52,0.35,2291.0,1,3,12,1,1,0,1,2
30.0,5900.0,297360.0,50.4,1.68,493.0,1,16,4,1,1,1,1,1
18.0,12.0,3698.04,129.58352457209097,11.761991170924096,46.0,1,24,1,5,1,0,3,1
30.0,78082.0,418519.52,5.36,0.18,7490.0,2,2,7,1,1,0,1,2
60.0,22560.0,197625.6,8.76,0.15,1928.0,2,3,2,1,1,0,1,2
60.0,46050.0,179134.5,3.89,0.06,2847.0,3,2,4,1,1,0,2,2
30.0,4900.0,147931.0,30.19,1.01,390.0,1,29,19,1,1,1,1,11
240.0,5000.0,10500.0,2.1,0.01,1841.0,1,1,1,3,1,0,2,2
100.0,3035.0,242800.0,80.0,0.8,1346.0,1,6,12,5,1,1,3,3
60.0,70300.0,473119.0,6.73,0.11,5565.0,2,2,1,1,1,0,1,2
