Pack_Price,Unit_Price,Weight_Kilograms_Clean,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Fulfill_Via,Shipment_Mode,Country,Sub_Classification,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
12.42,0.41,1974.0,30,25338,From RDC,Air,Zambia,Adult,Tablet,Yes,7836.6
19.92,0.66,1248.0,30,33162,From RDC,Air,Nigeria,Adult,Tablet,No,20264.93
32.0,0.16,159.0,20,450,Direct Drop,Air,South Sudan,HIV test,Test kit,No,2395.42
11.22,0.19,1248.0,60,77000,From RDC,Truck,Mozambique,Adult,Tablet,Yes,11134.62
36.16,0.3,36.0,120,100,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1084.27
10.52,0.35,1248.0,30,45000,From RDC,Air Charter,Cameroon,Adult,Tablet,No,123945.0
8.58,0.89,115.0,100,250,Direct Drop,Air,South Sudan,HIV test,Test kit,No,2660.05
21.0,0.18,3893.0,120,16000,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,17548.41
8.55,0.14,7187.0,60,26991,From RDC,Air,Uganda,Adult,Tablet,No,16285.97
5.44,0.09,516.0,60,791,From RDC,Air,Guyana,Adult,Tablet,No,7663.16
15.5,0.26,8085.0,60,192,From RDC,Air,Haiti,Pediatric,Tablet,Yes,78061.3
2.42,0.04,1248.0,60,200000,From RDC,Air,Nigeria,Adult,Tablet,Yes,15459.09
3.4,0.06,2809.0,60,50000,From RDC,Truck,Zambia,Adult,Tablet,Yes,3629.37
4.62,0.15,352.0,30,2910,Direct Drop,Air,Namibia,Adult,Tablet,Yes,2429.39
8.58,0.36,108.0,270,400,From RDC,Air,Rwanda,Adult,Tablet,Yes,23000.34
9.71,0.11,1248.0,90,2150,From RDC,Air,Nigeria,Pediatric,Capsule,No,20264.93
8.58,0.7,37.0,100,150,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,2541.8
8.58,0.14,1248.0,60,961,From RDC,Air Charter,Nigeria,Adult,Tablet,No,26340.0
2.15,0.01,1248.0,240,13850,From RDC,Air,Ethiopia,Pediatric,Oral,Yes,88801.0
2.23,0.04,75.0,60,1700,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,1556.99
5.54,0.18,8996.0,30,20000,From RDC,Air,Uganda,Adult,Tablet,Yes,43098.9
24.0,0.8,560.0,30,1800,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,5180.34
31.0,0.16,610.0,20,2120,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,8291.96
2.44,0.04,7567.0,60,50000,From RDC,Truck,Zambia,Adult,Tablet,Yes,16697.66
32.0,0.16,177.0,20,35,Direct Drop,Air,South Sudan,HIV test,Test kit,No,1692.35
7.4,0.12,555.0,60,4685,From RDC,Air,Nigeria,Adult,Tablet,No,10575.63
1.4,0.02,36.0,60,420,From RDC,Truck,Mozambique,Adult,Capsule,Yes,843.36
8.58,0.72,1017.0,100,4300,From RDC,Air,Mozambique,HIV test,Test kit,Yes,519.71
2.66,0.04,1161.0,60,19767,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,7826.75
11.22,0.19,5285.0,60,45116,From RDC,Truck,Uganda,Adult,Tablet,Yes,11065.0
27.0,0.16,115.0,20,220,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,7883.32
8.58,0.8,39.0,100,100,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,1176.54
4.67,0.16,4565.0,30,53957,Direct Drop,Air,South Africa,Adult,Tablet,Yes,6105.83
1.95,0.01,5641.0,240,15000,From RDC,Truck,Tanzania,Pediatric,Oral,Yes,45291.49
4.25,0.07,1456.0,60,24940,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,2326.77
5.56,0.09,209.0,60,2000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,12601.07
8.11,0.14,6061.0,60,45950,From RDC,Truck,Uganda,Adult,Tablet,Yes,6901.96
11.22,0.19,1248.0,60,160058,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,60432.88
7.53,0.13,550.0,60,9780,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2794.67
4.53,0.15,8468.0,30,96764,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,30412.15
5.74,0.19,196.0,30,2158,From RDC,Air,Guyana,Adult,Tablet,Yes,3009.33
50.0,0.28,89.0,180,400,From RDC,Air Charter,Nigeria,Adult,Capsule,Yes,7329.83
8.76,0.15,1642.0,60,3000,From RDC,Air,Uganda,Adult,Tablet,No,15347.04
32.0,0.16,112.0,20,30,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,3196.31
0.01,0.0,1693.0,100,200,From RDC,Truck,Botswana,HIV test - Ancillary,Test kit,No,1220.73
11.89,0.4,638.0,30,3866,From RDC,Truck,Zambia,Adult,Tablet,Yes,3526.7
11.22,0.19,608.0,60,5000,From RDC,Air,Nigeria,Adult,Tablet,Yes,6147.18
11.0,0.18,2367.0,60,20651,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,10648.45
11.49,0.38,1961.0,30,16611,Direct Drop,Air,Vietnam,Adult,Tablet,No,7308.37
13.27,0.44,1248.0,30,125014,From RDC,Truck,Uganda,Adult,Tablet,Yes,131278.81
41.1,0.34,217.0,120,4,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,3499.1
8.58,0.27,225.0,300,141,Direct Drop,Air,Guyana,Pediatric,Oral,Yes,1831.83
15.21,0.25,53.0,60,396,Direct Drop,Air,Vietnam,Pediatric,Tablet,Yes,439.17
8.58,0.16,12.0,100,5,Direct Drop,Air,Others,HIV test,Test kit,Yes,1840.97
2.1,0.01,1151.0,240,3000,From RDC,Air,Rwanda,Pediatric,Oral,Yes,7086.88
32.0,0.16,793.0,20,2000,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,7938.18
3.19,0.11,1772.0,30,28080,Direct Drop,Air,Haiti,Adult,Tablet,Yes,11656.59
8.76,0.15,579.0,60,6384,From RDC,Air,Vietnam,Adult,Tablet,Yes,3119.75
41.1,0.14,50.0,300,50,From RDC,Air,Rwanda,Pediatric,Oral,Yes,661.06
8.51,0.04,9404.0,240,6816,From RDC,Truck,Rwanda,Pediatric,Oral,No,14088.22
13.5,0.22,1054.0,60,8940,From RDC,Air,Nigeria,Adult,Tablet,No,2722.38
20.0,0.67,4.0,30,48,Direct Drop,Air,Haiti,Adult,Capsule,Yes,970.79
8.55,0.14,902.0,60,9072,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,7421.81
11.8,0.2,691.0,60,5131,From RDC,Air,Uganda,Adult,Tablet,Yes,8252.73
2.0,0.07,691.0,30,1082,From RDC,Air,Uganda,Adult,Tablet,No,8252.73
11.89,0.4,9400.0,30,76134,From RDC,Truck,Tanzania,Adult,Tablet,Yes,43758.8
8.58,0.16,23.0,36,58,Direct Drop,Air,Others,HIV test,Test kit,Yes,1148.65
11.0,0.37,112.0,30,42,From RDC,Air,"Congo, DRC",Pediatric,Capsule,No,9687.69
2.26,0.04,1248.0,60,171925,Direct Drop,Ocean,Rwanda,Adult,Tablet,Yes,36173.15
21.8,0.18,915.0,120,3393,Direct Drop,Air,Ghana,Adult,Tablet,Yes,6006.37
11.0,0.37,7579.0,30,88000,From RDC,Truck,Zambia,Adult,Tablet,Yes,6759.28
3.89,0.06,3922.0,60,70000,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,26340.0
8.58,0.35,86.0,270,168,Direct Drop,Air,Mozambique,Adult,Capsule,Yes,1242.33
8.61,0.14,3509.0,60,5964,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,12835.2
3.89,0.06,3832.0,60,14404,From RDC,Truck,Zambia,Pediatric,Tablet,No,4356.74
22.5,0.75,2460.0,30,8000,Direct Drop,Air,Zimbabwe,HIV test,Test kit,Yes,13380.07
40.62,0.68,282.0,60,1080,Direct Drop,Air,Rwanda,Pediatric,Capsule,Yes,1028.1
32.0,0.16,83.0,20,240,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,1215.46
23.4,0.78,18.0,30,50,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,2644.79
9.81,0.16,9370.0,60,49999,From RDC,Truck,Mozambique,Adult,Tablet,No,3855.94
32.0,0.16,260.0,20,500,Direct Drop,Air,Others,HIV test,Test kit,Yes,9597.9
36.16,0.3,2573.0,120,10280,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,13562.35
11.0,0.37,3427.0,30,5000,From RDC,Air,Mozambique,Adult,Tablet,No,3874.22
32.0,0.16,1213.0,20,3640,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,15504.42
6.2,0.03,1248.0,240,12512,From RDC,Air,Ethiopia,Pediatric,Oral,No,88801.0
4.25,0.07,2032.0,60,35000,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,4428.06
8.11,0.14,116.0,60,980,Direct Drop,Air,"Congo, DRC",Adult,Tablet,Yes,2322.08
8.58,0.16,714.0,100,1500,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,11293.85
3.81,0.13,4883.0,30,54392,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,16898.58
5.9,0.2,1184.0,30,11811,Direct Drop,Air,Zambia,Adult,Tablet,Yes,5904.94
7.15,0.12,4611.0,60,53051,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,21225.33
13.6,0.06,195.0,240,592,From RDC,Truck,Zimbabwe,Pediatric,Oral,Yes,221.96
20.0,0.8,3334.0,25,10000,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,23030.38
3.91,0.13,1248.0,30,17422,From RDC,Truck,Zimbabwe,Adult,Tablet,No,15219.72
2.95,0.05,8578.0,60,4669,From RDC,Truck,Zimbabwe,Adult,Tablet,No,5216.63
19.92,0.66,3289.0,30,30000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9736.1
24.76,0.21,4613.0,120,12837,From RDC,Truck,Tanzania,Adult,Tablet,Yes,3592.8
8.58,0.89,1235.0,100,3040,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,13383.47
4.3,0.14,2585.0,30,31579,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,11617.57
11.72,0.39,621.0,30,4200,From RDC,Air,Nigeria,Adult,Tablet,Yes,4099.51
8.58,0.16,132.0,100,55,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,3013.19
6.59,0.11,803.0,60,7854,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,7032.5
2.33,0.04,955.0,60,17820,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,12606.03
13.27,0.44,7242.0,30,59989,From RDC,Air,Rwanda,Adult,Tablet,Yes,5825.18
8.58,0.72,1624.0,100,5500,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,12646.15
3.33,0.11,1248.0,30,43000,From RDC,Truck,Mozambique,Adult,Tablet,No,22890.82
6.65,0.22,8106.0,30,86843,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,10748.78
5.85,0.1,21.0,60,200,From RDC,Air,Uganda,Adult,Tablet,Yes,1000.05
3.81,0.13,3637.0,30,525,From RDC,Air,"Congo, DRC",Adult,Tablet,No,25634.47
32.0,0.16,176.0,20,35,Direct Drop,Air,South Sudan,HIV test,Test kit,Yes,4124.74
8.58,0.72,476.0,100,350,From RDC,Air,Côte d'Ivoire,HIV test,Test kit,No,2172.0
38.36,0.11,3023.0,336,1455,From RDC,Air,Côte d'Ivoire,Adult,Capsule,No,13721.28
4.7,0.16,989.0,30,9744,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,12924.8
30.0,0.5,464.0,60,1200,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2394.27
4.76,0.05,1055.0,100,1500,From RDC,Air,Haiti,Pediatric,Capsule,No,11490.2
19.9,0.66,5808.0,30,53149,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,28514.49
26.3,0.44,1.0,60,4,From RDC,Air,Nigeria,Adult,Tablet,Yes,165.0
8.58,0.72,440.0,100,1505,From RDC,Air,Côte d'Ivoire,HIV test,Test kit,No,1759.4
8.58,0.75,37.0,120,175,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1333.01
7.0,0.12,95.0,60,372,Direct Drop,Air,Zimbabwe,Pediatric,Tablet,Yes,2265.88
11.75,0.2,3860.0,60,37350,Direct Drop,Ocean,Rwanda,Adult,Tablet,Yes,59186.46
5.36,0.18,1248.0,30,149952,From RDC,Air,Nigeria,Adult,Tablet,No,51090.0
5.94,0.1,1128.0,60,9670,Direct Drop,Air,Zimbabwe,Pediatric,Tablet,Yes,13330.73
32.0,0.16,509.0,20,47,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,8021.11
13.0,0.43,577.0,30,6872,From RDC,Air,Ethiopia,Adult,Capsule,Yes,2143.5
27.53,0.46,1118.0,60,374,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2810.58
6.08,0.2,1248.0,30,78082,From RDC,Truck,Zimbabwe,Adult,Tablet,No,29250.68
16.96,0.09,76.0,180,270,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,290.0
1.95,0.01,845.0,240,2280,From RDC,Air,Burundi,Pediatric,Oral,Yes,5435.44
2.95,0.05,1248.0,60,7150,From RDC,Truck,Zimbabwe,Adult,Tablet,No,29250.68
15.5,0.26,6587.0,60,6016,From RDC,Air,Côte d'Ivoire,Pediatric,Tablet,No,8953.2
21.42,0.36,3189.0,60,4000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,1211.48
7.53,0.13,260.0,60,4730,From RDC,Air,Uganda,Adult,Tablet,Yes,1898.84
17.0,0.57,40.0,30,621,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1388.0
8.58,0.14,8716.0,60,67334,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,26340.0
4.62,0.15,4559.0,30,42032,Direct Drop,Air Charter,Zimbabwe,Adult,Tablet,Yes,25272.8
8.11,0.14,1248.0,60,45307,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,49570.0
14.49,0.24,42.0,60,408,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,4388.84
6.47,0.22,7663.0,30,113000,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,9560.03
8.58,0.14,1248.0,60,164250,From RDC,Truck,Mozambique,Adult,Tablet,Yes,14509.09
10.0,0.33,1078.0,30,9852,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9736.1
26.09,0.43,45.0,60,426,Direct Drop,Air,Tanzania,Pediatric,Capsule,Yes,1013.19
3.04,0.05,1650.0,60,29500,From RDC,Air,Ethiopia,Adult,Tablet,Yes,11339.5
8.58,0.72,967.0,100,1993,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,14582.14
21.78,0.18,5426.0,120,378,From RDC,Air,"Congo, DRC",Adult,Tablet,No,20499.33
1.43,0.02,6587.0,60,540,From RDC,Air,Côte d'Ivoire,Adult,Capsule,No,8953.2
3.19,0.11,3963.0,30,63652,Direct Drop,Ocean,Uganda,Adult,Tablet,Yes,12961.76
8.58,0.8,979.0,100,3250,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,9507.81
12.73,0.14,1582.0,90,2520,From RDC,Air,Côte d'Ivoire,Pediatric,Capsule,No,6037.19
11.0,0.37,822.0,30,1444,From RDC,Air,Uganda,Adult,Tablet,No,7321.04
8.58,0.8,2933.0,100,7233,Direct Drop,Air,Zimbabwe,HIV test,Test kit,Yes,42028.45
11.22,0.19,7701.0,60,62410,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,27912.64
11.46,0.19,703.0,60,2880,From RDC,Truck,Uganda,Adult,Tablet,No,4234.12
5.36,0.18,1199.0,30,11994,From RDC,Air,Uganda,Adult,Tablet,Yes,7918.0
26.25,0.88,58.0,30,662,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,7445.8
12.01,0.4,6606.0,30,4000,From RDC,Truck,Zimbabwe,Adult,Tablet,No,22666.98
27.0,0.16,2147.0,20,5958,Direct Drop,Air,Ethiopia,HIV test,Test kit,Yes,11066.17
5.56,0.09,1248.0,60,66645,From RDC,Truck,Zimbabwe,Adult,Tablet,No,16222.85
11.22,0.19,1248.0,60,115745,From RDC,Air,Uganda,Adult,Tablet,Yes,83195.98
6.85,0.11,204.0,60,1514,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,1949.64
3.4,0.11,1770.0,30,20617,Direct Drop,Air,Uganda,Adult,Tablet,Yes,7651.56
2.44,0.04,2156.0,60,1939,From RDC,Air,Mozambique,Adult,Tablet,No,3423.25
1.86,0.01,615.0,240,394,From RDC,Air,Guyana,Pediatric,Oral,No,8420.68
7.39,0.12,24.0,60,216,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,4059.85
11.22,0.19,4212.0,60,32040,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,6147.18
1.25,0.04,406.0,30,6500,Direct Drop,Air,Côte d'Ivoire,Pediatric,Tablet,Yes,4837.38
8.58,0.16,60.0,100,25,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,3097.85
8.0,0.08,173.0,100,115,Direct Drop,Air,South Sudan,HIV test - Ancillary,Test kit,Yes,4594.07
26.25,0.88,1741.0,30,20000,From RDC,Air,Nigeria,Adult,Tablet,Yes,10665.71
2.72,0.05,9667.0,60,89674,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,17703.62
20.0,0.8,34.0,25,100,Direct Drop,Air,Others,HIV test,Test kit,Yes,871.3
4.32,0.14,2634.0,30,34553,From RDC,Air,Others,Adult,Tablet,No,20805.8
9.35,0.16,123.0,60,1144,From RDC,Air,Uganda,Adult,Tablet,No,845.37
8.23,0.27,607.0,30,5000,From RDC,Truck,Uganda,Adult,Tablet,Yes,4911.39
11.35,0.19,4498.0,60,40080,From RDC,Air,Nigeria,Adult,Tablet,Yes,19480.97
2.24,0.07,465.0,30,688,From RDC,Air,Haiti,Pediatric,Capsule,Yes,6036.96
7.65,0.13,675.0,60,7760,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1587.92
8.58,0.78,1275.0,100,7409,Direct Drop,Air,Mozambique,HIV test,Test kit,Yes,15873.44
8.61,0.14,105.0,60,1176,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,865.6
3.2,0.05,376.0,60,9310,From RDC,Air,Mozambique,Adult,Tablet,Yes,2342.92
16.25,0.54,910.0,30,10000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,3026.0
11.23,0.19,506.0,60,5432,From RDC,Truck,Zambia,Adult,Tablet,Yes,635.95
2.66,0.04,1378.0,60,23787,From RDC,Truck,Uganda,Adult,Tablet,Yes,2559.88
1.95,0.01,81.0,240,186,From RDC,Air,"Congo, DRC",Pediatric,Oral,Yes,1535.56
3.14,0.1,2187.0,30,2660,From RDC,Air,"Congo, DRC",Adult,Tablet,No,24532.28
7.0,0.12,104.0,60,520,Direct Drop,Air,Vietnam,Pediatric,Tablet,Yes,2658.09
8.58,0.16,20.0,40,18,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,2199.43
1.95,0.01,1624.0,240,4320,From RDC,Air,South Sudan,Pediatric,Oral,Yes,15446.4
2.33,0.04,1787.0,60,439,From RDC,Air,Dominican Republic,Adult,Tablet,No,18046.12
8.26,0.14,1248.0,60,176308,From RDC,Truck,Zambia,Adult,Tablet,Yes,21180.7
1.4,0.01,2093.0,200,5900,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,5962.31
50.0,0.28,11.0,180,48,Direct Drop,Air,Uganda,Adult,Capsule,Yes,48.0
8.26,0.14,1248.0,60,233630,From RDC,Truck,Tanzania,Adult,Tablet,Yes,13590.64
3.6,0.06,382.0,60,6384,From RDC,Truck,Uganda,Pediatric,Tablet,Yes,1587.3
4.22,0.14,8474.0,30,137269,From RDC,Truck,Tanzania,Adult,Tablet,Yes,3279.25
7.43,0.12,458.0,60,8366,Direct Drop,Air,South Africa,Adult,Tablet,Yes,1697.9
2.72,0.05,6220.0,60,57925,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,7175.28
2.76,0.05,2232.0,60,53733,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,6933.76
8.29,0.14,4237.0,60,33516,Direct Drop,Air,Namibia,Adult,Tablet,Yes,6786.64
22.0,0.73,2020.0,30,6667,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,10682.41
8.11,0.14,1248.0,60,145235,From RDC,Air Charter,Nigeria,Adult,Tablet,No,28812.57
8.58,0.16,453.0,100,2000,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,7030.94
6.83,0.03,1067.0,240,2966,From RDC,Truck,Rwanda,Pediatric,Oral,Yes,6310.4
6.52,0.11,1547.0,60,15000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,3410.0
1.92,0.01,209.0,240,2976,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,5463.97
23.0,0.77,154.0,30,1461,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,2986.16
11.89,0.4,3041.0,30,25511,From RDC,Truck,Zambia,Adult,Tablet,Yes,3526.69
8.58,0.8,1091.0,100,3622,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,15045.56
8.58,0.8,3567.0,100,8787,Direct Drop,Air,Zimbabwe,HIV test,Test kit,Yes,51732.62
1.95,0.01,4274.0,240,11326,From RDC,Air,Uganda,Pediatric,Oral,Yes,24213.81
16.5,0.55,2130.0,30,6180,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,17331.66
4.7,0.16,8615.0,30,49467,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,49580.17
50.0,0.28,19.0,180,75,Direct Drop,Air,Uganda,Adult,Capsule,Yes,435.0
13.28,0.22,2095.0,60,16610,From RDC,Air,Nigeria,Adult,Tablet,No,10098.25
2.25,0.04,3962.0,60,38939,Direct Drop,Air,Zambia,Adult,Tablet,Yes,20233.34
17.0,0.57,76.0,30,1000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2282.57
4.25,0.07,1754.0,60,30060,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,3537.26
3.64,0.12,6242.0,30,56228,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,17129.96
3.56,0.12,5754.0,30,48072,From RDC,Truck,Zimbabwe,Adult,Tablet,No,10075.8
4.1,0.14,1301.0,30,21146,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5664.49
5.74,0.19,9400.0,30,1542,From RDC,Truck,Tanzania,Adult,Tablet,Yes,2317.16
32.0,0.16,1636.0,20,2400,Direct Drop,Air,Mozambique,HIV test,Test kit,No,21087.7
12.42,0.41,2749.0,30,20000,From RDC,Air,Tanzania,Adult,Tablet,No,10654.94
7.33,0.12,4416.0,60,87500,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,7334.83
8.15,0.14,5588.0,60,5641,From RDC,Air,Nigeria,Adult,Tablet,No,18617.93
20.0,0.8,3334.0,25,10000,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,22086.15
10.92,0.36,1248.0,30,14440,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,60010.73
10.5,0.35,3443.0,30,24556,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,6323.76
8.26,0.14,741.0,60,1344,From RDC,Air,Burundi,Adult,Tablet,No,3810.39
7.72,0.13,1464.0,60,16971,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,8000.72
4.7,0.16,5447.0,30,34224,From RDC,Air,Ghana,Adult,Tablet,No,38560.67
2.58,0.04,161.0,60,2800,From RDC,Truck,Mozambique,Adult,Tablet,Yes,5491.01
20.0,0.8,244.0,25,17,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,2701.16
32.0,0.16,2753.0,20,8460,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,25485.81
8.5,0.28,16.0,30,252,Direct Drop,Air,Haiti,Pediatric,Capsule,Yes,1471.46
8.58,0.75,18.0,120,120,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1190.02
2.08,0.03,3244.0,60,8400,Direct Drop,Air,Vietnam,Adult,Tablet,No,6195.84
8.58,0.76,24.0,120,165,Direct Drop,Air,Uganda,Adult,Tablet,Yes,297.0
2.44,0.04,212.0,60,4234,From RDC,Air,Ethiopia,Adult,Tablet,Yes,1489.4
7.12,0.12,1984.0,60,21765,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,7329.83
2.47,0.04,1248.0,60,212409,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,13677.69
2.1,0.01,758.0,240,502,From RDC,Air,"Congo, DRC",Pediatric,Oral,No,20499.33
9.3,0.1,410.0,90,1016,From RDC,Air,South Sudan,Pediatric,Tablet,No,4708.0
6.11,0.1,580.0,60,7800,From RDC,Air,Uganda,Adult,Tablet,Yes,6637.05
32.0,0.16,33.0,20,84,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,939.38
1.41,0.02,746.0,60,2610,From RDC,Air,Haiti,Adult,Capsule,No,6036.96
3.4,0.06,6.0,60,120,From RDC,Air,Uganda,Adult,Tablet,Yes,484.56
4.0,0.07,89.0,60,1864,From RDC,Air,Uganda,Pediatric,Tablet,Yes,790.29
8.58,0.68,226.0,120,1000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5294.51
4.22,0.14,4030.0,30,49000,From RDC,Air,Tanzania,Adult,Tablet,Yes,15707.3
2.42,0.04,7973.0,60,16870,From RDC,Air,Nigeria,Adult,Tablet,Yes,51090.0
10.5,0.35,3195.0,30,22752,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5583.11
25.45,0.42,1248.0,60,10406,From RDC,Truck,Zambia,Adult,Tablet,No,13518.56
2.33,0.04,125.0,60,2596,From RDC,Truck,Uganda,Adult,Tablet,Yes,1831.41
7.27,0.12,1309.0,60,1702,From RDC,Air,South Sudan,Adult,Tablet,No,12356.0
4.04,0.13,285.0,30,4641,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1335.15
41.1,0.14,206.0,300,56,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,No,2731.58
8.23,0.27,2641.0,30,30000,From RDC,Air,Others,Adult,Tablet,Yes,7168.8
3.04,0.05,3681.0,60,70000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,10666.0
8.58,0.16,3093.0,100,422,From RDC,Air,Tanzania,HIV test,Test kit,Yes,1547.0
4.62,0.15,4964.0,30,41258,From RDC,Truck,Uganda,Adult,Tablet,Yes,6126.12
12.01,0.4,8481.0,30,4000,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,30585.17
1.95,0.01,1663.0,240,4448,From RDC,Truck,Côte d'Ivoire,Pediatric,Oral,Yes,1102.3
10.52,0.35,1248.0,30,180000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,20761.0
8.58,0.55,94.0,120,288,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1061.0
10.52,0.35,2291.0,30,17310,From RDC,Air,Uganda,Adult,Tablet,Yes,10542.15
50.4,0.16,493.0,30,5900,Direct Drop,Air,Nigeria,Adult,Tablet,Yes,1727.2
8.58,0.16,46.0,18,12,From RDC,Air,Côte d'Ivoire,HIV test,Test kit,Yes,1607.0
5.36,0.18,7490.0,30,78082,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,15299.59
8.76,0.15,1928.0,60,22560,From RDC,Truck,Zambia,Adult,Tablet,Yes,11054.56
3.89,0.06,2847.0,60,46050,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,5703.06
