Pack_Price,Unit_Price,Weight_Kilograms_Clean,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Fulfill_Via,Shipment_Mode,Country,Sub_Classification,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
1.4,0.02,2046.0,60,28496,Direct Drop,Air,Vietnam,Adult,Capsule,No,14405.31
16.73,0.56,779.0,30,7140,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,4646.13
29.0,0.16,7.0,20,25,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,130.0
6.08,0.2,1942.0,30,22426,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,25231.96
7.53,0.13,396.0,60,7000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,6087.84
0.0,0.0,46.0,100,112,Direct Drop,Air,Dominican Republic,HIV test,Test kit,No,1428.23
9.6,0.32,1248.0,30,43000,From RDC,Truck,Zambia,Adult,Tablet,Yes,80039.1
20.0,0.8,965.0,25,2688,From RDC,Truck,Kenya,HIV test,Test kit,Yes,838.83
2.02,0.07,71.0,30,1240,Direct Drop,Air,Vietnam,Pediatric,Capsule,Yes,990.04
35.0,0.29,2373.0,120,9242,Direct Drop,Air,Dominican Republic,Adult,Tablet,Yes,16173.9
7.4,0.12,892.0,60,4953,From RDC,Air,Nigeria,Adult,Tablet,No,13353.34
11.99,0.4,1248.0,30,205042,Direct Drop,Air,Uganda,Adult,Tablet,Yes,146850.66
35.8,0.6,3369.0,60,3896,From RDC,Air,Tanzania,Adult,Tablet,Yes,9689.0
26.25,0.88,145.0,30,1166,From RDC,Air,Uganda,Adult,Tablet,Yes,1742.25
32.0,0.16,509.0,20,77,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,Yes,8021.11
2.1,0.01,891.0,240,1480,From RDC,Air,Burundi,Pediatric,Oral,No,4674.58
11.0,0.37,6556.0,30,3713,From RDC,Air,Uganda,Adult,Tablet,No,5401.95
8.58,0.8,1303.0,100,2744,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,22223.94
8.42,0.14,2303.0,60,25000,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,3790.0
8.0,0.08,115.0,100,115,Direct Drop,Air,South Sudan,HIV test - Ancillary,Test kit,No,2561.61
4.7,0.16,29.0,30,48,From RDC,Air,Dominican Republic,Adult,Tablet,Yes,594.4
4.32,0.07,571.0,60,5572,From RDC,Truck,Mozambique,Adult,Tablet,Yes,578.25
9.5,0.16,237.0,60,16,From RDC,Air,Uganda,Adult,Tablet,No,1154.5
10.68,0.18,1148.0,60,11803,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2762.0
7.0,0.12,60.0,60,280,Direct Drop,Air,Vietnam,Pediatric,Tablet,Yes,1516.05
4.6,0.15,1278.0,30,12600,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,15106.61
8.55,0.14,1435.0,60,4301,From RDC,Air,Others,Adult,Tablet,Yes,16252.95
11.22,0.19,922.0,60,7000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,6147.18
3.55,0.12,2804.0,30,34640,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,9759.55
2.1,0.01,526.0,240,471,Direct Drop,Air,Vietnam,Pediatric,Oral,No,6368.02
2.22,0.04,39.0,60,270,From RDC,Air,South Sudan,Adult,Tablet,No,742.98
7.02,0.12,1248.0,60,136109,From RDC,Truck,Zambia,Adult,Tablet,No,36650.58
2.66,0.04,210.0,60,3000,From RDC,Air,Mozambique,Adult,Tablet,Yes,1894.2
7.0,0.12,247.0,60,1014,Direct Drop,Air,Zimbabwe,Pediatric,Tablet,Yes,3584.08
8.58,0.9,154.0,100,336,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,4268.93
1.52,0.01,232.0,200,2326,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,1704.79
8.58,0.8,448.0,100,1500,From RDC,Air,"Congo, DRC",HIV test,Test kit,Yes,2757.4
8.76,0.15,1871.0,60,3231,From RDC,Air Charter,Nigeria,Adult,Tablet,No,11492.86
7.3,0.12,5177.0,60,100000,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,10405.58
1.32,0.02,294.0,60,21,From RDC,Air,Guyana,Adult,Capsule,Yes,4338.44
9.5,0.16,9386.0,60,92144,From RDC,Air,Zambia,Adult,Tablet,No,33363.16
8.58,0.7,382.0,100,1680,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,3241.06
18.64,0.16,1248.0,120,41943,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,14266.13
11.45,0.19,2922.0,60,1600,Direct Drop,Air,Vietnam,Adult,Tablet,No,5616.02
26.25,0.88,3273.0,30,37666,From RDC,Air,Nigeria,Adult,Tablet,Yes,6443.63
32.0,0.16,12.0,20,35,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,646.81
5.54,0.18,8996.0,30,40000,From RDC,Air,Uganda,Adult,Tablet,No,43098.9
9.35,0.16,1448.0,60,15048,From RDC,Air,Mozambique,Adult,Tablet,Yes,3613.31
16.44,0.27,7755.0,60,600,From RDC,Air,Haiti,Adult,Tablet,No,74839.9
1.61,0.03,120.0,60,117,From RDC,Air,Rwanda,Adult,Capsule,No,11609.31
11.49,0.38,1640.0,30,14500,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2503.07
6.22,0.21,1900.0,30,4000,From RDC,Truck,Zambia,Adult,Tablet,Yes,4997.46
4.62,0.15,5735.0,30,57000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,20138.0
7.4,0.12,6650.0,60,60332,From RDC,Air,Tanzania,Adult,Tablet,No,36855.6
8.58,0.8,1317.0,100,3032,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,47892.57
32.0,0.16,4995.0,20,4995,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,275.0
2.76,0.05,1502.0,60,38347,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,6900.62
50.4,0.16,928.0,30,6100,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,2093.32
26.25,0.88,235.0,30,2067,From RDC,Air,Nigeria,Adult,Tablet,Yes,2922.53
10.25,0.34,1248.0,30,100167,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,24309.72
6.65,0.22,1248.0,30,108677,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,8809.08
41.1,0.34,237.0,120,180,From RDC,Air,Uganda,Adult,Tablet,No,1154.5
8.76,0.15,979.0,60,9288,From RDC,Truck,Mozambique,Adult,Tablet,Yes,1588.06
1.45,0.02,861.0,60,13020,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,1872.53
2.1,0.01,112.0,240,738,From RDC,Air,"Congo, DRC",Pediatric,Oral,No,9687.69
29.0,0.16,624.0,20,1593,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,6311.89
11.22,0.19,3563.0,60,30315,From RDC,Truck,Mozambique,Adult,Tablet,Yes,3423.26
25.3,0.03,488.0,1000,602,Direct Drop,Air,"Congo, DRC",Malaria,Tablet,Yes,7393.13
20.48,0.17,1382.0,120,5247,From RDC,Truck,Rwanda,Adult,Tablet,Yes,8456.96
32.0,0.16,277.0,20,839,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,3146.63
8.58,0.8,1581.0,100,3125,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,Yes,40965.77
8.58,0.8,1915.0,100,6395,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,24514.33
1.99,0.03,1037.0,60,15000,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,891.65
5.0,0.08,50.0,60,482,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,1342.44
5.36,0.18,1248.0,30,69691,From RDC,Air,Rwanda,Adult,Tablet,No,20994.85
12.96,0.22,220.0,60,2067,From RDC,Air,Uganda,Adult,Tablet,Yes,1616.45
5.35,0.02,504.0,240,416,Direct Drop,Air,Nigeria,Pediatric,Oral,Yes,5920.42
3.91,0.13,3090.0,30,50400,From RDC,Air,Rwanda,Adult,Tablet,Yes,16603.9
16.26,0.54,2518.0,30,24265,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,6667.0
3.04,0.05,1822.0,60,30874,From RDC,Air,Ethiopia,Adult,Tablet,Yes,9742.0
1.92,0.01,396.0,240,1069,From RDC,Air,Haiti,Pediatric,Oral,Yes,6036.96
6.66,0.11,680.0,60,9024,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2698.22
10.5,0.35,2982.0,30,21252,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,8036.88
1.51,0.01,1165.0,240,1135,From RDC,Air,"Congo, DRC",Pediatric,Oral,Yes,13290.31
16.27,0.54,6078.0,30,50000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,27441.22
21.42,0.36,640.0,60,6376,From RDC,Truck,Tanzania,Adult,Tablet,Yes,2751.0
7.9,0.13,3.0,60,50,From RDC,Air,Uganda,Adult,Tablet,Yes,978.92
4.7,0.16,1248.0,30,7680,From RDC,Truck,Mozambique,Adult,Tablet,No,4120.7
8.58,0.55,26.0,120,120,Direct Drop,Air,Haiti,Adult,Tablet,Yes,240.0
7.2,0.12,7011.0,60,92933,From RDC,Air,Mozambique,Adult,Tablet,Yes,7199.72
6.49,0.11,2235.0,60,9800,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3708.72
11.75,0.39,9813.0,30,121280,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9341.49
7.02,0.12,324.0,60,1029,From RDC,Air,"Congo, DRC",Adult,Tablet,Yes,3436.14
2.3,0.04,1248.0,60,6097,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,7607.2
8.76,0.15,112.0,60,214,From RDC,Air Charter,Nigeria,Adult,Tablet,No,7445.8
8.58,0.89,1474.0,100,8563,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,15687.32
3.5,0.12,1812.0,30,21050,Direct Drop,Air,Namibia,Adult,Tablet,Yes,8683.99
6.47,0.11,1248.0,60,49760,From RDC,Truck,Zambia,Adult,Tablet,No,16898.2
2.4,0.04,2228.0,60,9000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,9809.7
12.3,0.41,2004.0,30,16099,From RDC,Truck,Zambia,Adult,Tablet,Yes,4356.75
22.5,0.75,7889.0,30,1980,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,6406.53
8.58,0.89,33.0,100,70,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,1255.77
8.58,0.68,424.0,120,1720,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,10296.99
32.0,0.16,79.0,20,220,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,1736.18
11.22,0.19,6180.0,60,45113,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,21326.73
32.0,0.16,170.0,20,469,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,Yes,3125.65
19.5,0.65,3946.0,30,50061,From RDC,Air,Zambia,Adult,Tablet,Yes,14199.3
16.96,0.09,702.0,180,150,From RDC,Air,Haiti,Pediatric,Oral,Yes,8762.02
11.36,0.19,282.0,60,70,From RDC,Air,Guyana,Adult,Tablet,No,5380.36
7.02,0.12,709.0,60,4166,From RDC,Air,Others,Adult,Tablet,No,761.91
8.58,0.8,1036.0,100,2500,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,17579.56
7.02,0.12,1248.0,60,43020,From RDC,Truck,Mozambique,Adult,Tablet,Yes,6483.81
7.3,0.08,428.0,90,6823,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,2376.0
5.36,0.18,4486.0,30,18486,From RDC,Air Charter,Cameroon,Adult,Tablet,No,76176.43
2.1,0.01,327.0,240,180,From RDC,Air,Burundi,Pediatric,Oral,Yes,5320.13
2.95,0.05,3354.0,60,65599,From RDC,Truck,Zambia,Adult,Tablet,Yes,7317.47
2.23,0.04,2045.0,60,960,From RDC,Air,"Congo, DRC",Adult,Tablet,No,16083.32
8.58,0.92,92.0,60,774,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1114.0
2.16,0.04,606.0,60,4300,Direct Drop,Air,Vietnam,Adult,Tablet,No,1328.13
30.82,0.1,113.0,300,60,Direct Drop,Air,"Congo, DRC",Pediatric,Oral,Yes,2570.86
8.58,0.16,450.0,100,300,Direct Drop,Air,Rwanda,HIV test,Test kit,No,4360.83
1.52,0.03,214.0,60,1000,From RDC,Air,Uganda,Adult,Capsule,No,891.0
8.58,0.8,989.0,100,2041,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,16654.29
8.58,0.89,1235.0,100,2744,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,25577.2
7.0,0.12,162.0,60,703,Direct Drop,Air,Zimbabwe,Pediatric,Tablet,Yes,2365.05
5.54,0.18,3863.0,30,36390,From RDC,Air,Rwanda,Adult,Tablet,Yes,23249.47
8.58,0.7,3.0,100,7,Direct Drop,Air,Namibia,HIV test,Test kit,No,963.34
2.59,0.01,3286.0,240,1283,From RDC,Air,Nigeria,Pediatric,Oral,No,18208.0
10.52,0.35,1400.0,30,10415,From RDC,Air,Uganda,Adult,Tablet,Yes,5718.69
32.0,0.16,732.0,20,2220,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,6524.19
10.4,0.1,159.0,100,2623,From RDC,Air,Zambia,Pediatric,Capsule,Yes,1007.34
8.1,0.13,5753.0,60,42452,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,49502.92
8.58,0.8,1346.0,100,2821,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,34282.33
8.58,0.89,1378.0,100,7999,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,14842.19
36.16,0.3,1523.0,120,6000,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,10051.89
10.78,0.36,1248.0,30,87667,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,74740.8
5.5,0.18,137.0,30,1685,From RDC,Air,Uganda,Adult,Tablet,Yes,1834.79
13.5,0.22,156.0,60,1400,From RDC,Air,Uganda,Adult,Tablet,Yes,1282.6
1.52,0.03,5040.0,60,75318,From RDC,Air,Tanzania,Adult,Capsule,Yes,22965.4
29.0,0.97,13.0,30,19,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,859.53
8.58,0.78,24.0,100,100,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,677.37
4.0,0.07,3237.0,60,46973,From RDC,Truck,Zambia,Pediatric,Tablet,Yes,4208.35
6.57,0.22,1248.0,30,859,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,60010.73
3.28,0.05,144.0,60,204,From RDC,Air,Uganda,Adult,Tablet,No,1413.56
2.31,0.04,1248.0,60,96800,From RDC,Truck,Zambia,Adult,Tablet,Yes,17650.15
5.0,0.05,3189.0,100,2352,From RDC,Air,Côte d'Ivoire,Pediatric,Capsule,Yes,1211.48
36.0,0.3,594.0,120,1100,From RDC,Air,Dominican Republic,Adult,Tablet,No,4996.2
11.0,0.18,1248.0,60,220000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,17090.0
17.0,0.57,116.0,30,1900,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,14571.5
8.58,0.8,39.0,100,170,From RDC,Air,Namibia,HIV test,Test kit,Yes,541.42
1.43,0.02,1765.0,60,168,From RDC,Air,Haiti,Adult,Capsule,No,18473.1
2.44,0.04,479.0,60,8333,From RDC,Truck,Uganda,Adult,Tablet,Yes,4358.72
30.82,0.1,244.0,300,237,Direct Drop,Air,Tanzania,Pediatric,Oral,Yes,3269.9
21.0,0.18,105.0,120,392,From RDC,Air,Burundi,Adult,Tablet,Yes,1456.4
8.58,0.16,2635.0,40,2400,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,19145.8
8.58,0.16,39.0,18,12,From RDC,Air,Côte d'Ivoire,HIV test,Test kit,Yes,1278.0
8.58,0.8,1004.0,100,1967,Direct Drop,Air,Zimbabwe,HIV test,Test kit,Yes,18612.64
8.58,0.7,115.0,100,500,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,1498.16
8.58,0.8,278.0,100,675,Direct Drop,Air,Burundi,HIV test,Test kit,Yes,5626.76
31.0,0.16,740.0,20,2388,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,5718.39
4.59,0.15,979.0,30,8806,Direct Drop,Air,Haiti,Adult,Tablet,Yes,6161.47
32.0,0.16,249.0,20,416,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,1640.99
3.09,0.05,708.0,60,12000,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,3891.2
3.15,0.01,838.0,240,2162,Direct Drop,Air,South Africa,Pediatric,Oral,Yes,4876.31
6.85,0.11,56.0,60,350,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,1726.5
32.0,0.16,60.0,20,202,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,624.92
1.25,0.04,165.0,30,2538,Direct Drop,Air,South Sudan,Pediatric,Tablet,Yes,1960.89
40.0,0.16,316.0,20,900,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,4989.87
7.0,0.12,35.0,60,50,From RDC,Air,Nigeria,Adult,Tablet,Yes,1567.51
3.4,0.06,773.0,60,1440,From RDC,Air,Ethiopia,Adult,Tablet,No,3472.55
3.64,0.12,430.0,30,4938,From RDC,Air,Uganda,Adult,Tablet,Yes,2154.0
8.58,0.68,266.0,120,1785,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,6937.66
14.38,0.48,1143.0,30,10080,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,8158.93
25.0,0.25,68.0,100,32,Direct Drop,Air,Others,Malaria,Injection,Yes,555.49
50.0,0.28,2955.0,180,1428,From RDC,Air,Mozambique,Adult,Capsule,Yes,4551.52
3.66,0.12,15.0,30,189,From RDC,Air,Rwanda,Adult,Tablet,Yes,925.6
9.3,0.1,347.0,90,5840,From RDC,Truck,Côte d'Ivoire,Pediatric,Tablet,Yes,3132.77
3.28,0.05,7268.0,60,5900,From RDC,Air,Zimbabwe,Adult,Tablet,No,13243.91
7.43,0.12,4023.0,60,75048,Direct Drop,Air,South Africa,Adult,Tablet,Yes,3315.23
1.85,0.01,171.0,240,140,From RDC,Air,Guyana,Pediatric,Oral,No,2522.76
3.6,0.06,2253.0,60,29287,From RDC,Truck,Uganda,Pediatric,Tablet,No,3785.72
10.52,0.35,5426.0,30,7404,From RDC,Air,"Congo, DRC",Adult,Tablet,No,20499.33
2.43,0.04,1248.0,60,236925,Direct Drop,Ocean,Rwanda,Adult,Tablet,Yes,82095.85
22.5,0.75,195.0,30,1558,Direct Drop,Air,Uganda,Adult,Tablet,Yes,3387.72
8.11,0.14,1755.0,60,14011,From RDC,Truck,Rwanda,Adult,Tablet,Yes,4328.9
3.4,0.06,214.0,60,1859,From RDC,Air,Uganda,Adult,Tablet,Yes,891.0
4.67,0.16,993.0,30,11510,Direct Drop,Air,South Africa,Adult,Tablet,Yes,4263.07
8.58,0.8,277.0,100,672,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,4379.48
4.09,0.07,2389.0,60,11106,From RDC,Truck,Uganda,Pediatric,Tablet,No,10011.25
4.22,0.14,1086.0,30,15802,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,15322.73
2.9,0.05,8756.0,60,80000,From RDC,Truck,Zambia,Adult,Tablet,Yes,13844.72
13.5,0.22,962.0,60,7436,From RDC,Air,Nigeria,Adult,Tablet,Yes,5180.0
2.25,0.04,1304.0,60,14055,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2220.86
18.34,0.61,4.0,30,84,Direct Drop,Air,Uganda,Adult,Capsule,Yes,390.81
3.6,0.06,71.0,60,912,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,134.0
10.29,0.17,1248.0,60,116254,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,17090.0
2.64,0.04,3666.0,60,62671,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,14890.63
2.92,0.05,1139.0,60,18025,Direct Drop,Air,Mozambique,Adult,Tablet,Yes,4683.02
14.93,0.25,12.0,60,120,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,160.52
4.34,0.14,2252.0,30,20418,From RDC,Air Charter,Nigeria,Adult,Tablet,No,43548.0
33.7,0.11,126.0,300,90,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,1767.91
6.47,0.11,1248.0,60,58097,From RDC,Truck,Zambia,Adult,Tablet,Yes,16898.2
8.26,0.09,187.0,90,1480,From RDC,Air,Rwanda,Pediatric,Capsule,Yes,2109.22
3.62,0.12,599.0,30,2095,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,2440.19
2.51,0.04,5357.0,60,91970,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,7765.18
4.12,0.14,8.0,30,15155,From RDC,Truck,Uganda,Adult,Tablet,No,10891.66
8.58,0.16,130.0,100,150,From RDC,Air,Rwanda,HIV test,Test kit,Yes,1676.91
8.58,0.8,2440.0,100,5100,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,43692.46
25.45,0.42,47.0,60,450,From RDC,Air,Haiti,Adult,Tablet,Yes,1432.88
5.36,0.18,596.0,30,5619,From RDC,Truck,Uganda,Adult,Tablet,Yes,2175.07
8.58,0.16,3.0,100,1,Direct Drop,Air,Botswana,HIV test,Test kit,Yes,597.43
8.11,0.14,1248.0,60,274715,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,45180.62
8.11,0.14,614.0,60,1536,From RDC,Air,Burundi,Adult,Tablet,No,4373.84
11.46,0.19,615.0,60,67,From RDC,Air,Guyana,Adult,Tablet,No,8420.68
2.6,0.04,150.0,60,3068,From RDC,Truck,Mozambique,Adult,Tablet,Yes,118.16
5.94,0.1,209.0,60,1764,Direct Drop,Air,Tanzania,Pediatric,Tablet,Yes,2177.56
2.44,0.04,88.0,60,1833,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1211.48
11.8,0.2,145.0,60,312,From RDC,Air,Uganda,Adult,Tablet,No,1742.25
8.11,0.14,1248.0,60,85490,From RDC,Truck,Mozambique,Adult,Tablet,No,18448.52
10.78,0.36,1248.0,30,36000,From RDC,Truck,Mozambique,Adult,Tablet,No,14767.58
20.0,0.67,174.0,30,2225,Direct Drop,Air,Ethiopia,Adult,Capsule,Yes,2052.97
2.35,0.04,155.0,60,3287,From RDC,Air,Mozambique,Adult,Capsule,No,939.08
8.58,0.89,2579.0,100,6360,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,28759.53
8.58,0.9,130.0,100,425,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,1859.79
7.72,0.13,1248.0,60,145000,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,24788.37
6.65,0.22,1248.0,30,116857,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,7905.94
6.6,0.11,6093.0,60,58462,Direct Drop,Air,Nigeria,Adult,Tablet,Yes,42199.11
1.95,0.01,3637.0,240,6172,From RDC,Air,"Congo, DRC",Pediatric,Oral,No,25634.47
0.01,0.0,1233.0,30,780,Direct Drop,Air,Ethiopia,Adult,Tablet,No,5137.76
11.23,0.19,1248.0,60,7700,From RDC,Truck,Mozambique,Adult,Tablet,No,15645.33
8.58,0.72,18.0,100,100,Direct Drop,Air,Cameroon,HIV test,Test kit,Yes,1278.12
10.43,0.35,3989.0,30,32112,Direct Drop,Air,Botswana,Adult,Tablet,Yes,19745.22
4.7,0.16,3133.0,30,29506,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,14451.69
16.96,0.09,47.0,180,167,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,290.0
36.52,0.16,96.0,20,400,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,Yes,1906.7
8.58,0.89,149.0,100,350,Direct Drop,Air,South Sudan,HIV test,Test kit,No,3256.76
10.0,0.33,9221.0,30,110000,From RDC,Truck,Zambia,Adult,Tablet,Yes,8104.79
24.5,0.16,182.0,1,300,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,2581.83
4.6,0.15,4082.0,30,39892,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,51243.69
22.5,0.75,2147.0,30,2500,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,8211.03
6.85,0.23,18.0,30,200,From RDC,Air,Uganda,Adult,Tablet,Yes,1140.08
38.36,0.11,520.0,336,273,Direct Drop,Air,Nigeria,Adult,Capsule,Yes,3759.22
1.45,0.01,3822.0,200,1000,Direct Drop,Air,Vietnam,Pediatric,Oral,No,25124.12
7.3,0.24,88.0,30,1440,From RDC,Air,Ethiopia,Adult,Tablet,Yes,1842.95
8.58,0.8,1303.0,100,2744,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,22158.58
7.4,0.12,8912.0,60,76000,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,35513.01
11.22,0.19,2098.0,60,16347,From RDC,Air,Uganda,Adult,Tablet,Yes,10620.0
3.81,0.13,6022.0,30,70156,From RDC,Truck,Zambia,Adult,Tablet,Yes,18219.83
9.62,0.16,3809.0,60,9696,From RDC,Air,Haiti,Adult,Tablet,No,39513.54
10.0,0.33,2516.0,30,17760,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3816.3
32.0,0.16,292.0,20,873,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,6233.79
10.92,0.36,1248.0,30,200000,From RDC,Truck,Zambia,Adult,Tablet,Yes,34543.36
3.91,0.13,4331.0,30,51240,From RDC,Air,Rwanda,Adult,Tablet,Yes,8684.7
2.92,0.05,3110.0,60,26369,Direct Drop,Air,South Africa,Adult,Tablet,Yes,5159.33
1.74,0.03,39.0,60,648,From RDC,Truck,Mozambique,Adult,Tablet,Yes,30.49
2.06,0.01,1248.0,240,50000,Direct Drop,Ocean,South Africa,Pediatric,Oral,Yes,11534.48
8.58,0.16,917.0,40,615,From RDC,Air,Côte d'Ivoire,HIV test,Test kit,No,6056.76
32.0,0.16,509.0,20,214,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,8021.11
6.57,0.22,2252.0,30,3000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,43548.0
5.0,0.16,864.0,1,2000,Direct Drop,Air,Zimbabwe,HIV test - Ancillary,Test kit,Yes,14314.83
1.99,0.03,1976.0,60,11022,Direct Drop,Air,Ghana,Pediatric,Tablet,Yes,12580.0
11.99,0.4,3176.0,30,26204,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,27939.91
50.4,0.16,269.0,30,2000,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,1315.14
11.22,0.19,1248.0,60,125000,From RDC,Truck,Uganda,Adult,Tablet,Yes,103428.0
2.15,0.01,773.0,240,1846,From RDC,Air,Ethiopia,Pediatric,Oral,Yes,3472.55
8.58,0.29,155.0,270,117,From RDC,Air,Mozambique,Adult,Capsule,Yes,939.08
8.58,0.89,173.0,100,350,Direct Drop,Air,South Sudan,HIV test,Test kit,No,4594.07
12.75,0.21,2951.0,60,331,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,7211.04
3.81,0.13,3367.0,30,5308,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,12589.74
3.4,0.06,17.0,60,140,From RDC,Air,Uganda,Adult,Tablet,Yes,1073.46
4.63,0.15,1248.0,30,75701,From RDC,Truck,Zimbabwe,Adult,Tablet,No,43218.07
27.3,0.03,1125.0,1000,1370,Direct Drop,Air,"Congo, DRC",Malaria,Tablet,Yes,9693.68
11.22,0.19,393.0,60,3354,From RDC,Truck,Uganda,Adult,Tablet,Yes,1694.0
