Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Pack_Price,Unit_Price,Weight_Kilograms_Clean,Shipment_mode,Manufacturing_site,Country,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
30.0,20000.0,12.42,0.41,2749.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10654.94
60.0,87500.0,7.33,0.12,4416.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,7334.83
60.0,5641.0,8.15,0.14,5588.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18617.93
25.0,10000.0,20.0,0.8,3334.0,1.0,23.0,6.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,22086.15
30.0,14440.0,10.92,0.36,12232.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60010.73
30.0,24556.0,10.5,0.35,3443.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6323.76
60.0,1344.0,8.26,0.14,741.0,1.0,4.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3810.39
60.0,16971.0,7.72,0.13,1464.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8000.72
30.0,34224.0,4.7,0.16,5447.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38560.67
60.0,2800.0,2.58,0.04,161.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5491.01
25.0,17.0,20.0,0.8,244.0,1.0,23.0,16.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,2701.16
20.0,8460.0,32.0,1.6,2753.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,25485.81
30.0,252.0,8.5,0.28,16.0,1.0,1.0,4.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,1471.46
120.0,120.0,90.0,0.75,18.0,1.0,2.0,14.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,1190.02
60.0,8400.0,2.08,0.03,3244.0,1.0,16.0,10.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,6195.84
120.0,165.0,91.76,0.76,24.0,1.0,2.0,14.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,297.0
60.0,4234.0,2.44,0.04,212.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1489.4
60.0,21765.0,7.12,0.12,1984.0,3.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7329.83
60.0,145784.18484021962,2.47,0.04,10302.0,2.0,12.0,13.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,13677.69
240.0,502.0,2.1,0.01,758.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,20499.33
90.0,1016.0,9.3,0.1,410.0,1.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4708.0
60.0,7800.0,6.11,0.1,580.0,1.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6637.05
20.0,84.0,32.0,1.6,33.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,939.38
60.0,2610.0,1.41,0.02,746.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,6036.96
60.0,120.0,3.4,0.06,6.0,1.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,484.56
60.0,1864.0,4.0,0.07,89.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.29
120.0,1000.0,82.19,0.68,226.0,1.0,13.0,10.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,5294.51
30.0,49000.0,4.22,0.14,4030.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15707.3
60.0,16870.0,2.42,0.04,7973.0,1.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51090.0
30.0,22752.0,10.5,0.35,3195.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5583.11
60.0,10406.0,25.45,0.42,10865.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13518.56
60.0,2596.0,2.33,0.04,125.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1831.41
60.0,1702.0,7.27,0.12,1309.0,1.0,10.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12356.0
30.0,4641.0,4.04,0.13,285.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1335.15
300.0,56.0,41.1,0.14,206.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,2731.58
30.0,30000.0,8.23,0.27,2641.0,1.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7168.8
60.0,70000.0,3.04,0.05,3681.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10666.0
100.0,422.0,129.58352457209097,1.39,3093.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1547.0
30.0,41258.0,4.62,0.15,4964.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6126.12
30.0,4000.0,12.01,0.4,8481.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30585.17
240.0,4448.0,1.95,0.01,1663.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1102.3
30.0,145784.18484021962,10.52,0.35,26361.0,3.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20761.0
120.0,288.0,66.6,0.55,94.0,1.0,2.0,14.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,1061.0
30.0,17310.0,10.52,0.35,2291.0,1.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10542.15
30.0,5900.0,50.4,1.68,493.0,1.0,8.0,11.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,1727.2
18.0,12.0,129.58352457209097,11.761991170924096,46.0,1.0,24.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1607.0
30.0,78082.0,5.36,0.18,7490.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15299.59
60.0,22560.0,8.76,0.15,1928.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11054.56
60.0,46050.0,3.89,0.06,2847.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5703.06
30.0,4900.0,30.19,1.01,390.0,1.0,19.0,18.0,1.0,0.0,1.0,40.0,1.0,0.0,0.0,2748.16
240.0,5000.0,2.1,0.01,1841.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9447.08
100.0,3035.0,80.0,0.8,1346.0,1.0,9.0,14.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,32471.83
60.0,70300.0,6.73,0.11,5565.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23776.42
60.0,41922.0,7.12,0.12,3190.0,1.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14732.36
307.501710918752,60.0,76.72,0.23,170.0,1.0,14.0,10.0,1.0,0.0,1.0,10.0,7.0,2.0,0.0,4256.38
60.0,145784.18484021962,4.25,0.07,9208.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3825.8
30.0,15000.0,26.25,0.88,1317.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8924.98
60.0,470.0,1.49,0.02,31.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1047.04
30.0,29426.0,6.85,0.23,2529.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4031.3
20.0,324.0,32.0,1.6,107.0,1.0,3.0,15.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2231.97
60.0,4314.0,11.4,0.19,485.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22985.73
60.0,2855.0,7.12,0.12,5147.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29336.46
90.0,20.0,9.71,0.11,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1355.31
120.0,70000.0,18.64,0.16,15198.0,3.0,13.0,11.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,26180.0
100.0,75.0,77.7,0.78,19.0,1.0,6.0,22.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,718.32
30.0,456.0,17.0,0.57,682.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2527.0
30.0,1455.0,22.5,0.75,420.0,1.0,0.0,14.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3900.39
100.0,7500.0,80.0,0.8,2215.0,1.0,6.0,12.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,17974.65
300.0,2265.0,30.82,0.1,2272.0,1.0,14.0,2.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,14603.71
30.0,7130.0,4.7,0.16,669.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2431.39
60.0,1428.0,6.6,0.11,331.0,1.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4218.74
100.0,434.0,80.0,0.8,169.0,1.0,9.0,17.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,4498.98
20.0,360.0,32.5,1.62,112.0,1.0,20.0,8.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,1414.69
60.0,145784.18484021962,6.52,0.11,19196.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43055.82
30.0,14406.0,12.11,0.4,1639.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7690.06
60.0,21300.0,8.58,0.14,13288.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14451.69
60.0,27662.0,3.4,0.06,4128.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6539.8
60.0,488.0,8.76,0.15,39.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9736.1
30.0,2871.0,26.25,0.88,249.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6443.61
120.0,100.0,66.6,0.55,14.0,1.0,2.0,14.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,527.0
100.0,2000.0,0.01,0.0,490.0,0.0,6.0,12.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,405.97
60.0,3439.0,5.73,0.1,341.0,1.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,114.22
30.0,345.0,27.6,0.92,37.0,1.0,20.0,21.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,946.77
60.0,10500.0,2.95,0.05,537.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6800.6
180.0,342.0,16.96,0.09,109.0,1.0,8.0,4.0,1.0,0.0,0.0,7.0,3.0,3.0,0.0,290.0
60.0,10350.0,2.33,0.04,495.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20548.8
270.0,638.0,78.64,0.29,1313.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3908.0
20.0,2.0,32.0,1.6,112.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3196.31
30.0,84.0,13.0,0.43,6.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,363.96
30.0,3600.0,50.4,1.68,402.0,1.0,8.0,0.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,1924.57
30.0,31.0,23.7,0.79,11.0,1.0,23.0,0.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,515.32
100.0,2906.0,80.0,0.8,1204.0,1.0,9.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,19587.34
60.0,42773.0,2.26,0.04,2270.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4356.75
30.0,25000.0,50.4,1.68,2067.0,1.0,8.0,11.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,7933.38
30.0,1665.0,22.5,0.75,420.0,1.0,0.0,14.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3900.39
240.0,4000.0,1.95,0.01,1573.0,1.0,1.0,11.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,9316.91
30.0,8215.0,13.49,0.45,805.0,1.0,0.0,14.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1003.18
60.0,69684.0,7.78,0.13,6798.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26205.83
30.0,61209.0,4.79,0.16,9117.0,1.0,4.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,98763.02
60.0,2736.0,5.94,0.1,328.0,1.0,13.0,6.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,3940.54
240.0,3008.0,1.92,0.01,1118.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2810.58
60.0,40000.0,4.39,0.07,4479.0,1.0,4.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,36677.08
30.0,1571.0,22.5,0.75,151.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3545.1
300.0,12.0,60.82,0.2,48.0,1.0,14.0,18.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,749.36
30.0,2952.0,12.11,0.4,5897.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40434.04
307.501710918752,57.0,50.55,0.05,68.0,1.0,5.0,17.0,1.0,3.0,5.0,33.0,0.0,0.0,1.0,555.49
60.0,3001.0,11.4,0.19,338.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9341.49
120.0,2034.0,41.1,0.34,937.0,1.0,13.0,11.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,10990.36
60.0,2106.0,3.04,0.05,113.0,1.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,919.2
60.0,21360.0,3.9,0.06,1567.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21821.95
60.0,9792.0,7.4,0.12,836.0,1.0,10.0,10.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,5136.08
60.0,6200.0,7.02,0.12,2652.0,1.0,4.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22788.95
30.0,10717.0,18.0,0.6,1400.0,1.0,21.0,11.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,11732.9
30.0,131704.0,5.19,0.17,10116.0,2.0,0.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,24250.15
30.0,12180.0,4.7,0.16,1208.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3738.52
60.0,40752.0,8.55,0.14,3506.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8815.65
60.0,12386.0,2.33,0.04,3202.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12648.38
30.0,2200.0,13.28,0.44,3155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9021.82
30.0,50000.0,8.82,0.29,4502.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12601.07
120.0,56260.0,20.22,0.17,12427.0,3.0,13.0,11.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,20225.08
240.0,116.0,13.6,0.06,6587.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8953.2
30.0,5000.0,24.0,0.8,1558.0,1.0,23.0,12.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,11653.64
60.0,6849.0,13.15,0.22,880.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13841.89
60.0,26292.0,11.8,0.2,3218.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15990.35
60.0,145784.18484021962,2.66,0.04,8754.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8109.91
20.0,500.0,32.0,1.6,166.0,1.0,3.0,23.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1225.17
30.0,24996.0,3.33,0.11,8701.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3975.7
25.0,16.0,20.0,0.8,139.0,1.0,23.0,16.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,1629.85
60.0,9751.0,8.2,0.14,3723.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,19056.13
60.0,4836.0,20.5,0.34,531.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3228.0
30.0,960.0,3.55,0.12,76.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,137.4
90.0,9959.0,9.3,0.1,630.0,1.0,12.0,6.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,3416.2
60.0,4501.0,11.4,0.19,507.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7445.8
60.0,5.0,6.52,0.11,1683.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6443.5
120.0,3200.0,41.1,0.34,749.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2717.0
100.0,2737.0,80.0,0.8,1300.0,1.0,9.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,23269.06
100.0,3180.0,89.0,0.89,1290.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,15890.52
120.0,1435.0,82.2,0.68,355.0,1.0,13.0,10.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,5101.21
30.0,40890.0,4.3,0.14,3329.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,10455.35
60.0,231.0,91.5,1.52,23.0,1.0,8.0,14.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,250.0
60.0,288.0,2.26,0.04,29.0,1.0,4.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,594.4
20.0,2.0,32.0,1.6,54.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2734.02
60.0,1778.0,10.25,0.17,716.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2601.0
60.0,887.0,8.0,0.13,28103.0,0.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36650.58
60.0,1700.0,2.23,0.04,2699.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4063.81
20.0,385.0,32.0,1.6,129.0,1.0,3.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2039.73
60.0,2329.0,3.27,0.05,153.0,1.0,18.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1013.24
30.0,5148.0,9.6,0.32,12079.0,0.0,22.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16971.93
30.0,100000.0,13.69,0.46,10442.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11520.85
30.0,3115.0,20.0,0.67,420.0,1.0,0.0,14.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2335.73
100.0,3031.0,89.0,0.89,1231.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,20705.23
60.0,36180.0,7.72,0.13,2907.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11320.56
307.501710918752,100.0,129.58352457209097,0.55,337.0,1.0,14.0,10.0,1.0,0.0,1.0,10.0,7.0,2.0,0.0,2535.4
60.0,135900.0,11.22,0.19,34813.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14716.83
60.0,9560.0,3.8,0.06,722.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2787.55
60.0,26550.0,11.4,0.19,2991.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7445.8
60.0,108700.0,8.58,0.14,36920.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29935.05
90.0,1280.0,9.69,0.11,177.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13398.06
60.0,1400.0,5.44,0.09,1165.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13290.31
60.0,20000.0,8.76,0.15,1807.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21347.2
30.0,46802.0,11.49,0.38,5281.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,13625.75
60.0,60000.0,8.26,0.14,7857.0,1.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40857.69
30.0,1800.0,22.5,0.75,174.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2148.5
60.0,15000.0,2.51,0.04,877.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9178.48
300.0,699.0,30.82,0.1,728.0,1.0,14.0,8.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,6941.12
30.0,4200.0,5.13,0.17,238.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.53
60.0,8000.0,6.49,0.11,696.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1599.67
60.0,296.0,1.5,0.02,722.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2787.55
30.0,5745.0,4.51,0.15,488.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,4232.71
60.0,50000.0,8.26,0.14,6909.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4947.38
60.0,55000.0,4.25,0.07,5357.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3403.99
120.0,161.0,100.16,0.83,30.0,1.0,17.0,14.0,1.0,0.0,1.0,17.0,3.0,0.0,0.0,1072.35
30.0,33000.0,1.56,0.05,2343.0,1.0,1.0,5.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,20464.55
30.0,2357.0,50.4,1.68,2462.0,1.0,8.0,6.0,1.0,0.0,1.0,7.0,3.0,0.0,1.0,3451.41
20.0,155.0,32.0,1.6,55.0,1.0,3.0,7.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1126.84
30.0,32280.0,4.53,0.15,7017.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,11372.23
120.0,2121.0,41.1,0.34,465.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2206.0
60.0,24732.0,7.72,0.13,2143.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6323.1
60.0,2085.0,4.0,0.07,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8127.62
50.0,500.0,91.0,1.82,284.0,1.0,24.0,0.0,1.0,1.0,2.0,21.0,3.0,1.0,0.0,32609.44
60.0,850.0,1.55,0.03,555.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10575.63
120.0,17497.0,29.31,0.24,4898.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18461.22
60.0,20000.0,8.76,0.15,1804.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6321.99
240.0,3000.0,2.15,0.01,2584.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26877.3
20.0,6042.0,32.0,1.6,1990.0,1.0,3.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,22859.07
30.0,1344.0,7.5,0.25,86.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3573.32
30.0,24599.0,11.0,0.37,10435.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,121330.06
60.0,137.0,5.09,0.08,2014.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7726.12
60.0,386.0,9.5,0.16,78.0,1.0,26.0,0.0,1.0,0.0,0.0,24.0,3.0,0.0,0.0,570.75
30.0,12984.0,3.24,0.11,2832.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,7474.2
60.0,6156.0,2.4,0.04,1044.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,3854.23
300.0,68.0,30.82,0.1,116.0,1.0,14.0,6.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,1818.56
180.0,2450.0,50.0,0.28,1013.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3646.0
30.0,61060.0,4.12,0.14,3718.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19949.86
240.0,237.0,21.5,0.09,85.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,759.41
180.0,5196.0,16.96,0.09,1489.0,1.0,8.0,0.0,1.0,0.0,0.0,7.0,3.0,3.0,0.0,2093.31
60.0,63940.0,11.4,0.19,7189.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11492.86
120.0,7995.0,21.78,0.18,1946.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12382.0
240.0,2133.0,2.1,0.01,1784.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4017.69
60.0,1440.0,1.8,0.03,99.0,1.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1497.53
30.0,18616.0,10.15,0.34,2101.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4384.01
60.0,79235.0,2.51,0.04,14810.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16532.5
120.0,12480.0,41.1,0.34,2803.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,8669.38
60.0,46000.0,11.22,0.19,20316.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25790.82
60.0,5080.0,11.0,0.18,1172.0,1.0,1.0,14.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,5595.44
100.0,275.0,77.7,0.78,64.0,1.0,6.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,2319.8
300.0,420.0,30.82,0.1,494.0,1.0,14.0,4.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,2737.95
20.0,160.0,32.0,1.6,59.0,1.0,3.0,17.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1099.39
