Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Pack_Price,Unit_Price,Weight_Kilograms_Clean,Shipment_mode,Manufacturing_site,Country,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
270.0,400.0,97.3,0.36,108.0,1.0,5.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,23000.34
90.0,2150.0,9.71,0.11,16417.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20264.93
100.0,150.0,70.0,0.7,37.0,1.0,6.0,22.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,2541.8
60.0,961.0,8.58,0.14,22942.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26340.0
240.0,13850.0,2.15,0.01,35216.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,88801.0
60.0,1700.0,2.23,0.04,75.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1556.99
30.0,20000.0,5.54,0.18,8996.0,1.0,22.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43098.9
30.0,1800.0,24.0,0.8,560.0,1.0,23.0,0.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,5180.34
20.0,2120.0,31.0,1.55,610.0,1.0,20.0,0.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,8291.96
60.0,50000.0,2.44,0.04,7567.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16697.66
20.0,35.0,32.0,1.6,177.0,1.0,3.0,15.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1692.35
60.0,4685.0,7.4,0.12,555.0,1.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10575.63
60.0,420.0,1.4,0.02,36.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,843.36
100.0,4300.0,71.99,0.72,1017.0,1.0,6.0,3.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,519.71
60.0,19767.0,2.66,0.04,1161.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7826.75
60.0,45116.0,11.22,0.19,5285.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11065.0
20.0,220.0,27.0,1.35,115.0,1.0,20.0,0.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,7883.32
100.0,100.0,80.0,0.8,39.0,1.0,9.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,1176.54
30.0,53957.0,4.67,0.16,4565.0,1.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,6105.83
240.0,15000.0,1.95,0.01,5641.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45291.49
60.0,24940.0,4.25,0.07,1456.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2326.77
60.0,2000.0,5.56,0.09,209.0,3.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12601.07
60.0,45950.0,8.11,0.14,6061.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6901.96
60.0,145784.18484021962,11.22,0.19,26409.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60432.88
60.0,9780.0,7.53,0.13,550.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2794.67
30.0,96764.0,4.53,0.15,8468.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,30412.15
30.0,2158.0,5.74,0.19,196.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3009.33
180.0,400.0,50.0,0.28,89.0,3.0,8.0,11.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,7329.83
60.0,3000.0,8.76,0.15,1642.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15347.04
20.0,30.0,32.0,1.6,112.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3196.31
100.0,200.0,0.01,0.0,1693.0,0.0,6.0,23.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1220.73
30.0,3866.0,11.89,0.4,638.0,0.0,27.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3526.7
60.0,5000.0,11.22,0.19,608.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6147.18
60.0,20651.0,11.0,0.18,2367.0,1.0,12.0,10.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,10648.45
30.0,16611.0,11.49,0.38,1961.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,7308.37
30.0,125014.0,13.27,0.44,14275.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131278.81
120.0,4.0,41.1,0.34,217.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,3499.1
300.0,141.0,82.2,0.27,225.0,1.0,14.0,18.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,1831.83
60.0,396.0,15.21,0.25,53.0,1.0,13.0,10.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,439.17
100.0,5.0,129.58352457209097,4.0,12.0,1.0,11.0,17.0,1.0,1.0,2.0,9.0,3.0,1.0,0.0,1840.97
240.0,3000.0,2.1,0.01,1151.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7086.88
20.0,2000.0,32.0,1.6,793.0,1.0,3.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,7938.18
30.0,28080.0,3.19,0.11,1772.0,1.0,12.0,4.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,11656.59
60.0,6384.0,8.76,0.15,579.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3119.75
300.0,50.0,41.1,0.14,50.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,661.06
240.0,6816.0,8.51,0.04,9404.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14088.22
60.0,8940.0,13.5,0.22,1054.0,1.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2722.38
30.0,48.0,20.0,0.67,4.0,1.0,1.0,4.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,970.79
60.0,9072.0,8.55,0.14,902.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,7421.81
60.0,5131.0,11.8,0.2,691.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8252.73
30.0,1082.0,2.0,0.07,691.0,1.0,10.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8252.73
30.0,76134.0,11.89,0.4,9400.0,0.0,27.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43758.8
36.0,58.0,85.0,2.36,23.0,1.0,9.0,17.0,1.0,1.0,2.0,4.0,3.0,1.0,0.0,1148.65
30.0,42.0,11.0,0.37,112.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9687.69
60.0,145784.18484021962,2.26,0.04,15683.0,2.0,16.0,7.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,36173.15
120.0,3393.0,21.8,0.18,915.0,1.0,1.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,6006.37
30.0,88000.0,11.0,0.37,7579.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6759.28
60.0,70000.0,3.89,0.06,3922.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26340.0
270.0,168.0,94.43,0.35,86.0,1.0,17.0,3.0,1.0,0.0,1.0,17.0,3.0,2.0,0.0,1242.33
60.0,5964.0,8.61,0.14,3509.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,12835.2
60.0,14404.0,3.89,0.06,3832.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4356.74
30.0,8000.0,22.5,0.75,2460.0,1.0,5.0,9.0,1.0,1.0,2.0,16.0,3.0,1.0,0.0,13380.07
60.0,1080.0,40.62,0.68,282.0,1.0,5.0,7.0,1.0,0.0,0.0,29.0,3.0,2.0,0.0,1028.1
20.0,240.0,32.0,1.6,83.0,1.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1215.46
30.0,50.0,23.4,0.78,18.0,1.0,5.0,12.0,1.0,1.0,2.0,16.0,3.0,1.0,0.0,2644.79
60.0,49999.0,9.81,0.16,9370.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3855.94
20.0,500.0,32.0,1.6,260.0,1.0,3.0,17.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,9597.9
120.0,10280.0,36.16,0.3,2573.0,1.0,13.0,0.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,13562.35
30.0,5000.0,11.0,0.37,3427.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3874.22
20.0,3640.0,32.0,1.6,1213.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,15504.42
240.0,12512.0,6.2,0.03,35216.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,88801.0
60.0,35000.0,4.25,0.07,2032.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4428.06
60.0,980.0,8.11,0.14,116.0,1.0,12.0,1.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,2322.08
100.0,1500.0,100.0,1.0,714.0,1.0,9.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,11293.85
30.0,54392.0,3.81,0.13,4883.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16898.58
30.0,11811.0,5.9,0.2,1184.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,5904.94
60.0,53051.0,7.15,0.12,4611.0,1.0,1.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,21225.33
240.0,592.0,13.6,0.06,195.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,221.96
25.0,10000.0,20.0,0.8,3334.0,1.0,23.0,6.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,23030.38
30.0,17422.0,3.91,0.13,14314.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15219.72
60.0,4669.0,2.95,0.05,8578.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5216.63
30.0,30000.0,19.92,0.66,3289.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9736.1
120.0,12837.0,24.76,0.21,4613.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3592.8
100.0,3040.0,89.0,0.89,1235.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,13383.47
30.0,31579.0,4.3,0.14,2585.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,11617.57
30.0,4200.0,11.72,0.39,621.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4099.51
100.0,55.0,129.58352457209097,3.5,132.0,1.0,11.0,4.0,1.0,1.0,2.0,9.0,3.0,1.0,0.0,3013.19
60.0,7854.0,6.59,0.11,803.0,1.0,10.0,19.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,7032.5
60.0,17820.0,2.33,0.04,955.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12606.03
30.0,59989.0,13.27,0.44,7242.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5825.18
100.0,5500.0,71.99,0.72,1624.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,12646.15
30.0,43000.0,3.33,0.11,28696.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22890.82
30.0,86843.0,6.65,0.22,8106.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,10748.78
60.0,200.0,5.85,0.1,21.0,1.0,10.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.05
30.0,525.0,3.81,0.13,3637.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25634.47
20.0,35.0,32.0,1.6,176.0,1.0,3.0,15.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,4124.74
100.0,350.0,72.0,0.72,476.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,2172.0
307.501710918752,1455.0,38.36,0.11,3023.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,13721.28
30.0,9744.0,4.7,0.16,989.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12924.8
60.0,1200.0,30.0,0.5,464.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2394.27
100.0,1500.0,4.76,0.05,1055.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11490.2
30.0,53149.0,19.9,0.66,5808.0,1.0,0.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,28514.49
60.0,4.0,26.3,0.44,1.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
100.0,1505.0,71.99,0.72,440.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,1759.4
120.0,175.0,90.0,0.75,37.0,1.0,2.0,14.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,1333.01
60.0,372.0,7.0,0.12,95.0,1.0,5.0,9.0,1.0,0.0,0.0,26.0,3.0,0.0,0.0,2265.88
60.0,37350.0,11.75,0.2,3860.0,2.0,0.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,59186.46
30.0,145784.18484021962,5.36,0.18,25523.0,1.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51090.0
60.0,9670.0,5.94,0.1,1128.0,1.0,13.0,9.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,13330.73
20.0,47.0,32.0,1.6,509.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,8021.11
30.0,6872.0,13.0,0.43,577.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2143.5
60.0,374.0,27.53,0.46,1118.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2810.58
30.0,78082.0,6.08,0.2,21063.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29250.68
180.0,270.0,16.96,0.09,76.0,1.0,5.0,4.0,1.0,0.0,0.0,7.0,3.0,3.0,0.0,290.0
240.0,2280.0,1.95,0.01,845.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5435.44
60.0,7150.0,2.95,0.05,21063.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29250.68
60.0,6016.0,15.5,0.26,6587.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8953.2
60.0,4000.0,21.42,0.36,3189.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1211.48
60.0,4730.0,7.53,0.13,260.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1898.84
30.0,621.0,17.0,0.57,40.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1388.0
60.0,67334.0,8.58,0.14,8716.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26340.0
30.0,42032.0,4.62,0.15,4559.0,3.0,4.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,25272.8
60.0,45307.0,8.11,0.14,20329.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49570.0
60.0,408.0,14.49,0.24,42.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4388.84
30.0,113000.0,6.47,0.22,7663.0,2.0,10.0,13.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,9560.03
60.0,145784.18484021962,8.58,0.14,19164.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14509.09
30.0,9852.0,10.0,0.33,1078.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9736.1
60.0,426.0,26.09,0.43,45.0,1.0,21.0,6.0,1.0,0.0,0.0,19.0,0.0,2.0,0.0,1013.19
60.0,29500.0,3.04,0.05,1650.0,1.0,18.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11339.5
100.0,1993.0,72.0,0.72,967.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,14582.14
120.0,378.0,21.78,0.18,5426.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20499.33
60.0,540.0,1.43,0.02,6587.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,8953.2
30.0,63652.0,3.19,0.11,3963.0,2.0,12.0,14.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,12961.76
100.0,3250.0,80.0,0.8,979.0,1.0,6.0,12.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,9507.81
90.0,2520.0,12.73,0.14,1582.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6037.19
30.0,1444.0,11.0,0.37,822.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7321.04
100.0,7233.0,80.0,0.8,2933.0,1.0,9.0,9.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,42028.45
60.0,62410.0,11.22,0.19,7701.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27912.64
60.0,2880.0,11.46,0.19,703.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4234.12
30.0,11994.0,5.36,0.18,1199.0,1.0,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7918.0
30.0,662.0,26.25,0.88,58.0,3.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7445.8
30.0,4000.0,12.01,0.4,6606.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22666.98
20.0,5958.0,27.0,1.35,2147.0,1.0,20.0,8.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,11066.17
60.0,66645.0,5.56,0.09,14340.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16222.85
60.0,115745.0,11.22,0.19,15500.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83195.98
60.0,1514.0,6.85,0.11,204.0,1.0,13.0,7.0,1.0,0.0,1.0,10.0,7.0,0.0,0.0,1949.64
30.0,20617.0,3.4,0.11,1770.0,1.0,1.0,14.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,7651.56
60.0,1939.0,2.44,0.04,2156.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3423.25
240.0,394.0,1.86,0.01,615.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8420.68
60.0,216.0,7.39,0.12,24.0,1.0,13.0,4.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,4059.85
60.0,32040.0,11.22,0.19,4212.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6147.18
30.0,6500.0,1.25,0.04,406.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,4837.38
100.0,25.0,129.58352457209097,3.5,60.0,1.0,11.0,4.0,1.0,1.0,2.0,9.0,3.0,1.0,0.0,3097.85
100.0,115.0,8.0,0.08,173.0,1.0,9.0,15.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,4594.07
30.0,20000.0,26.25,0.88,1741.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10665.71
60.0,89674.0,2.72,0.05,9667.0,2.0,10.0,13.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,17703.62
25.0,100.0,20.0,0.8,34.0,1.0,23.0,17.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,871.3
30.0,34553.0,4.32,0.14,2634.0,1.0,21.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20805.8
60.0,1144.0,9.35,0.16,123.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,845.37
30.0,5000.0,8.23,0.27,607.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4911.39
60.0,40080.0,11.35,0.19,4498.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19480.97
30.0,688.0,2.24,0.07,465.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6036.96
60.0,7760.0,7.65,0.13,675.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1587.92
100.0,7409.0,77.7,0.78,1275.0,1.0,6.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,15873.44
60.0,1176.0,8.61,0.14,105.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,865.6
60.0,9310.0,3.2,0.05,376.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2342.92
30.0,10000.0,16.25,0.54,910.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3026.0
60.0,5432.0,11.23,0.19,506.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,635.95
60.0,23787.0,2.66,0.04,1378.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2559.88
240.0,186.0,1.95,0.01,81.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1535.56
30.0,2660.0,3.14,0.1,2187.0,1.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24532.28
60.0,520.0,7.0,0.12,104.0,1.0,26.0,10.0,1.0,0.0,0.0,24.0,3.0,0.0,0.0,2658.09
40.0,18.0,110.0,2.75,20.0,1.0,24.0,0.0,1.0,1.0,2.0,21.0,3.0,1.0,0.0,2199.43
240.0,4320.0,1.95,0.01,1624.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15446.4
60.0,439.0,2.33,0.04,1787.0,1.0,12.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18046.12
60.0,145784.18484021962,8.26,0.14,17967.0,0.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21180.7
200.0,5900.0,1.4,0.01,2093.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5962.31
180.0,48.0,50.0,0.28,11.0,1.0,8.0,14.0,1.0,0.0,1.0,7.0,3.0,2.0,0.0,48.0
60.0,145784.18484021962,8.26,0.14,21394.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13590.64
60.0,6384.0,3.6,0.06,382.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.3
30.0,137269.0,4.22,0.14,8474.0,0.0,12.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3279.25
60.0,8366.0,7.43,0.12,458.0,1.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1697.9
60.0,57925.0,2.72,0.05,6220.0,2.0,10.0,13.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,7175.28
60.0,53733.0,2.76,0.05,2232.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6933.76
60.0,33516.0,8.29,0.14,4237.0,1.0,27.0,22.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6786.64
30.0,6667.0,22.0,0.73,2020.0,1.0,5.0,12.0,1.0,1.0,2.0,16.0,3.0,1.0,0.0,10682.41
60.0,145235.0,8.11,0.14,46946.48571682304,3.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28812.57
100.0,2000.0,97.68,0.98,453.0,1.0,6.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,7030.94
240.0,2966.0,6.83,0.03,1067.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6310.4
60.0,15000.0,6.52,0.11,1547.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3410.0
240.0,2976.0,1.92,0.01,209.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5463.97
30.0,1461.0,23.0,0.77,154.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2986.16
30.0,25511.0,11.89,0.4,3041.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3526.69
100.0,3622.0,80.0,0.8,1091.0,1.0,6.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,15045.56
100.0,8787.0,80.0,0.8,3567.0,1.0,9.0,9.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,51732.62
240.0,11326.0,1.95,0.01,4274.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24213.81
30.0,6180.0,16.5,0.55,2130.0,1.0,5.0,7.0,1.0,1.0,2.0,16.0,3.0,1.0,0.0,17331.66
30.0,49467.0,4.7,0.16,8615.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49580.17
180.0,75.0,50.0,0.28,19.0,1.0,8.0,14.0,1.0,0.0,1.0,7.0,3.0,2.0,0.0,435.0
60.0,16610.0,13.28,0.22,2095.0,1.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10098.25
60.0,38939.0,2.25,0.04,3962.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,20233.34
30.0,1000.0,17.0,0.57,76.0,1.0,19.0,10.0,1.0,0.0,1.0,32.0,3.0,0.0,0.0,2282.57
60.0,30060.0,4.25,0.07,1754.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3537.26
30.0,56228.0,3.64,0.12,6242.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17129.96
30.0,48072.0,3.56,0.12,5754.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10075.8
30.0,21146.0,4.1,0.14,1301.0,1.0,12.0,10.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,5664.49
30.0,1542.0,5.74,0.19,9400.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2317.16
20.0,2400.0,32.0,1.6,1636.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,21087.7
