num_impute__Unit_of_Measure_(Per_Pack),num_impute__Line_Item_Quantity,num_impute__Pack_Price,num_impute__Unit_Price,num_impute__Freight_Cost_USD_Clean,num_impute__Weight_Kilograms_Clean,num_scaler__Unit_of_Measure_(Per_Pack),num_scaler__Line_Item_Quantity,num_scaler__Pack_Price,num_scaler__Unit_Price,num_scaler__Freight_Cost_USD_Clean,num_scaler__Weight_Kilograms_Clean,cat_impute__Shipment_mode,cat_impute__Manufacturing_site,cat_impute__Country,cat_impute__Dosage_Form,cat_impute__First_Line_Designation,cat_impute__Fulfill_via,cat_impute__Sub_Classification,cat_impute__Brand,cat_ohe__Shipment_mode_Air,cat_ohe__Shipment_mode_Air Charter,cat_ohe__Shipment_mode_Ocean,cat_ohe__Shipment_mode_Truck,cat_ohe__Manufacturing_site_ABBVIE (Abbott) Logis. UK,cat_ohe__Manufacturing_site_ABBVIE GmbH & Co.KG Wiesbaden,cat_ohe__Manufacturing_site_ABBVIE Ludwigshafen Germany,"cat_ohe__Manufacturing_site_Alere Medical Co., Ltd.","cat_ohe__Manufacturing_site_Aspen-OSD, Port Elizabeth, SA","cat_ohe__Manufacturing_site_Aurobindo Unit III, India","cat_ohe__Manufacturing_site_Aurobindo Unit VII, IN","cat_ohe__Manufacturing_site_BMS Meymac, France",cat_ohe__Manufacturing_site_Bio-Rad Laboratories,cat_ohe__Manufacturing_site_Chembio Diagnostics Sys. Inc.,"cat_ohe__Manufacturing_site_Cipla, Goa, India","cat_ohe__Manufacturing_site_Cipla, Kurkumbh, India","cat_ohe__Manufacturing_site_Cipla, Patalganga, India","cat_ohe__Manufacturing_site_Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",cat_ohe__Manufacturing_site_Gilead(Nycomed) Oranienburg DE,cat_ohe__Manufacturing_site_Hetero Unit III Hyderabad IN,"cat_ohe__Manufacturing_site_Hetero, Jadcherla, unit 5, IN",cat_ohe__Manufacturing_site_Inverness Japan,"cat_ohe__Manufacturing_site_KHB Test Kit Facility, Shanghai China","cat_ohe__Manufacturing_site_MSD, Haarlem, NL","cat_ohe__Manufacturing_site_Micro labs, Verna, Goa, India",cat_ohe__Manufacturing_site_Mylan (formerly Matrix) Nashik,cat_ohe__Manufacturing_site_Others,"cat_ohe__Manufacturing_site_Pacific Biotech, Thailand","cat_ohe__Manufacturing_site_Ranbaxy, Paonta Shahib, India",cat_ohe__Manufacturing_site_Roche Basel,"cat_ohe__Manufacturing_site_Standard Diagnostics, Korea","cat_ohe__Manufacturing_site_Strides, Bangalore, India.","cat_ohe__Manufacturing_site_Trinity Biotech, Plc",cat_ohe__Country_Botswana,cat_ohe__Country_Burundi,cat_ohe__Country_Cameroon,"cat_ohe__Country_Congo, DRC",cat_ohe__Country_Côte d'Ivoire,cat_ohe__Country_Dominican Republic,cat_ohe__Country_Ethiopia,cat_ohe__Country_Ghana,cat_ohe__Country_Guyana,cat_ohe__Country_Haiti,cat_ohe__Country_Kenya,cat_ohe__Country_Mozambique,cat_ohe__Country_Namibia,cat_ohe__Country_Nigeria,cat_ohe__Country_Others,cat_ohe__Country_Rwanda,cat_ohe__Country_South Africa,cat_ohe__Country_South Sudan,cat_ohe__Country_Sudan,cat_ohe__Country_Tanzania,cat_ohe__Country_Uganda,cat_ohe__Country_Vietnam,cat_ohe__Country_Zambia,cat_ohe__Country_Zimbabwe,cat_ohe__Dosage_Form_Capsule,cat_ohe__Dosage_Form_Injection,cat_ohe__Dosage_Form_Oral,cat_ohe__Dosage_Form_Tablet,cat_ohe__Dosage_Form_Test kit,cat_ohe__First_Line_Designation_No,cat_ohe__First_Line_Designation_Yes,cat_ohe__Fulfill_via_Direct Drop,cat_ohe__Fulfill_via_From RDC,cat_ohe__Sub_Classification_ACT,cat_ohe__Sub_Classification_Adult,cat_ohe__Sub_Classification_HIV test,cat_ohe__Sub_Classification_HIV test - Ancillary,cat_ohe__Sub_Classification_Malaria,cat_ohe__Sub_Classification_Pediatric,cat_ohe__Brand_Aluvia,cat_ohe__Brand_Bioline,cat_ohe__Brand_Colloidal Gold,cat_ohe__Brand_Determine,cat_ohe__Brand_Generic,cat_ohe__Brand_Kaletra,cat_ohe__Brand_Norvir,cat_ohe__Brand_Others,cat_ohe__Brand_Stat-Pak,cat_ohe__Brand_Truvada,cat_ohe__Brand_Uni-Gold
100.0,1116.0,70.0,0.7,5175.72,255.0,0.6666666666666666,-0.15550614223745124,3.3021505376344082,1.4999999999999998,-0.09526612377434737,-0.2549585981128442,Air,Inverness Japan,Côte d'Ivoire,Test kit,Yes,Direct Drop,HIV test,Determine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,9.0,129.58352457209097,11.761991170924096,1148.0,13.0,-0.7,-0.20930995516348924,6.505565837209192,32.227753252566934,-0.4065875967488297,-0.3170935233326914,Air,Bio-Rad Laboratories,Côte d'Ivoire,Test kit,Yes,From RDC,HIV test,Others,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60.0,76000.0,6.66,0.11,15328.58,8280.0,0.0,3.4841006573591415,-0.10322580645161289,-0.1388888888888889,0.689496305119345,1.8055074138263045,Truck,"Cipla, Goa, India",Zimbabwe,Tablet,Yes,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,2580.0,41.1,0.34,1146.27,587.0,1.0,-0.08435096416724383,1.7483870967741937,0.5000000000000001,-0.4067213166072721,-0.16971564285255794,Truck,ABBVIE Ludwigshafen Germany,Tanzania,Tablet,Yes,From RDC,Adult,Aluvia,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,43772.0,3.81,0.13,15677.98,4026.0,-0.5,1.9177146745403955,-0.25645161290322577,-0.08333333333333333,0.7165030788417696,0.7132678605815521,Truck,"Aurobindo Unit III, India",Côte d'Ivoire,Tablet,No,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,76000.0,7.4,0.12,37040.86,8848.0,0.0,3.4841006573591415,-0.06344086021505374,-0.11111111111111113,2.3677408184505584,1.951344758970409,Truck,"Cipla, Goa, India",Zimbabwe,Tablet,Yes,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,84875.0,9.62,0.16,7433.02,18031.0,0.0,3.9154546227779194,0.05591397849462361,0.0,0.07921123834250758,4.309134090763207,Truck,"Cipla, Goa, India",Mozambique,Tablet,Yes,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,35820.0,7.15,0.12,18779.99,3114.0,0.0,1.5312215215251703,-0.0768817204301075,-0.11111111111111113,0.9562720603949993,0.47910648950510304,Air,"Aurobindo Unit III, India",Rwanda,Tablet,Yes,Direct Drop,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,15027.0,6.07,0.2,4529.5,1248.0,-0.5,0.5206138592206466,-0.13494623655913976,0.11111111111111113,-0.1452155150591363,0.0,Truck,Mylan (formerly Matrix) Nashik,Tanzania,Tablet,Yes,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,15650.0,7.21,0.12,20264.93,16417.0,0.0,0.5508936925114521,-0.07365591397849462,-0.11111111111111113,1.0710500757681454,3.894730085371333,Air,"Aurobindo Unit III, India",Nigeria,Tablet,Yes,From RDC,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,56404.0,13.27,0.44,15459.09,6886.0,-0.5,2.53167110171448,0.25215053763440853,0.7777777777777779,0.699584038486585,1.4475897040888375,Air,Mylan (formerly Matrix) Nashik,Nigeria,Tablet,Yes,From RDC,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,74064.0,3.64,0.12,38492.46,10611.0,-0.5,3.3900047388182117,-0.26559139784946234,-0.11111111111111113,2.479941827996842,2.404005391873676,Truck,"Strides, Bangalore, India.",Côte d'Ivoire,Tablet,No,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,4500.0,32.0,1.6,17507.94,1353.0,-0.6666666666666666,0.008967302154339664,1.2591397849462365,4.000000000000001,0.8579493170818616,0.026959368380512227,Air,"Trinity Biotech, Plc",Zambia,Test kit,Yes,Direct Drop,HIV test,Uni-Gold,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,595.0,0.01,0.0,1642.0,200.0,0.6666666666666666,-0.1808284426299226,-0.460752688172043,-0.4444444444444445,-0.3684040071126598,-0.26908017202644585,Air,Inverness Japan,Côte d'Ivoire,Test kit,No,From RDC,HIV test - Ancillary,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,20.0,129.58352457209097,3.5,1119.99,48.0,0.6666666666666666,-0.2087753192626885,6.505565837209192,9.277777777777779,-0.40875262174014376,-0.308107067205854,Air,"Pacific Biotech, Thailand",Botswana,Test kit,Yes,Direct Drop,HIV test,Others,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20.0,450.0,32.0,1.6,2496.62,154.0,-0.6666666666666666,-0.18787591586775051,1.2591397849462365,4.000000000000001,-0.3023463970420859,-0.2808909429360036,Air,"Trinity Biotech, Plc",Botswana,Test kit,Yes,Direct Drop,HIV test,Uni-Gold,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300.0,6914.0,30.82,0.1,41141.5,6090.0,4.0,0.12629558074824723,1.1956989247311829,-0.16666666666666666,2.684698622105748,1.243212016175621,Air,ABBVIE (Abbott) Logis. UK,Zimbabwe,Oral,Yes,Direct Drop,Pediatric,Kaletra,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120.0,5410.0,33.6,0.28,12314.4,4502.0,1.0,0.05319627212967351,1.3451612903225807,0.3333333333333334,0.45651611846033563,0.8354836639065408,Air,"Aurobindo Unit III, India",Others,Tablet,No,From RDC,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,7500.0,80.0,0.8,17662.98,2215.0,0.6666666666666666,0.15477709328181388,3.8397849462365587,1.777777777777778,0.8699330898292135,0.2482829449900507,Air,Inverness Japan,Kenya,Test kit,Yes,Direct Drop,HIV test,Determine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,120000.0,7.72,0.13,46181.17,24636.0,0.0,5.6226442605620965,-0.04623655913978496,-0.08333333333333333,3.0742384827974814,6.005006739842095,Truck,Hetero Unit III Hyderabad IN,Côte d'Ivoire,Tablet,No,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,35000.0,12.42,0.41,24448.0,2153.0,-0.5,1.4913668452836608,0.20645161290322578,0.6944444444444444,1.394379282851897,0.2323640798510816,Air,"Strides, Bangalore, India.",Haiti,Tablet,Yes,From RDC,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,40900.0,3.28,0.05,8109.92,3127.0,0.0,1.7781261011676934,-0.2849462365591398,-0.3055555555555556,0.13153203150996384,0.4824443160664998,Truck,"Cipla, Goa, India",Zambia,Tablet,Yes,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,79075.0,8.97,0.3,8510.81,10381.0,-0.5,3.6335556932648028,0.0209677419354839,0.38888888888888884,0.16251871015215846,2.3449515373258873,Truck,Mylan (formerly Matrix) Nashik,Zambia,Tablet,No,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2200.0,4.0,0.07,2151.95,105.0,0.0,-0.1028202043767239,-0.24623655913978493,-0.25,-0.32898756675847995,-0.29347198151357595,Truck,"Aurobindo Unit III, India",Côte d'Ivoire,Tablet,Yes,From RDC,Pediatric,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,5102.0,80.0,0.8,13789.73,3543.0,0.6666666666666666,0.03822646690725282,3.8397849462365587,1.777777777777778,0.5705513316140411,0.5892547660311959,Air,"Alere Medical Co., Ltd.",Mozambique,Test kit,Yes,Direct Drop,HIV test,Determine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
