num_impute__Unit_of_Measure_(Per_Pack),num_impute__Line_Item_Quantity,num_impute__Pack_Price,num_impute__Unit_Price,num_impute__Freight_Cost_USD_Clean,num_impute__Weight_Kilograms_Clean,num_scaler__Unit_of_Measure_(Per_Pack),num_scaler__Line_Item_Quantity,num_scaler__Pack_Price,num_scaler__Unit_Price,num_scaler__Freight_Cost_USD_Clean,num_scaler__Weight_Kilograms_Clean,cat_impute__Shipment_mode,cat_impute__Manufacturing_site,cat_impute__Country,cat_impute__Dosage_Form,cat_impute__First_Line_Designation,cat_impute__Fulfill_via,cat_impute__Sub_Classification,cat_impute__Brand,cat_ohe__Shipment_mode_Air,cat_ohe__Shipment_mode_Air Charter,cat_ohe__Shipment_mode_Ocean,cat_ohe__Shipment_mode_Truck,cat_ohe__Manufacturing_site_ABBVIE (Abbott) Logis. UK,cat_ohe__Manufacturing_site_ABBVIE GmbH & Co.KG Wiesbaden,cat_ohe__Manufacturing_site_ABBVIE Ludwigshafen Germany,"cat_ohe__Manufacturing_site_Alere Medical Co., Ltd.","cat_ohe__Manufacturing_site_Aspen-OSD, Port Elizabeth, SA","cat_ohe__Manufacturing_site_Aurobindo Unit III, India","cat_ohe__Manufacturing_site_Aurobindo Unit VII, IN","cat_ohe__Manufacturing_site_BMS Meymac, France",cat_ohe__Manufacturing_site_Bio-Rad Laboratories,cat_ohe__Manufacturing_site_Chembio Diagnostics Sys. Inc.,"cat_ohe__Manufacturing_site_Cipla, Goa, India","cat_ohe__Manufacturing_site_Cipla, Kurkumbh, India","cat_ohe__Manufacturing_site_Cipla, Patalganga, India","cat_ohe__Manufacturing_site_Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",cat_ohe__Manufacturing_site_Gilead(Nycomed) Oranienburg DE,cat_ohe__Manufacturing_site_Hetero Unit III Hyderabad IN,"cat_ohe__Manufacturing_site_Hetero, Jadcherla, unit 5, IN",cat_ohe__Manufacturing_site_Inverness Japan,"cat_ohe__Manufacturing_site_KHB Test Kit Facility, Shanghai China","cat_ohe__Manufacturing_site_MSD, Haarlem, NL","cat_ohe__Manufacturing_site_Micro labs, Verna, Goa, India",cat_ohe__Manufacturing_site_Mylan (formerly Matrix) Nashik,cat_ohe__Manufacturing_site_Others,"cat_ohe__Manufacturing_site_Pacific Biotech, Thailand","cat_ohe__Manufacturing_site_Ranbaxy, Paonta Shahib, India",cat_ohe__Manufacturing_site_Roche Basel,"cat_ohe__Manufacturing_site_Standard Diagnostics, Korea","cat_ohe__Manufacturing_site_Strides, Bangalore, India.","cat_ohe__Manufacturing_site_Trinity Biotech, Plc",cat_ohe__Country_Botswana,cat_ohe__Country_Burundi,cat_ohe__Country_Cameroon,"cat_ohe__Country_Congo, DRC",cat_ohe__Country_Côte d'Ivoire,cat_ohe__Country_Dominican Republic,cat_ohe__Country_Ethiopia,cat_ohe__Country_Ghana,cat_ohe__Country_Guyana,cat_ohe__Country_Haiti,cat_ohe__Country_Kenya,cat_ohe__Country_Mozambique,cat_ohe__Country_Namibia,cat_ohe__Country_Nigeria,cat_ohe__Country_Others,cat_ohe__Country_Rwanda,cat_ohe__Country_South Africa,cat_ohe__Country_South Sudan,cat_ohe__Country_Sudan,cat_ohe__Country_Tanzania,cat_ohe__Country_Uganda,cat_ohe__Country_Vietnam,cat_ohe__Country_Zambia,cat_ohe__Country_Zimbabwe,cat_ohe__Dosage_Form_Capsule,cat_ohe__Dosage_Form_Injection,cat_ohe__Dosage_Form_Oral,cat_ohe__Dosage_Form_Tablet,cat_ohe__Dosage_Form_Test kit,cat_ohe__First_Line_Designation_No,cat_ohe__First_Line_Designation_Yes,cat_ohe__Fulfill_via_Direct Drop,cat_ohe__Fulfill_via_From RDC,cat_ohe__Sub_Classification_ACT,cat_ohe__Sub_Classification_Adult,cat_ohe__Sub_Classification_HIV test,cat_ohe__Sub_Classification_HIV test - Ancillary,cat_ohe__Sub_Classification_Malaria,cat_ohe__Sub_Classification_Pediatric,cat_ohe__Brand_Aluvia,cat_ohe__Brand_Bioline,cat_ohe__Brand_Colloidal Gold,cat_ohe__Brand_Determine,cat_ohe__Brand_Generic,cat_ohe__Brand_Kaletra,cat_ohe__Brand_Norvir,cat_ohe__Brand_Others,cat_ohe__Brand_Stat-Pak,cat_ohe__Brand_Truvada,cat_ohe__Brand_Uni-Gold
60.0,168.0,1.32,0.02,11490.2,1055.0,0.0,-0.2015820362337331,-0.39032258064516123,-0.38888888888888895,0.39280981364630485,-0.04955388664227486,Air,"Aurobindo Unit III, India",Haiti,Capsule,No,From RDC,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,400.0,1.56,0.05,1317.01,41.0,-0.5,-0.19030607905320843,-0.37741935483870964,-0.3055555555555556,-0.3935240168208761,-0.3099043584312215,Air,"Aurobindo Unit III, India",Haiti,Capsule,Yes,Direct Drop,Pediatric,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240.0,4439.0,16.15,0.07,6708.25,1592.0,3.0,0.006002503068081022,0.40698924731182784,-0.25,0.02319034712670418,0.08832402593234483,Truck,"Aurobindo Unit III, India",Tanzania,Oral,Yes,From RDC,Pediatric,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,8442.0,80.0,0.8,13343.23,1454.0,0.6666666666666666,0.20056136769584076,3.8397849462365587,1.777777777777778,0.5360392409813491,0.05289171320367161,Air,Inverness Japan,Kenya,Test kit,Yes,Direct Drop,HIV test,Determine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,1015.0,50.0,0.28,1167.97,257.0,2.0,-0.1604150718720762,2.2268817204301072,0.3333333333333334,-0.4050440212730517,-0.2544450863341678,Air,"MSD, Haarlem, NL",Côte d'Ivoire,Capsule,Yes,Direct Drop,Adult,Others,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,92500.0,4.71,0.16,20684.73,7778.0,-0.5,4.28605450856025,-0.20806451612903223,0.0,1.1034983974873034,1.6766159573785224,Ocean,Hetero Unit III Hyderabad IN,South Africa,Tablet,Yes,Direct Drop,Adult,Generic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,4275.0,2.44,0.04,4311.22,658.0,0.0,-0.001968432180220902,-0.33010752688172046,-0.3333333333333333,-0.1620874056376447,-0.1514859747095449,Air,"Aurobindo Unit III, India",Ethiopia,Tablet,No,From RDC,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,3176.0,89.0,0.89,16002.97,1288.0,0.6666666666666666,-0.05538341899658562,4.323655913978494,2.0277777777777777,0.7416230885499859,0.010270235573528469,Air,"Alere Medical Co., Ltd.",Nigeria,Test kit,Yes,Direct Drop,HIV test,Determine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,29635.0,6.61,0.11,21886.49,2608.0,0.0,1.2306103354840277,-0.10591397849462364,-0.1388888888888889,1.1963880952224524,0.3491880094999679,Air,Hetero Unit III Hyderabad IN,Haiti,Tablet,Yes,Direct Drop,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,145784.18484021962,9.81,0.16,16532.5,37944.0,0.0,6.875839795876967,0.06612903225806453,0.0,0.7825529594407573,9.421914115155017,Air Charter,"Aurobindo Unit III, India",Nigeria,Tablet,Yes,From RDC,Adult,Generic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,2880.0,89.0,0.89,26380.35,1249.0,0.6666666666666666,-0.06976998505449641,4.323655913978494,2.0277777777777777,1.54373972704917,0.0002567558893382117,Air,"Alere Medical Co., Ltd.",Nigeria,Test kit,Yes,Direct Drop,HIV test,Determine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2407.0,5.0,5.0,24410.67,1361.0,-0.9833333333333333,-0.09275932878892817,-0.1924731182795699,13.444444444444445,1.3914938711087426,0.029013415495217923,Air,"Alere Medical Co., Ltd.","Congo, DRC",Test kit,No,Direct Drop,HIV test - Ancillary,Determine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,276.0,8.56,0.29,2187.01,26.0,-0.5,-0.19633288375314403,-0.001075268817204278,0.36111111111111105,-0.32627761402033395,-0.31375569677129467,Air,"Aurobindo Unit III, India",Rwanda,Tablet,Yes,Direct Drop,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,35616.0,6.75,0.11,10048.1,3479.0,0.0,1.521306455728502,-0.09838709677419355,-0.1388888888888889,0.2813431039007165,0.5728223891135503,Air,"Cipla, Goa, India",Vietnam,Tablet,Yes,Direct Drop,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,75024.0,9.81,0.16,36194.84,18204.0,0.0,3.4366638719790035,0.06612903225806453,0.0,2.302347942936403,4.353552859618717,Truck,Hetero Unit III Hyderabad IN,Côte d'Ivoire,Tablet,No,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,60794.0,2.42,0.04,7423.38,6003.0,0.0,2.745039429397684,-0.3311827956989247,-0.3333333333333333,0.07846611728159121,1.2208742538031967,Truck,Mylan (formerly Matrix) Nashik,Zimbabwe,Tablet,Yes,From RDC,Adult,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,4500.0,8.0,0.13,4099.51,621.0,0.0,0.008967302154339664,-0.031182795698924733,-0.08333333333333333,-0.17845146993293526,-0.16098594261505872,Air,"Aurobindo Unit III, India",Nigeria,Tablet,No,From RDC,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,42805.0,7.27,0.12,37242.5,11111.0,0.0,1.8707153185336396,-0.07043010752688174,-0.11111111111111113,2.3833265249571114,2.532383336542782,Air Charter,"Cipla, Goa, India",Nigeria,Tablet,No,From RDC,Adult,Generic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,1436.0,11.45,0.19,7474.2,2832.0,0.0,-0.13995309785052065,0.15430107526881714,0.08333333333333333,0.0823942347417332,0.4067013287117273,Air,Hetero Unit III Hyderabad IN,Vietnam,Tablet,Yes,Direct Drop,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,28.0,129.58352457209097,3.5,782.13,109.0,0.6666666666666666,-0.20838649315301522,6.505565837209192,9.277777777777779,-0.4348674144415129,-0.2924449579562231,Air,"Pacific Biotech, Thailand",Haiti,Test kit,Yes,Direct Drop,HIV test,Others,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,145784.18484021962,6.86,0.23,19569.93,10151.0,-0.5,6.875839795876967,-0.09247311827956987,0.19444444444444448,1.0173302482435742,2.285897682778099,Ocean,"Cipla, Goa, India",South Africa,Tablet,Yes,Direct Drop,Adult,Generic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,34067.0,2.53,0.04,1791.42,1828.0,0.0,1.4460200002430164,-0.32526881720430106,-0.3333333333333333,-0.35685463066845635,0.14891841581616277,Air,"Aurobindo Unit III, India",South Africa,Tablet,Yes,Direct Drop,Adult,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240.0,450.0,6.83,0.03,1773.7,180.0,3.0,-0.18787591586775051,-0.09408602150537634,-0.36111111111111116,-0.35822429303354325,-0.2742152898132101,Air,"Aurobindo Unit III, India",Haiti,Oral,Yes,Direct Drop,Pediatric,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,240.0,5.0,0.05,190.06,751.0,0.6666666666666666,-0.1980826012466737,-0.1924731182795699,-0.3055555555555556,-0.48063129686233697,-0.1276076770010912,Truck,Inverness Japan,Kenya,Test kit,Yes,From RDC,HIV test - Ancillary,Generic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,3000.0,1.4,0.01,1850.7,342.0,2.3333333333333335,-0.06393759340939745,-0.38602150537634405,-0.4166666666666667,-0.35227259991211596,-0.2326208357404198,Air,"Aurobindo Unit III, India",Ethiopia,Oral,Yes,From RDC,Pediatric,Generic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
