,Country,Fulfill_Via,Shipment_Mode,Sub_Classification,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
3684,1,0,0,2,3,10416.0,15103.2,29.6,20910.43,3536.0
3685,9,0,2,2,2,18000.0,83700.0,86.04,13959.22,1764.0
3686,4,0,0,2,2,6160.0,40040.0,41.16,2543.67,356.0
3687,9,0,2,2,2,78000.0,170040.0,174.8,41158.49,5163.0
3688,14,0,0,1,3,168.0,336.0,0.42,1021.34,8.0
3689,19,0,3,2,2,82500.0,565950.0,933.82,7378.63,5624.0
3690,2,0,0,0,0,4817.0,385360.0,755.31,43338.93,2305.0
3691,15,0,0,2,2,20000.0,272000.0,448.8,17214.74,3295.0
3692,3,0,0,1,2,3000.0,21000.0,34.65,12689.71,1598.0
3693,5,0,0,2,2,250.0,2.5,0.0,280.23,24.0
3694,6,0,0,0,0,4500.0,450000.0,462.6,17758.82,1825.0
3695,4,0,0,0,0,2835.0,226800.0,374.22,24400.67,1094.0
3696,6,0,0,2,2,740.0,27750.0,59.83,2228.92,203.0
3697,1,0,0,2,2,1680.0,12600.0,24.7,9013.85,120.0
3698,4,0,0,0,0,7000.0,224000.0,482.94,33525.96,2304.0
3699,0,0,0,2,2,10560.0,381849.6,748.43,15873.33,2598.0
3700,10,0,0,0,0,520.0,16640.0,27.46,3496.34,177.0
3701,6,0,0,1,2,120.0,840.0,1.18,575.17,26.0
3702,19,0,3,2,2,120.0,541.2,1.17,19518.98,10.0
3703,15,0,0,0,0,150.0,12000.0,12.34,2572.91,66.0
3704,19,0,3,2,2,112595.0,728489.65,1202.01,9972.68,7991.0
3705,6,0,3,2,2,2160.0,24840.0,30.73,8768.76,6385.0
3706,3,0,0,0,0,11990.0,287760.0,564.01,28620.81,3997.0
3707,3,0,0,2,2,11500.0,62445.0,77.24,4168.19,632.0
3708,5,0,3,2,2,63410.0,278369.9,390.27,17075.43,6589.0
3709,19,0,0,1,1,32000.0,320640.0,529.06,11865.62,12374.0
3710,14,0,0,0,0,6000.0,480000.0,493.44,23178.68,2432.0
3711,6,0,3,2,2,31806.0,210237.66,216.12,20526.23,17826.0
3712,5,0,3,2,2,146746.99759882494,501734.25,1081.74,19328.36,12077.0
3713,6,0,0,1,2,408.0,775.2,1.09,304.63,26.0
3714,17,0,0,3,4,115.0,920.0,0.95,2084.52,149.0
3715,2,0,0,0,0,6360.0,566040.0,666.23,28759.53,2579.0
3716,2,0,0,0,0,898.0,79922.0,98.86,6522.64,364.0
3717,1,0,0,2,2,15945.0,35876.25,50.3,5180.86,1479.0
3718,1,0,0,2,2,540.0,8100.0,17.46,4885.33,314.0
3719,0,0,0,0,0,1800.0,144000.0,178.13,10351.26,730.0
3720,1,0,0,2,2,25000.0,275000.0,592.9,12632.99,3595.0
3721,6,0,0,0,0,100.0,35000.0,75.46,5362.39,240.0
3722,4,0,0,0,0,10500.0,336000.0,415.63,39662.72,3445.0
3723,2,0,0,0,0,2685.0,214800.0,463.11,21821.97,1284.0
3724,9,0,0,1,1,1251.0,38555.82,83.13,54424.24,1254.0
3725,1,0,0,2,2,9400.0,16920.0,19.91,1593.67,1030.0
3726,2,0,0,0,0,2887.0,256943.0,360.23,26859.39,1247.0
3727,2,0,0,0,0,2744.0,244216.0,342.39,25577.15,1235.0
3728,1,0,0,1,1,471.0,989.1,1.22,6368.02,526.0
3729,6,0,0,1,2,4095.0,16380.0,20.26,3456.02,176.0
3730,7,0,0,0,0,1100.0,26950.0,37.78,7655.99,780.0
3731,2,0,0,0,0,2891.0,257299.0,424.54,32667.09,1378.0
3732,6,0,3,2,2,39554.0,130528.2,134.18,11051.22,3823.0
3733,16,0,0,3,4,50.0,250.0,0.35,1243.98,22.0
3734,9,0,0,0,0,2000.0,160000.0,197.92,14314.83,864.0
3735,11,0,0,0,0,50.0,1600.0,3.45,659.27,26.0
3736,17,0,0,0,0,339.0,30171.0,42.3,4803.06,175.0
3737,6,0,0,5,0,2159.0,50520.6,70.83,5642.36,5.0
3738,20,0,0,0,0,423.0,13536.0,13.92,8021.11,509.0
3739,19,0,0,2,2,22372.0,65326.24,140.84,6369.79,2655.0
3740,1,0,0,2,2,7146.0,39303.0,64.85,3306.51,1208.0
3741,15,0,0,1,2,672.0,3991.68,4.1,1472.41,88.0
3742,4,0,0,0,0,1729.0,138320.0,228.23,15123.48,667.0
3743,1,0,0,2,2,7031.0,427625.42,528.97,5324.08,1720.0
3744,19,0,3,2,2,17701.0,79831.51,172.12,18114.34,1552.0
3745,15,0,0,0,0,240.0,19200.0,26.92,2274.64,100.0
3746,19,0,3,2,2,44293.0,303849.98,501.35,5567.75,2951.0
3747,2,0,0,0,0,2744.0,244216.0,342.39,25577.2,1235.0
3748,3,0,0,0,0,672.0,53760.0,55.27,4379.48,277.0
3749,16,0,0,2,2,32400.0,150660.0,186.37,26930.79,3227.0
3750,7,0,0,2,2,50000.0,130000.0,280.28,7354.24,2504.0
3751,5,0,3,2,2,82981.0,776702.16,1674.57,14760.6,6683.0
3752,8,0,0,0,0,915.0,91500.0,150.98,11941.94,439.0
3753,6,0,0,0,0,350.0,8575.0,10.61,2933.25,240.0
3754,13,0,0,0,0,10000.0,890000.0,1468.5,31923.61,2951.0
3755,19,0,3,2,2,25000.0,209000.0,450.6,3073.74,2275.0
3756,5,0,0,2,2,21080.0,189720.0,371.85,17074.8,1716.0
3757,2,0,0,0,0,2880.0,256320.0,359.36,26380.35,1249.0
3758,6,0,0,1,2,300.0,2712.0,5.85,1075.54,44.0
3759,1,0,0,2,2,10000.0,60000.0,99.0,7878.43,865.0
3760,5,0,0,2,2,768.0,4369.92,6.13,393.29,55.0
3761,0,0,0,2,2,2500.0,50000.0,51.4,3978.49,343.0
3762,13,0,0,0,0,1000.0,32000.0,62.72,4259.57,347.0
3763,1,0,0,2,2,33000.0,135300.0,223.24,15089.11,3828.0
3764,15,0,0,0,0,412.0,13184.0,16.31,1375.8,123.0
3765,1,0,0,2,2,6900.0,56649.0,70.07,8163.83,1736.0
3766,4,0,0,0,0,1364.0,109120.0,112.18,7845.09,553.0
3767,14,0,0,1,2,724.0,4300.56,4.42,1042.36,82.0
3768,15,0,3,2,2,146746.99759882494,535014.04,549.99,24636.23,10803.0
3769,19,0,3,1,1,17337.0,160887.36,265.46,3755.91,6680.0
3770,0,0,0,0,0,1900.0,55100.0,68.16,7153.63,763.0
3771,14,0,3,2,2,71348.0,227600.12,281.54,8144.11,4334.0
3772,20,0,0,0,0,2.0,64.0,0.07,3196.31,112.0
3773,5,0,0,1,2,1395.0,10755.45,17.75,3035.87,188.0
3774,14,0,0,2,2,60678.0,491491.8,607.98,28304.85,8402.0
3775,2,0,0,0,0,3154.0,280706.0,288.57,19112.91,1279.0
3776,7,0,0,2,3,1625.0,21125.0,34.86,1206.62,111.0
3777,1,0,0,2,2,10000.0,81000.0,83.27,3708.72,2235.0
3778,5,0,0,2,2,2800.0,14980.0,21.0,2964.49,273.0
3779,0,0,0,0,0,275.0,21367.5,46.07,2319.8,64.0
3780,15,0,0,0,0,70.0,1400.0,2.31,648.95,25.0
3781,6,0,3,1,1,2040.0,3080.4,3.81,2214.69,820.0
3782,8,0,0,1,1,51.0,4192.2,6.92,1454.81,99.0
3783,14,0,0,1,1,188.0,5794.16,5.96,2553.06,221.0
3784,2,0,0,0,0,6340.0,564260.0,580.06,37297.95,2571.0
3785,14,0,0,1,3,384.0,10018.56,19.64,990.07,40.0
3786,1,0,0,2,2,42392.0,597727.2,838.01,13850.65,6142.0
3787,15,0,0,0,0,132.0,4224.0,6.97,1595.38,50.0
3788,15,0,0,2,2,47716.0,152214.04,156.48,22734.92,3077.0
3789,18,0,0,0,0,23.0,563.5,0.79,1327.6,21.0
3790,15,0,0,1,2,11022.0,21933.78,22.55,12580.0,1976.0
3791,4,0,0,2,2,100000.0,735000.0,1030.47,51294.87,9389.0
3792,15,0,0,0,0,1000.0,92000.0,151.8,8776.57,399.0
3793,2,0,0,0,0,4657.0,414473.0,487.83,21672.24,2307.0
3794,1,0,0,2,3,24612.0,35687.4,69.95,17541.06,4762.0
3795,19,0,0,2,2,33711.0,85288.83,183.88,2016.42,1810.0
3796,6,0,3,2,2,30096.0,247088.16,305.65,7567.99,4278.0
3797,16,0,0,2,2,32426.0,150780.9,186.52,26980.59,3234.0
3798,0,0,0,2,2,1461.0,29950.5,64.57,1664.12,44896.759680241674
3799,5,0,0,2,3,1467.0,29340.0,41.13,4822.01,114.0
3800,13,0,0,0,0,1.0,89.0,0.19,14515.01,1370.0
3801,6,0,3,1,2,1393.0,6407.8,7.93,7117.39,3504.0
3802,5,0,0,1,3,924.0,1755.6,1.8,1411.52,45.0
3803,3,0,0,0,0,10000.0,200000.0,330.0,23489.63,3334.0
3804,0,0,0,0,0,2945.0,235600.0,291.44,125.42,1280.0
3805,2,0,0,0,0,31842.0,1018944.0,1260.43,67318.62599614196,9312.0
3806,3,0,0,0,0,450.0,14400.0,23.76,2242.31,149.0
3807,13,0,0,0,0,2849.0,253561.0,546.68,9162.21,783.0
3808,15,0,0,0,0,431.0,34480.0,35.45,5346.38,186.0
3809,19,0,3,2,2,77143.0,565458.19,1219.13,3161.68,3894.0
3810,8,0,0,0,0,300.0,30000.0,42.06,3825.21,137.0
3811,4,0,0,0,0,7280.0,232960.0,384.38,25818.23,2391.0
3812,3,0,0,0,0,2744.0,219520.0,307.77,22223.95,1303.0
3813,3,0,0,2,2,19000.0,216600.0,267.93,9612.49,1909.0
3814,2,0,0,0,0,3038.0,270382.0,334.46,21084.84,1234.0
3815,7,0,0,0,0,165.0,5280.0,7.4,794.72,138.0
3816,6,0,3,1,1,1932.0,2762.76,3.42,7117.39,3504.0
3817,19,0,3,2,2,6155.0,91894.15,151.63,146.5,590.0
3818,14,0,0,2,2,231.0,21136.5,34.88,250.0,23.0
3819,4,0,0,0,0,2910.0,232800.0,287.97,21684.99,2910.0
3820,0,0,0,1,1,600.0,18492.0,19.01,5848.39,554.0
3821,19,0,3,1,1,9960.0,20517.6,33.85,9021.5,3670.0
3822,0,0,0,0,0,1470.0,117600.0,120.89,7651.46,595.0
3823,1,0,0,2,2,5600.0,10080.0,11.86,1328.13,606.0
3824,4,0,0,0,0,2884.0,230720.0,380.69,25052.44,1374.0
3825,8,0,0,0,0,1686.0,53952.0,116.32,5806.53,564.0
3826,7,0,3,2,2,13703.0,460420.8,759.69,11729.82,3476.0
3827,20,0,0,0,0,40.0,1280.0,1.51,3918.37,508.0
3828,17,0,0,0,0,350.0,31150.0,38.53,3256.76,149.0
3829,2,0,0,2,2,37927.0,853357.5,1196.41,25732.17,5059.0
3830,4,0,3,2,2,77654.0,916317.2,1133.48,54417.75,8725.0
3831,6,0,0,2,3,48.0,960.0,1.35,970.79,4.0
3832,1,0,0,2,3,20.0,6137.6,13.23,5795.92,57.0
3833,1,0,0,2,2,9000.0,547200.0,644.05,5134.12,2235.0
3834,19,0,0,2,2,54000.0,252180.0,543.7,6105.79,4568.0
3835,1,0,0,2,2,1400.0,115080.0,225.56,954.38,209.0
3836,1,0,0,1,2,300.0,2100.0,2.94,541.75,81.0
3837,10,0,0,2,2,36000.0,378000.0,388.58,20371.77,4171.0
3838,8,0,0,2,2,954.0,22896.0,32.1,2492.47,243.0
3839,3,0,0,2,3,772.0,18273.24,30.15,1870.73,140.0
3840,6,0,0,0,0,2500.0,244200.0,526.5,5631.87,568.0
3841,0,0,0,0,0,5750.0,460000.0,541.42,24821.13,3374.0
3842,19,0,3,2,2,32083.0,144694.33,311.96,630.5,2808.0
3843,12,0,0,0,0,23.0,736.0,1.03,558.46,8.0
3844,3,0,0,0,0,1568.0,125440.0,175.87,12950.74,678.0
3845,19,0,0,2,2,72558.0,567403.56,1223.32,3646.13,4942.0
3846,5,0,0,2,3,754.0,9802.0,16.17,5906.43,197.0
3847,12,0,0,0,0,2928.0,234240.0,289.75,13303.36,1325.0
3848,12,0,0,0,0,5102.0,408160.0,419.59,13789.73,3543.0
3849,3,0,0,0,0,350.0,28000.0,28.78,2631.39,144.0
3850,2,0,0,2,3,11.0,1062.3,2.29,2502.05,6.0
3851,1,0,0,2,2,6600.0,14850.0,15.27,1192.25,657.0
3852,19,0,0,2,2,38400.0,112128.0,241.75,6369.79,4528.0
3853,13,0,0,0,0,1515.0,48480.0,104.52,4851.0,518.0
3854,0,0,0,2,2,2080.0,58240.0,96.1,3095.28,316.0
3855,15,0,0,0,0,260.0,20800.0,25.73,2384.79,109.0
3856,14,0,0,2,2,8215.0,110820.35,137.08,1003.18,805.0
3857,19,0,0,2,2,67120.0,169813.6,366.12,4116.81,3230.0
3858,13,0,0,0,0,7435.0,661715.0,927.72,91.67,1479.0
3859,2,0,0,0,0,5983.0,532487.0,658.69,39069.63,2425.0
3860,1,0,0,2,2,4000.0,9000.0,11.13,3314.03,1846.0
3861,9,0,0,1,2,5625.0,43368.75,93.5,7549.41,665.0
3862,6,0,0,0,0,200.0,70000.0,137.2,9334.68,480.0
3863,5,0,0,0,0,4099.0,100425.5,103.24,36060.0,2733.0
3864,5,0,0,2,2,131704.0,683543.76,958.33,67318.62599614196,10818.0
3865,1,0,0,2,2,1475.0,9735.0,13.65,678.83,96.0
3866,2,0,0,0,0,2744.0,244216.0,342.39,24927.19,1186.0
3867,7,0,0,2,3,3000.0,39000.0,84.08,1120.57,201.0
3868,13,0,0,0,0,1.0,89.0,0.19,13753.58,1233.0
3869,3,0,0,1,2,2736.0,16251.84,20.1,3940.54,328.0
3870,2,0,0,0,0,1301.0,37729.0,62.25,2162.26,376.0
3871,3,0,3,2,2,146746.99759882494,1267480.9786782686,1825.8853909196707,20312.64,21675.0
3872,14,0,0,2,2,312.0,20779.2,25.7,1061.0,94.0
3873,0,0,0,2,2,2000.0,100800.0,217.32,1315.14,269.0
3874,14,0,0,2,2,54383.0,184902.2,259.23,20869.6,4668.0
3875,8,0,0,2,3,10.0,13.0,0.02,618.89,1.0
3876,7,0,0,0,0,170.0,5440.0,6.4,143.57,58.0
3877,2,0,0,0,0,3053.0,271717.0,336.11,20705.23,1240.0
3878,5,0,3,1,1,7840.0,13720.0,19.24,20193.21,2995.0
3879,17,0,0,0,0,450.0,14400.0,16.95,2796.58,191.0
3880,4,0,0,0,0,1820.0,131040.0,256.84,18369.56,1382.0
3881,14,0,0,2,2,100.0,3616.0,7.8,1084.27,36.0
3882,3,0,0,0,0,450.0,14400.0,23.76,1938.15,148.0
3883,15,0,0,0,0,4484.0,358720.0,502.93,32272.0,2134.0
3884,19,0,0,2,2,31680.0,147945.6,318.97,4263.08,2970.0
3885,1,0,0,2,2,368.0,4784.0,6.71,13850.65,6142.0
3886,19,0,0,2,2,26400.0,77088.0,166.2,5159.33,3113.0
3887,1,0,0,2,2,100.0,1574.0,3.39,3896.68,10.0
3888,19,0,0,2,2,31680.0,147945.6,318.97,4263.07,2970.0
3889,19,0,0,2,2,53916.0,251787.72,542.85,6105.79,4561.0
3890,1,0,0,2,3,18.0,3717.18,8.01,3785.84,55.0
3891,3,0,0,1,1,264.0,8136.48,10.06,2160.36,257.0
3892,5,0,0,0,0,369.0,11808.0,12.14,1729.95,115.0
3893,0,0,0,2,2,5320.0,268128.0,525.53,30.0,464.0
3894,7,0,0,0,0,27.0,864.0,1.21,490.23,10.0
3895,3,0,0,0,0,2870.0,229600.0,321.9,24308.25,1368.0
3896,7,0,0,0,0,175.0,4287.5,6.01,1437.62,1.0
3897,19,0,3,1,1,27910.0,59169.2,97.63,3961.7,10346.0
3898,1,0,0,2,2,10000.0,64900.0,66.72,2504.64,2672.0
3899,3,0,0,0,0,2744.0,219520.0,307.77,22158.58,1303.0
3900,6,0,0,2,2,384.0,1121.28,1.57,950.05,20.0
3901,12,0,0,0,0,645.0,51600.0,63.83,3453.53,267.0
3902,3,0,0,2,2,28755.0,74763.0,161.19,20294.85,3392.0
3903,10,0,0,0,0,2000.0,64000.0,137.98,17918.72,687.0
3904,5,0,0,2,2,9270.0,179189.1,351.21,16847.52,1010.0
3905,15,0,0,0,0,129.0,11481.0,18.94,1133.17,60.0
3906,6,0,0,1,2,2516.0,11573.6,16.23,1442.83,118.0
3907,3,0,0,0,0,2352.0,188160.0,263.8,19026.72,1016.0
3908,2,0,0,0,0,3072.0,273408.0,338.21,13383.47,1248.0
3909,6,0,0,1,2,3184.0,6336.16,6.51,2794.21,250.0
3910,5,0,0,0,0,4230.0,103635.0,106.54,37130.88,2820.0
3911,4,0,0,0,0,2929.0,234320.0,289.85,18875.83,1214.0
3912,3,0,0,0,0,2737.0,218960.0,306.98,23269.06,1300.0
3913,1,0,0,2,2,16185.0,105040.65,107.98,6717.79,4168.0
3914,16,0,0,2,2,37732.0,420711.8,520.42,63818.03,4962.0
3915,0,0,0,2,3,2000.0,100000.0,215.6,1434.5,518.0
3916,9,0,2,2,2,25811.0,118472.49,121.79,24936.5,2829.0
3917,13,0,0,0,0,18000.0,576000.0,807.55,40091.65,5876.0
3918,20,0,0,1,2,440.0,550.0,0.57,2453.16,95.0
3919,19,0,0,2,2,26540.0,197192.2,425.15,4885.21,1431.0
3920,6,0,3,2,2,2160.0,54000.0,75.71,8538.03,4654.0
3921,0,0,0,2,3,1200.0,9096.0,9.35,1510.05,96.0
3922,12,0,0,2,3,800.0,16000.0,16.45,1045.5,62.0
3923,17,0,0,3,4,160.0,800.0,0.82,4594.07,173.0
3924,14,0,0,2,2,20617.0,70097.8,98.28,7651.56,1770.0
3925,16,0,0,0,0,5000.0,400000.0,494.8,29918.58,2020.0
3926,4,0,0,0,0,2814.0,225120.0,485.36,22746.62,1363.0
3927,2,0,0,0,0,5791.0,185312.0,305.76,24147.39,1918.0
3928,8,0,0,1,3,65.0,130.0,0.16,783.21,4.0
3929,15,0,0,0,0,30.0,600.0,0.99,4500.71,430.0
3930,12,0,3,0,0,13300.0,425600.0,702.24,23408.33,4472.0
3931,3,0,0,2,3,645.0,24742.2,48.49,7015.04,1210.0
3932,0,0,0,0,0,2000.0,58000.0,71.75,7168.62,576.0
3933,1,0,0,2,2,8245.0,67609.0,111.55,7261.69,759.0
3934,1,0,0,2,2,6816.0,68160.0,80.22,5489.55,2541.0
3935,19,0,3,2,2,23845.0,356005.85,587.41,3649.67,2283.0
3936,14,0,0,1,3,56.0,112.0,0.14,1021.34,8.0
3937,1,0,0,2,2,41296.0,185419.04,259.96,11252.53,4587.0
3938,1,0,0,2,2,6000.0,12960.0,15.25,5489.55,2541.0
3939,6,0,0,2,2,2000.0,39000.0,40.09,3029.18,280.0
3940,4,0,0,0,0,2041.0,163280.0,352.03,16654.29,989.0
3941,6,0,0,0,0,250.0,6125.0,7.58,2204.84,164.0
3942,2,0,0,0,0,2744.0,244216.0,342.39,25577.2,1235.0
3943,15,0,0,0,0,116.0,10324.0,17.03,1961.65,45.0
3944,3,0,0,0,0,2330.0,0.0,0.0,16382.89,965.0
3945,14,0,0,2,3,7035.0,105525.0,130.53,2242.71,440.0
3946,16,0,0,0,0,30.0,3347.4,4.14,1003.18,46.0
3947,14,0,0,2,2,16716.0,76893.6,95.12,7487.81,1874.0
3948,1,0,0,2,2,564.0,6457.8,7.99,3658.08,1953.0
3949,12,0,3,0,0,7400.0,236800.0,390.72,33872.84,2471.0
3950,9,0,0,0,0,2450.0,176400.0,380.32,21170.3,1183.0
3951,0,0,0,1,3,400.0,1800.0,2.23,5325.3,480.0
3952,2,0,0,0,0,10798.0,961022.0,1188.78,66059.65,4388.0
3953,14,0,0,2,2,3115.0,62300.0,64.04,2335.73,420.0
3954,19,0,3,2,2,25000.0,210500.0,347.32,3790.0,2303.0
3955,0,0,0,0,0,3500.0,245000.0,528.22,12499.27,794.0
3956,1,0,0,2,2,15204.0,130906.44,256.58,20910.43,3536.0
3957,13,0,0,0,0,15000.0,480000.0,672.96,36219.03,4956.0
3958,19,0,3,2,2,105813.0,454995.9,750.74,7292.26,8351.0
3959,16,0,0,0,0,20.0,2231.6,3.68,549.16,30.0
3960,1,0,0,2,2,22008.0,189488.88,371.4,12793.94,2148.0
3961,14,0,0,2,2,40860.0,95612.4,134.05,48653.36,12945.0
3962,1,0,0,2,2,4980.0,40338.0,49.9,1377.02,695.0
3963,1,0,0,2,2,4400.0,267608.0,275.1,1475.94,1073.0
3964,0,0,0,1,2,2000.0,19000.0,40.96,830.05,391.0
3965,15,0,0,0,0,500.0,16000.0,34.5,9597.9,260.0
3966,19,0,3,1,3,55000.0,131450.0,283.41,7321.43,3099.0
3967,20,0,0,1,3,75.0,825.0,1.02,2782.94,81.0
3968,12,0,0,2,3,461.0,47723.35,78.74,2556.61,238.0
3969,14,0,0,2,2,40000.0,184000.0,227.61,18550.93,4620.0
3970,15,0,3,2,2,97300.0,1267480.9786782686,1825.8853909196707,12323.93,11433.0
3971,5,0,0,0,0,1700.0,40800.0,87.96,9054.08,570.0
3972,15,0,0,3,4,33.0,396.0,0.65,1209.56,3.0
3973,17,0,0,0,0,694.0,61766.0,63.5,4350.03,285.0
3974,11,0,0,0,0,8.0,560.0,1.1,584.1,3.0
3975,6,0,0,2,2,336.0,836.64,1.03,1845.9,37.0
3976,16,0,0,2,2,44407.0,495138.05,612.49,43408.7,5016.0
3977,6,0,0,1,2,2891.0,3613.75,5.07,1887.58,156.0
3978,6,0,3,2,2,60000.0,486000.0,499.61,16028.78,16350.0
3979,1,0,0,2,2,1144.0,11440.0,13.46,2859.58,1400.0
3980,1,0,0,2,2,12700.0,44450.0,45.69,4354.8,2175.0
3981,3,0,0,0,0,4950.0,118800.0,232.85,11737.26,1650.0
3982,14,0,0,2,3,1946.0,29190.0,36.11,1249.78,122.0
3983,0,0,0,1,2,386.0,3667.0,7.19,570.75,78.0
3984,4,0,0,0,0,2100.0,151200.0,325.99,16061.5,1016.0
3985,6,0,3,1,1,675.0,4610.25,5.7,8768.76,6385.0
3986,3,0,0,0,0,610.0,48800.0,60.37,5187.9,268.0
3987,1,0,0,1,2,1123.0,4660.45,6.53,13850.65,6142.0
3988,1,0,0,2,2,1435.0,117957.0,194.63,5101.21,355.0
3989,19,0,3,1,1,10702.0,22688.24,48.92,8169.7,3967.0
3990,2,0,0,0,0,3050.0,271450.0,335.78,22872.42,1238.0
3991,19,0,3,2,2,146746.99759882494,494868.36,1066.94,17278.96,10859.0
3992,2,0,0,0,0,2949.0,262461.0,324.66,19458.84,1192.0
3993,1,0,0,2,2,21384.0,217047.6,223.12,4872.65,2406.0
3994,0,0,0,0,0,3500.0,245000.0,528.22,12619.38,794.0
3995,17,0,0,3,4,326.0,2608.0,3.66,6445.68,351.0
3996,1,0,0,2,2,2520.0,20790.0,40.75,4191.83,1849.0
3997,0,0,0,0,0,1456.0,34944.0,75.34,5074.33,486.0
3998,3,0,0,0,0,383.0,12256.0,15.16,1908.34,125.0
3999,18,0,0,0,0,539.0,14876.4,15.29,871.28,58.0
4000,0,0,0,1,1,520.0,16026.4,19.82,5257.72,242.0
4001,0,0,0,1,2,7000.0,8750.0,10.82,5678.33,482.0
4002,15,0,0,0,0,100.0,2000.0,3.3,871.3,34.0
4003,3,0,0,0,0,8000.0,160000.0,264.0,17773.94,2667.0
4004,15,0,0,0,0,4000.0,320000.0,376.64,28703.53,1556.0
4005,16,0,0,2,2,37470.0,417790.5,516.81,65875.32,4927.0
4006,20,0,0,5,2,580.0,19198.0,22.6,3958.28,500.0
4007,14,0,0,2,2,1455.0,32737.5,40.5,3900.39,420.0
4008,1,0,0,2,2,16354.0,89947.0,148.41,3401.49,1675.0
4009,1,0,0,2,2,16645.0,39115.75,64.54,5440.01,742.0
4010,19,0,3,2,2,70942.0,321367.26,692.87,11203.81,6090.0
4011,15,0,0,0,0,58.0,1856.0,3.06,644.02,20.0
4012,6,0,0,0,0,33.0,3223.44,5.32,1011.6,8.0
4013,20,0,0,0,0,7.0,224.0,0.23,3196.31,112.0
4014,14,0,0,2,2,173.0,11521.8,16.15,251.52,35.0
4015,17,0,0,0,0,395.0,35155.0,49.29,5124.22,201.0
4016,1,0,0,2,2,13444.0,34954.4,57.67,18207.5,2806.0
4017,0,0,0,2,2,3136.0,94080.0,202.84,5150.82,492.0
4018,1,0,0,1,3,435.0,974.4,1.37,1003.65,25.0
4019,9,0,2,2,2,42032.0,194187.84,199.63,25272.8,4559.0
4020,3,0,0,1,1,68.0,2095.76,2.94,1818.56,116.0
4021,11,0,0,0,0,34.0,765.0,1.26,766.62,13.0
4022,20,0,0,0,0,15.0,480.0,0.49,8021.11,509.0
4023,19,0,3,1,1,45000.0,95400.0,205.68,17060.14,16260.0
4024,6,0,3,2,2,92500.0,971250.0,998.44,22100.46,14925.0
4025,4,0,0,2,2,39132.0,88047.0,90.51,20519.07,3978.0
4026,19,0,3,2,2,131138.0,323910.86,698.35,12225.76,6360.0
4027,1,0,0,2,2,3470.0,285234.0,614.96,5215.07,862.0
4028,4,0,0,0,0,2900.0,92800.0,114.79,8308.74,266.0
4029,1,0,0,2,2,7063.0,16244.9,20.09,1769.68,412.0
4030,6,0,0,1,2,400.0,500.0,0.51,3429.78,346.0
4031,1,0,0,2,2,33405.0,228824.25,283.06,10867.28,3751.0
4032,19,0,0,2,2,2098.0,15588.14,33.61,1697.89,124.0
4033,12,0,0,0,0,675.0,21600.0,26.72,2908.88,202.0
4034,9,0,0,0,0,8787.0,702960.0,722.64,52462.81,3560.0
4035,5,0,0,2,2,35820.0,256113.0,359.07,18779.99,3114.0
4036,1,0,0,2,2,10700.0,37985.0,39.05,5616.02,2922.0
4037,1,0,0,2,2,3000.0,24300.0,28.6,1332.29,422.0
4038,11,0,0,2,2,39550.0,412506.5,485.52,23796.98,4840.0
4039,1,0,0,1,3,1000.0,7000.0,9.81,1238.16,436.0
4040,19,0,3,1,1,5590.0,11850.8,19.55,3961.69,2068.0
4041,20,0,0,1,1,60.0,1849.2,2.29,1421.86,113.0
4042,15,0,0,0,0,246.0,7872.0,11.04,3133.86,86.0
4043,4,0,0,0,0,2870.0,229600.0,378.84,25037.09,1368.0
4044,1,0,0,2,2,4084.0,29609.0,48.85,10784.69,2113.0
4045,9,0,0,0,0,5060.0,404800.0,567.53,46552.3,2486.0
4046,0,0,0,1,1,3355.0,56900.8,111.53,2530.73,1006.0
4047,1,0,0,2,2,560.0,13025.6,21.49,4476.29,67.0
4048,14,0,0,2,2,97380.0,641734.2,793.83,32208.32,8722.0
4049,1,0,0,2,2,14500.0,166605.0,206.09,2503.07,1640.0
4050,10,0,0,0,0,170.0,11900.0,25.66,2883.51,40.0
4051,4,0,0,2,2,100000.0,735000.0,1030.47,45118.64,9390.0
4052,1,0,0,2,2,25572.0,281036.28,463.71,10657.33,3572.0
4053,19,0,3,2,2,146746.99759882494,467168.39,1007.22,13677.67,9173.0
4054,3,0,0,2,2,33022.0,268468.86,332.1,16066.92,4190.0
4055,6,0,0,1,2,864.0,5356.8,7.51,304.63,46.0
4056,6,0,3,2,2,53571.0,176784.3,181.73,11109.18,4974.0
4057,9,0,2,2,2,85000.0,188700.0,193.98,67318.62599614196,11125.0
4058,0,0,0,2,2,4640.0,249214.4,488.46,1807.36,685.0
4059,9,0,0,1,1,3794.0,116931.08,120.21,26515.21,3287.0
4060,14,0,0,2,2,18216.0,40986.0,42.13,6757.18,1863.0
4061,6,0,0,1,2,90.0,925.2,1.81,693.54,17.0
4062,19,0,0,2,2,64771.0,506509.22,1092.03,5298.03,4398.0
4063,6,0,0,1,3,2440.0,22692.0,23.33,1659.21,163.0
4064,0,0,0,1,3,400.0,1800.0,2.23,5678.33,482.0
4065,20,0,0,0,0,47.0,1504.0,1.77,3918.37,508.0
4066,17,0,0,3,4,210.0,1050.0,1.3,2997.85,188.0
4067,18,0,0,0,0,428.0,11812.8,14.61,732.47,47.0
